ID,RA,DEC,NH,ENERGY_SLOPE,ENERGY_SLOPE_ERROR,nufnu_5keV(erg.s-1.cm-2),nufnu_error_5keV(erg.s-1.cm-2),nufnu_0.5keV(erg.s-1.cm-2),nufnu_error_0.5keV(erg.s-1.cm-2),upper_limit_0.5keV(erg.s-1.cm-2),nufnu_1.5keV(erg.s-1.cm-2),nufnu_error_1.5keV(erg.s-1.cm-2),upper_limit_1.5keV(erg.s-1.cm-2),nufnu_4.5keV(erg.s-1.cm-2),nufnu_error_4.5keV(erg.s-1.cm-2),upper_limit_4.5keV(erg.s-1.cm-2)
10,01:26:58.795,-01:14:17.195,3.67e+20,-0.02,+0.17/-0.14,5.34674e-13,5.34674e-14,7.91795e-14,1.50004e-14,-999.0,1.06004e-13,2.31625e-14,-999.0,4.7803e-13,6.60676e-14,-999.0
11,01:26:42.199,-01:14:07.136,3.71e+20,1.82,+0.18/-0.14,9.83007e-14,6.2592e-15,5.69335e-13,4.693e-14,-999.0,3.3171100000000003e-13,3.62454e-14,-999.0,1.0504000000000001e-13,2.27612e-14,-999.0
12,01:26:32.618,-01:12:21.290,3.73e+20,0.8,-999/-999,4.5675800000000006e-14,1.0227100000000001e-14,3.8116500000000005e-14,1.21148e-14,-999.0,5.209630000000001e-14,1.65582e-14,-999.0,1.36195e-14,-3.50362e-11,5.9302e-11
3,01:26:27.323,-01:18:13.705,3.78e+20,0.8,-999/-999,4.0361400000000005e-14,1.4184e-14,6.74823e-14,2.3715e-14,-999.0,3.06514e-14,-3.22777e-11,7.90159e-11,1.28542e-14,-4.8519e-11,1.18775e-10
13,01:27:22.695,-01:15:59.333,3.62e+20,1.131,+0.35/-0.24,5.6067700000000005e-14,8.93392e-15,6.3445e-14,1.55279e-14,-999.0,7.94832e-14,1.94532e-14,-999.0,5.5989999999999997e-14,1.94396e-14,-999.0
15,01:25:44.192,-01:22:44.154,4.16e+20,0.8,-999/-999,2.1407600000000002e-13,3.50944e-14,2.42527e-13,4.8462e-14,-999.0,1.6134100000000002e-13,4.6267500000000003e-14,-999.0,1.1441800000000001e-13,-1.18683e-10,5.94496e-11
14,01:26:00.389,-01:20:38.317,3.92e+20,1.349,+0.19/-0.14,1.7611900000000001e-13,1.48953e-14,5.01834e-13,5.12467e-14,-999.0,1.3400899999999998e-13,2.80906e-14,-999.0,1.79152e-13,3.75533e-14,-999.0
16,01:25:35.983,-01:25:41.160,4.19e+20,0.251,+0.19/-0.15,2.15883e-12,2.94372e-13,6.81174e-13,1.47986e-13,-999.0,8.98532e-13,-3.67291e-10,4.95224e-11,2.6396e-12,4.67943e-13,-999.0
8,01:26:05.435,-01:26:52.958,4.12e+20,0.8,-999/-999,2.4981400000000002e-14,8.44396e-15,1.8157400000000003e-14,9.27734e-15,-999.0,1.61446e-14,1.0204299999999999e-14,-999.0,2.4183500000000002e-14,1.52854e-14,-999.0
9,01:26:11.419,-01:11:55.131,3.83e+20,0.8,-999/-999,4.4987300000000006e-14,1.1996600000000001e-14,5.279019999999999e-14,1.7008700000000002e-14,-999.0,3.07097e-14,1.46993e-14,-999.0,4.39515e-14,-4.09725e-11,3.56836e-11
18,01:33:52.466,+01:13:43.093,2.56e+20,0.84,+0.31/-0.22,3.8537800000000003e-13,5.87161e-14,2.82988e-13,6.61031e-14,-999.0,2.88801e-13,8.03382e-14,-999.0,3.73986e-13,1.1327799999999999e-13,-999.0
19,01:33:48.007,+01:06:38.237,2.56e+20,0.8,-999/-999,6.63792e-14,2.7223200000000004e-14,6.3192e-14,3.2736e-14,-999.0,4.72717e-14,-6.36186e-11,4.67409e-11,9.45782e-14,6.16697e-14,-999.0
31,01:26:59.117,+01:12:47.423,2.82e+20,0.514,+0.48/-0.30,4.77771e-14,1.0729e-14,1.0762799999999999e-14,5.30082e-15,-999.0,3.39166e-14,1.1583799999999999e-14,-999.0,4.5050300000000004e-14,1.7175799999999998e-14,-999.0
32,01:27:13.860,+01:13:19.311,2.78e+20,0.8,-999/-999,4.5357199999999995e-14,8.68737e-15,1.3625999999999999e-14,5.9352899999999995e-15,-999.0,7.25839e-14,1.66524e-14,-999.0,2.00484e-14,1.08405e-14,-999.0
30,01:27:13.375,+01:14:23.941,2.78e+20,0.285,+0.44/-0.28,6.81642e-14,1.49471e-14,1.50026e-14,6.117479999999999e-15,-999.0,2.54458e-14,1.03758e-14,-999.0,6.28717e-14,2.11069e-14,-999.0
29,01:26:50.378,+01:16:11.311,2.84e+20,0.8,-999/-999,2.37174e-14,6.41424e-15,2.22306e-14,7.81494e-15,-999.0,4.59383e-15,4.3701700000000006e-15,-999.0,2.7901099999999997e-14,1.3266200000000001e-14,-999.0
35,01:27:29.470,+01:08:32.852,2.75e+20,0.8,-999/-999,3.3175300000000004e-14,8.2215e-15,3.09603e-14,1.0009100000000001e-14,-999.0,2.57639e-14,1.1032500000000001e-14,-999.0,9.78388e-15,8.539350000000001e-15,-999.0
36,01:26:38.909,+01:06:25.247,2.92e+20,0.8,-999/-999,1.88375e-14,6.432300000000001e-15,1.3016800000000001e-14,6.9106800000000005e-15,-999.0,1.2494100000000001e-14,8.14107e-15,-999.0,1.89481e-14,1.23464e-14,-999.0
34,01:27:28.140,+01:21:39.220,2.75e+20,-0.6829999999999999,+0.26/-0.20,3.99589e-13,5.0887900000000004e-14,1.21811e-14,4.68704e-15,-999.0,4.3301199999999995e-14,1.3475299999999999e-14,-999.0,3.33977e-13,5.0476599999999997e-14,-999.0
33,01:27:11.462,+01:20:23.510,2.79e+20,0.8,-999/-999,1.52917e-14,5.3361e-15,4.59359e-15,-8.54457e-12,2.30852e-11,2.0319400000000003e-14,9.313500000000001e-15,-999.0,2.31468e-14,1.2257700000000002e-14,-999.0
45,02:32:54.943,+00:26:19.598,2.06e+20,0.8,-999/-999,3.1747300000000004e-14,7.428e-15,2.46366e-14,8.05535e-15,-999.0,2.68476e-14,1.03303e-14,-999.0,1.6430599999999998e-14,1.02523e-14,-999.0
65,02:33:01.221,+00:25:18.531,2.07e+20,1.749,+0.43/-0.26,1.94682e-14,2.6204699999999998e-15,9.14215e-14,1.6375e-14,-999.0,6.675189999999999e-14,1.52836e-14,-999.0,2.05697e-14,9.424e-15,-999.0
66,02:32:29.139,+00:25:48.291,2.05e+20,0.8,-999/-999,1.8176400000000002e-14,5.6429999999999996e-15,1.12784e-14,5.49512e-15,-999.0,2.1512900000000003e-14,9.43233e-15,-999.0,6.5872e-15,6.4149900000000005e-15,-999.0
48,02:32:28.323,+00:27:37.475,2.05e+20,0.8,-999/-999,1.5637e-14,5.346e-15,1.51807e-14,6.454e-15,-999.0,1.38988e-14,7.596500000000001e-15,-999.0,6.1297600000000004e-15,-1.93526e-11,4.46681e-11
49,02:32:37.556,+00:32:11.219,2.05e+20,0.8,-999/-999,1.4175799999999998e-14,5.1975e-15,5.50203e-15,4.03375e-15,-999.0,1.67862e-14,8.73598e-15,-999.0,1.2846100000000002e-14,9.41797e-15,-999.0
70,02:32:44.463,+00:33:48.929,2.06e+20,0.8,-999/-999,1.60593e-14,5.49672e-15,1.24683e-14,6.00229e-15,-999.0,1.90145e-14,9.15201e-15,-999.0,2.32763e-14,-1.98911e-11,4.45021e-11
51,02:32:14.792,+00:28:59.919,2.05e+20,0.042,+0.34/-0.23,1.4294200000000001e-13,2.57267e-14,1.5727200000000002e-14,6.2513399999999995e-15,-999.0,4.50832e-14,1.46595e-14,-999.0,1.2833800000000002e-13,3.23376e-14,-999.0
52,02:33:14.764,+00:34:03.069,2.07e+20,0.8,-999/-999,1.69267e-14,6.09301e-15,2.10498e-14,8.55567e-15,-999.0,1.20235e-14,-1.44085e-11,4.64336e-11,1.22654e-14,9.757380000000001e-15,-999.0
73,02:33:25.375,+00:29:17.116,2.08e+20,0.941,+0.37/-0.24,5.9475e-14,9.751999999999999e-15,4.8918900000000004e-14,1.27985e-14,-999.0,5.869950000000001e-14,1.69148e-14,-999.0,5.82795e-14,2.07032e-14,-999.0
74,02:33:18.557,+00:21:25.565,2.1e+20,0.8,-999/-999,2.85341e-14,7.438500000000001e-15,3.45279e-14,1.0284299999999999e-14,-999.0,1.4998e-14,8.30836e-15,-999.0,2.3826599999999998e-14,-2.68836e-11,3.94562e-11
55,02:33:18.902,+00:19:58.289,2.1e+20,0.8,-999/-999,1.50853e-14,5.9508e-15,7.81968e-15,5.39903e-15,-999.0,1.78343e-14,9.853200000000002e-15,-999.0,9.09037e-15,8.97196e-15,-999.0
56,02:33:02.348,+00:16:37.371,2.08e+20,-0.151,+0.40/-0.26,1.4695299999999998e-13,2.86757e-14,4.0705999999999995e-15,3.30437e-15,-999.0,4.96706e-14,1.65419e-14,-999.0,1.29422e-13,3.50201e-14,-999.0
78,02:33:28.369,+00:22:56.150,2.11e+20,0.8,-999/-999,3.12245e-14,8.18565e-15,1.32475e-14,6.66545e-15,-999.0,2.0131e-14,1.01288e-14,-999.0,5.12977e-14,1.9962599999999997e-14,-999.0
79,02:32:04.576,+00:33:05.782,2.05e+20,1.073,+0.06/-0.06,1.2578799999999999e-12,4.4030800000000004e-14,1.51871e-12,7.618910000000001e-14,-999.0,1.2945100000000001e-12,8.30738e-14,-999.0,1.25139e-12,9.85585e-14,-999.0
59,02:33:08.774,+00:15:47.074,2.1e+20,0.8,-999/-999,9.043730000000001e-14,1.4133199999999999e-14,9.74047e-14,1.72732e-14,-999.0,6.58053e-14,1.83868e-14,-999.0,4.0904e-14,-5.10761e-11,2.73411e-11
81,02:33:33.952,+00:32:02.367,2.08e+20,0.8,-999/-999,2.7102499999999997e-14,8.028180000000001e-15,6.01654e-15,4.6787599999999995e-15,-999.0,2.74834e-14,1.2584200000000001e-14,-999.0,4.20434e-14,1.92511e-14,-999.0
61,02:33:34.708,+00:32:56.584,2.08e+20,0.8,-999/-999,3.08936e-14,8.920200000000002e-15,4.80122e-14,1.3863e-14,-999.0,3.65531e-14,-2.10875e-11,2.32019e-11,5.5917899999999996e-14,-3.22591e-11,3.54936e-11
62,02:33:36.190,+00:33:07.584,2.08e+20,0.8,-999/-999,3.1963999999999996e-14,9.36621e-15,4.25825e-14,1.3484100000000002e-14,-999.0,3.78196e-14,-2.21429e-11,3.3239000000000004e-11,1.65278e-14,1.28466e-14,-999.0
63,02:33:25.187,+00:15:49.332,2.13e+20,-0.175,+0.22/-0.17,5.424899999999999e-13,6.78112e-14,3.35676e-14,1.11072e-14,-999.0,1.3721400000000001e-13,3.1322500000000004e-14,-999.0,4.77407e-13,7.721799999999999e-14,-999.0
67,02:32:41.760,+00:22:28.243,2.06e+20,0.8,-999/-999,1.3040600000000001e-14,5.051039999999999e-15,5.06112e-15,3.84082e-15,-999.0,1.1579000000000001e-14,7.32302e-15,-999.0,1.7716900000000002e-14,1.1204899999999999e-14,-999.0
68,02:32:47.440,+00:21:56.214,2.06e+20,0.8,-999/-999,1.5405700000000002e-14,5.34816e-15,5.97692e-15,-8.29525e-12,3.04728e-11,1.45898e-14,7.85061e-15,-999.0,3.34856e-14,1.5112100000000002e-14,-999.0
72,02:33:24.403,+00:25:56.597,2.09e+20,0.8,-999/-999,1.58387e-14,5.80008e-15,4.10433e-15,3.6372500000000005e-15,-999.0,1.8739500000000002e-14,9.51754e-15,-999.0,1.91115e-14,1.21902e-14,-999.0
75,02:32:45.846,+00:16:46.060,2.06e+20,0.8,-999/-999,2.7780700000000003e-14,7.72512e-15,1.7252599999999998e-14,7.72547e-15,-999.0,2.6305900000000003e-14,1.17794e-14,-999.0,2.01226e-14,1.2808700000000002e-14,-999.0
82,02:31:33.760,-01:35:42.878,2.55e+20,0.898,+0.04/-0.05,7.18088e-13,1.8487e-14,4.93811e-13,2.14359e-14,-999.0,7.27663e-13,3.11099e-14,-999.0,7.03651e-13,3.71907e-14,-999.0
83,02:31:26.717,-01:29:57.298,2.56e+20,0.8,-999/-999,8.62824e-15,2.72232e-15,1.3692e-15,1.37832e-15,-999.0,1.0091200000000001e-14,4.55025e-15,-999.0,1.22909e-14,6e-15,-999.0
84,02:31:08.155,-01:29:12.326,2.55e+20,-0.063,+0.40/-0.27,5.03144e-14,1.0125200000000001e-14,1.93738e-15,1.43132e-15,-999.0,1.8639e-14,6.14428e-15,-999.0,4.478080000000001e-14,1.2364399999999999e-14,-999.0
85,02:31:13.530,-01:27:48.993,2.55e+20,1.5330000000000001,+0.37/-0.24,1.31095e-14,1.7460000000000002e-15,3.6357999999999996e-14,6.913930000000001e-15,-999.0,3.40765e-14,7.34589e-15,-999.0,1.35935e-14,5.373300000000001e-15,-999.0
86,02:31:18.343,-01:40:17.630,2.54e+20,1.207,+0.16/-0.14,5.65082e-14,4.40886e-15,9.33672e-14,1.00106e-14,-999.0,6.71612e-14,9.87986e-15,-999.0,5.699560000000001e-14,1.06825e-14,-999.0
87,02:30:54.376,-01:31:07.484,2.54e+20,0.8,-999/-999,1.66405e-14,3.62736e-15,1.24147e-14,3.93456e-15,-999.0,1.37467e-14,4.91359e-15,-999.0,1.0464799999999999e-14,5.44514e-15,-999.0
88,02:30:56.005,-01:29:58.131,2.54e+20,0.8,-999/-999,6.6108599999999995e-15,2.41824e-15,4.49048e-15,2.55675e-15,-999.0,6.62928e-15,3.77451e-15,-999.0,3.36511e-15,3.30317e-15,-999.0
89,02:31:22.302,-01:26:08.247,2.56e+20,0.8,-999/-999,1.07259e-14,3.0248e-15,1.41816e-15,1.3800000000000001e-15,-999.0,1.67255e-14,5.74974e-15,-999.0,9.549379999999999e-15,5.3859999999999996e-15,-999.0
90,02:31:10.681,-01:40:38.092,2.53e+20,0.8,-999/-999,1.2760200000000001e-14,3.32376e-15,3.7927300000000004e-15,2.27803e-15,-999.0,9.33768e-15,4.4177100000000005e-15,-999.0,2.2749599999999997e-14,8.32645e-15,-999.0
91,02:31:01.733,-01:39:30.217,2.53e+20,0.40299999999999997,+0.40/-0.27,3.2093099999999996e-14,6.41862e-15,6.34904e-15,2.71317e-15,-999.0,1.84379e-14,5.92361e-15,-999.0,2.99595e-14,9.6252e-15,-999.0
92,02:30:52.837,-01:37:30.283,2.53e+20,0.8,-999/-999,1.0908e-14,3.0215999999999996e-15,1.00852e-14,3.74245e-15,-999.0,8.51356e-15,4.19842e-15,-999.0,3.2406399999999997e-15,3.13023e-15,-999.0
93,02:31:29.407,-01:25:39.717,2.56e+20,0.8,-999/-999,9.04113e-15,2.87356e-15,2.8704000000000003e-15,2.1374400000000003e-15,-999.0,8.46361e-15,4.41226e-15,-999.0,1.28833e-14,6.71634e-15,-999.0
94,02:31:06.640,-01:41:23.036,2.53e+20,0.8,-999/-999,9.19926e-15,2.87052e-15,6.4792500000000005e-15,2.9810300000000002e-15,-999.0,7.17657e-15,3.94022e-15,-999.0,7.28699e-15,4.9398600000000006e-15,-999.0
95,02:31:02.852,-01:40:47.009,2.53e+20,0.8,-999/-999,1.2828200000000001e-14,3.32376e-15,8.13138e-15,3.27554e-15,-999.0,1.0013200000000001e-14,4.4177100000000005e-15,-999.0,1.21988e-14,6.0859499999999994e-15,-999.0
96,02:31:45.837,-01:26:41.192,2.6e+20,0.8,-999/-999,1.1891899999999999e-14,3.3319000000000004e-15,7.874930000000001e-15,3.3705e-15,-999.0,6.94548e-15,4.01082e-15,-999.0,1.4096200000000002e-14,6.8245699999999996e-15,-999.0
97,02:31:59.432,-01:30:37.352,2.6e+20,0.8,-999/-999,1.0381900000000001e-14,3.1804500000000002e-15,6.60137e-15,3.09845e-15,-999.0,7.27824e-15,4.07808e-15,-999.0,1.10744e-14,6.20513e-15,-999.0
98,02:31:58.489,-01:30:14.723,2.6e+20,0.8,-999/-999,1.0337999999999999e-14,3.0289999999999997e-15,7.30436e-15,3.15383e-15,-999.0,1.3423699999999999e-14,5.37018e-15,-999.0,1.1026e-14,-1.0762e-11,3.95308e-11
99,02:30:41.764,-01:36:09.679,2.53e+20,-0.01,+0.32/-0.23,7.12905e-14,1.22786e-14,3.28968e-15,1.9434e-15,-999.0,2.8014799999999996e-14,7.789579999999999e-15,-999.0,6.383200000000001e-14,1.51537e-14,-999.0
100,02:31:46.053,-01:25:36.513,2.6e+20,0.8,-999/-999,8.86588e-15,3.0289999999999997e-15,3.5221699999999998e-15,2.32974e-15,-999.0,7.77384e-15,4.3400399999999994e-15,-999.0,1.18285e-14,6.6037300000000005e-15,-999.0
101,02:31:24.238,-01:43:45.892,2.53e+20,0.8,-999/-999,9.696309999999999e-15,3.17268e-15,5.58853e-15,3.04807e-15,-999.0,1.0320999999999999e-14,4.9518e-15,-999.0,6.28523e-15,4.79821e-15,-999.0
102,02:31:31.293,-01:43:59.562,2.54e+20,0.8,-999/-999,1.10468e-14,3.32508e-15,7.001699999999999e-15,3.3690600000000004e-15,-999.0,1.03366e-14,4.97372e-15,-999.0,7.8688e-15,5.26633e-15,-999.0
103,02:31:38.667,-01:45:35.304,2.54e+20,0.7979999999999999,+0.43/-0.28,2.7339599999999996e-14,5.4558e-15,1.17873e-14,4.484e-15,-999.0,2.90195e-14,8.66127e-15,-999.0,2.65178e-14,1.0087600000000001e-14,-999.0
104,02:32:01.592,-01:43:07.559,2.55e+20,0.055,+0.18/-0.15,2.37275e-13,2.5294299999999998e-14,9.71023e-15,3.91308e-15,-999.0,1.07816e-13,1.7435299999999997e-14,-999.0,2.1333600000000002e-13,3.18488e-14,-999.0
105,02:31:01.909,-01:46:56.321,2.48e+20,0.65,+0.16/-0.13,1.9022e-13,1.6524900000000003e-14,8.987949999999999e-14,1.2701100000000001e-14,-999.0,1.15823e-13,1.80336e-14,-999.0,1.81175e-13,2.82089e-14,-999.0
106,02:31:44.719,-01:10:28.797,2.56e+20,-0.114,+0.47/-0.29,8.745269999999999e-14,1.9903299999999998e-14,2.2974000000000002e-15,2.24745e-15,-999.0,3.14779e-14,1.15476e-14,-999.0,7.748760000000001e-14,2.36933e-14,-999.0
107,02:31:40.983,-01:10:02.886,2.55e+20,0.22,+0.22/-0.18,1.83858e-13,2.36984e-14,3.05327e-14,8.05372e-15,-999.0,7.139960000000001e-14,1.6194999999999998e-14,-999.0,1.6834900000000001e-13,3.23494e-14,-999.0
108,02:31:50.534,-01:08:24.109,2.56e+20,0.8,-999/-999,2.63914e-14,6.957040000000001e-15,1.14264e-14,5.7912e-15,-999.0,5.61528e-15,4.8014699999999995e-15,-999.0,5.983849999999999e-14,1.94973e-14,-999.0
109,02:32:08.902,-01:11:42.366,2.6e+20,0.8,-999/-999,2.15665e-14,6.20945e-15,3.2140100000000003e-14,9.55778e-15,-999.0,4.5843e-15,-1.44998e-11,1.46167e-11,4.7955100000000005e-15,5.60724e-15,-999.0
110,02:32:10.541,-01:10:33.722,2.6e+20,0.8,-999/-999,1.4107599999999999e-14,5.30075e-15,9.96705e-15,5.66244e-15,-999.0,7.3278e-15,5.80914e-15,-999.0,1.6724799999999998e-14,1.08967e-14,-999.0
111,02:31:53.429,-01:06:24.987,2.55e+20,0.8,-999/-999,1.45793e-14,5.29165e-15,2.89211e-15,2.9784400000000003e-15,-999.0,2.98493e-14,1.15831e-14,-999.0,1.73157e-14,-1.88345e-11,4.4396e-11
112,02:31:34.055,-01:15:32.351,2.57e+20,0.8,-999/-999,2.88075e-14,7.1111e-15,3.42991e-14,9.81657e-15,-999.0,1.68407e-14,8.31594e-15,-999.0,3.4180199999999995e-14,-2.52877e-11,8.88168e-11
113,02:31:46.713,-01:05:07.536,2.53e+20,0.8,-999/-999,1.46789e-14,5.2878e-15,4.6499200000000004e-15,3.7616e-15,-999.0,1.37412e-14,7.83092e-15,-999.0,2.09238e-14,1.19242e-14,-999.0
114,02:31:31.658,-01:16:15.287,2.57e+20,0.8,-999/-999,1.80047e-14,5.9007e-15,1.7137599999999997e-14,7.26335e-15,-999.0,1.6833599999999998e-14,8.72997e-15,-999.0,2.5616300000000003e-14,-2.09842e-11,7.09888e-11
115,02:32:18.303,-01:09:48.179,2.52e+20,0.8,-999/-999,1.43358e-14,5.28605e-15,1.3620500000000001e-14,-8.36657e-12,2.25086e-11,9.59126e-15,6.73369e-15,-999.0,3.65258e-14,1.62056e-14,-999.0
116,02:32:05.040,-01:05:12.319,2.46e+20,1.04,+0.23/-0.18,8.86729e-14,9.74428e-15,9.3974e-14,1.58447e-14,-999.0,9.55043e-14,1.88932e-14,-999.0,8.76886e-14,2.15172e-14,-999.0
117,02:31:38.614,-01:05:00.004,2.52e+20,0.8,-999/-999,1.60092e-14,5.58811e-15,1.08715e-14,5.75396e-15,-999.0,1.07124e-14,6.97771e-15,-999.0,1.6313299999999998e-14,1.0626e-14,-999.0
118,02:32:20.403,-01:07:04.083,2.5e+20,0.8,-999/-999,2.19136e-14,6.4895600000000005e-15,2.31298e-14,8.27923e-15,-999.0,1.71203e-14,8.850109999999999e-15,-999.0,2.2355200000000002e-14,-2.31361e-11,3.95619e-11
119,02:31:15.044,-01:10:03.495,2.52e+20,0.8,-999/-999,2.23826e-14,6.64532e-15,1.18213e-14,6.05781e-15,-999.0,2.32956e-14,1.0443600000000001e-14,-999.0,1.77351e-14,1.1363799999999999e-14,-999.0
120,02:32:03.627,-01:01:53.914,2.43e+20,0.8,-999/-999,3.5589999999999997e-14,8.28025e-15,3.37098e-14,1.0063e-14,-999.0,3.34097e-14,1.23401e-14,-999.0,2.82815e-14,-2.95846e-11,3.56373e-11
121,02:31:57.350,-01:21:09.579,2.62e+20,0.8,-999/-999,4.04362e-14,8.94204e-15,4.2897e-14,1.2234899999999998e-14,-999.0,2.09899e-14,1.02365e-14,-999.0,1.59656e-14,1.1123100000000001e-14,-999.0
122,02:32:08.714,-01:02:02.911,2.43e+20,0.8,-999/-999,3.14951e-14,7.97915e-15,4.96976e-14,1.2590700000000002e-14,-999.0,1.6424e-14,-1.87062e-11,3.33461e-11,1.25199e-14,-2.8513000000000003e-11,5.08281e-11
123,02:31:40.085,-01:21:30.391,2.6e+20,0.8,-999/-999,3.70144e-14,8.63265e-15,2.94437e-14,9.776860000000001e-15,-999.0,3.46141e-14,1.2864400000000001e-14,-999.0,1.31644e-14,9.59318e-15,-999.0
124,02:31:14.447,-01:06:18.962,2.5e+20,0.8,-999/-999,1.7536900000000003e-14,6.18772e-15,9.25144e-15,5.5489499999999996e-15,-999.0,1.6437900000000003e-14,-1.44826e-11,3.88938e-11,4.17161e-14,1.80307e-14,-999.0
125,02:31:07.156,-01:12:56.160,2.53e+20,0.8,-999/-999,2.1000099999999997e-14,6.7986000000000005e-15,9.50337e-15,5.75614e-15,-999.0,7.01741e-15,5.88557e-15,-999.0,4.27686e-14,1.8257900000000002e-14,-999.0
126,23:38:23.314,-01:42:22.078,3.45e+20,0.233,+0.35/-0.24,9.47552e-13,1.7184400000000001e-13,3.1754000000000003e-13,8.52758e-14,-999.0,1.1706400000000002e-13,6.79367e-14,-999.0,8.680459999999999e-13,2.33115e-13,-999.0
127,23:38:38.572,-01:40:29.553,3.43e+20,0.8,-999/-999,1.27398e-13,4.8298e-14,1.7986e-13,7.450549999999999e-14,-999.0,4.1757199999999996e-14,4.22219e-14,-999.0,1.9853099999999998e-13,-1.6703400000000003e-10,5.07843e-11
128,23:38:36.833,-01:45:55.144,3.44e+20,0.8,-999/-999,1.75331e-13,5.9223e-14,2.88945e-13,9.75992e-14,-999.0,5.74583e-14,-1.35726e-10,5.910300000000001e-11,2.73073e-13,-2.04737e-10,8.91546e-11
129,02:40:37.502,-00:56:37.170,3.02e+20,0.993,+0.46/-0.29,1.11619e-14,2.23098e-15,8.925629999999999e-15,3.03631e-15,-999.0,1.36076e-14,4.43323e-15,-999.0,1.10296e-14,4.62018e-15,-999.0
130,02:40:34.476,-00:57:50.699,3.04e+20,0.8,-999/-999,1.0051899999999999e-14,2.46032e-15,3.61708e-15,1.92986e-15,-999.0,1.16331e-14,4.19559e-15,-999.0,9.78842e-15,4.539e-15,-999.0
131,02:40:43.611,-00:54:39.657,3.02e+20,2.001,+0.35/-0.24,6.20092e-15,6.392699999999999e-16,4.88772e-14,6.48365e-15,-999.0,3.3186300000000005e-14,5.53628e-15,-999.0,6.74598e-15,2.70838e-15,-999.0
132,02:40:50.438,-00:56:11.756,3.02e+20,0.8,-999/-999,6.577079999999999e-15,2.15138e-15,2.90505e-15,1.88032e-15,-999.0,9.69117e-15,3.9846200000000004e-15,-999.0,2.09667e-15,2.3645499999999997e-15,-999.0
133,02:40:51.102,-00:55:41.307,3.02e+20,0.8,-999/-999,6.5509500000000005e-15,2.15138e-15,4.71076e-15,2.41059e-15,-999.0,3.3705599999999997e-15,2.4139e-15,-999.0,7.659050000000001e-15,4.52752e-15,-999.0
134,02:40:24.143,-00:52:36.509,3.03e+20,0.7340000000000001,+0.48/-0.30,1.29631e-14,2.8512399999999998e-15,5.58335e-15,2.24758e-15,-999.0,1.13875e-14,3.9782899999999994e-15,-999.0,1.24711e-14,5.02024e-15,-999.0
135,02:40:53.679,-00:51:50.234,3.02e+20,0.8,-999/-999,9.238639999999999e-15,2.45872e-15,3.98698e-15,2.15566e-15,-999.0,8.556270000000001e-15,3.5577e-15,-999.0,1.0801399999999999e-14,5.03039e-15,-999.0
136,02:40:12.900,-00:53:49.332,3.06e+20,0.8,-999/-999,5.36118e-15,2.0004400000000002e-15,4.34612e-15,2.3167600000000002e-15,-999.0,3.10024e-15,2.20327e-15,-999.0,4.69495e-15,3.3366e-15,-999.0
137,02:40:09.911,-00:56:46.807,3.06e+20,0.8,-999/-999,6.7014700000000004e-15,2.0004400000000002e-15,2.9639399999999998e-15,1.78385e-15,-999.0,2.8194000000000004e-15,2.0128399999999998e-15,-999.0,1.2807399999999999e-14,5.25554e-15,-999.0
138,02:40:07.074,-00:57:17.648,3.06e+20,0.8,-999/-999,5.862830000000001e-15,2.0004400000000002e-15,2.19402e-15,1.55108e-15,-999.0,6.25743e-15,3.21877e-15,-999.0,6.3174300000000006e-15,3.96079e-15,-999.0
139,02:40:27.728,-01:03:34.804,3.04e+20,0.8,-999/-999,1.44713e-14,2.76786e-15,9.65052e-15,2.8821999999999998e-15,-999.0,1.3786000000000001e-14,4.1173e-15,-999.0,8.94757e-15,4.15792e-15,-999.0
140,02:40:17.169,-00:50:30.296,3.06e+20,1.4609999999999999,+0.17/-0.14,2.99423e-14,2.20206e-15,7.64378e-14,7.86974e-15,-999.0,6.22411e-14,7.765089999999999e-15,-999.0,3.0835400000000006e-14,6.19429e-15,-999.0
141,02:40:48.321,-00:48:51.687,3.02e+20,0.8,-999/-999,1.2812999999999999e-14,2.76606e-15,8.73256e-15,2.87769e-15,-999.0,1.24911e-14,4.1162599999999996e-15,-999.0,7.0985e-15,3.811199999999999e-15,-999.0
145,02:40:08.311,-00:51:33.996,3.06e+20,0.527,+0.26/-0.20,3.7567900000000004e-14,5.20872e-15,1.57447e-14,3.603009999999999e-15,-999.0,1.62384e-14,4.3631999999999996e-15,-999.0,3.54161e-14,8.461799999999999e-15,-999.0
143,02:41:05.083,-00:51:33.181,3.01e+20,0.9990000000000001,+0.35/-0.25,1.6081e-14,2.55992e-15,1.3811700000000002e-14,3.57174e-15,-999.0,1.8701400000000002e-14,4.83621e-15,-999.0,1.59033e-14,5.4489100000000004e-15,-999.0
144,02:40:36.832,-00:47:40.082,3.03e+20,0.381,+0.42/-0.27,2.3569e-14,4.8638100000000004e-15,4.16913e-15,1.84406e-15,-999.0,1.3523599999999999e-14,4.48339e-15,-999.0,2.19315e-14,7.27081e-15,-999.0
146,02:40:47.288,-01:05:30.635,3.02e+20,-0.615,+0.18/-0.15,2.34197e-13,2.23318e-14,8.11952e-15,2.23114e-15,-999.0,2.7802800000000003e-14,6.36802e-15,-999.0,1.97068e-13,2.21172e-14,-999.0
