ID,RA,DEC,NH,ENERGY_SLOPE,ENERGY_SLOPE_ERROR,nufnu_5keV(erg.s-1.cm-2),nufnu_error_5keV(erg.s-1.cm-2),nufnu_0.5keV(erg.s-1.cm-2),nufnu_error_0.5keV(erg.s-1.cm-2),upper_limit_0.5keV(erg.s-1.cm-2),nufnu_1.5keV(erg.s-1.cm-2),nufnu_error_1.5keV(erg.s-1.cm-2),upper_limit_1.5keV(erg.s-1.cm-2),nufnu_4.5keV(erg.s-1.cm-2),nufnu_error_4.5keV(erg.s-1.cm-2),upper_limit_4.5keV(erg.s-1.cm-2)
1044,01:56:04.912,+01:03:24.039,2.56e+20,0.8,-999/-999,1.57743e-14,6.20084e-15,1.0730400000000001e-14,-9.8304e-12,3.9528e-11,1.84628e-14,1.04168e-14,-999.0,2.81041e-14,1.58564e-14,-999.0
1045,01:56:33.672,+00:57:46.794,2.54e+20,0.8,-999/-999,3.32055e-14,8.61498e-15,2.19372e-14,9.15109e-15,-999.0,1.9428e-14,1.0485200000000001e-14,-999.0,3.94356e-14,1.8419799999999997e-14,-999.0
1046,01:55:59.040,+00:58:48.212,2.57e+20,0.8,-999/-999,3.5661400000000003e-14,9.078e-15,4.35464e-15,4.03519e-15,-999.0,5.13111e-14,1.65611e-14,-999.0,3.90546e-14,1.77741e-14,-999.0
1047,01:55:53.899,+01:02:52.735,2.58e+20,0.8,-999/-999,3.15867e-14,8.626949999999999e-15,1.50502e-14,7.54312e-15,-999.0,1.47691e-14,9.06743e-15,-999.0,5.6231899999999996e-14,2.1733299999999998e-14,-999.0
1048,01:56:02.544,+00:57:11.400,2.57e+20,0.8,-999/-999,2.34818e-14,7.4137e-15,4.1408799999999996e-15,3.9223e-15,-999.0,1.8298599999999998e-14,1.0113600000000001e-14,-999.0,4.64174e-14,1.9793900000000002e-14,-999.0
1049,01:56:26.160,+01:11:45.039,2.54e+20,0.8,-999/-999,2.73563e-14,8.16156e-15,1.5779e-14,7.79244e-15,-999.0,2.9106599999999995e-14,1.2734999999999999e-14,-999.0,1.7725e-14,1.2511399999999999e-14,-999.0
1050,01:55:54.847,+01:10:24.373,2.57e+20,0.8,-999/-999,4.29692e-14,1.0439700000000001e-14,6.8214e-15,5.3034e-15,-999.0,4.01996e-14,1.58711e-14,-999.0,7.64826e-14,2.6758099999999996e-14,-999.0
1051,01:56:53.551,+00:54:19.428,2.53e+20,0.8,-999/-999,2.30095e-14,8.00724e-15,1.45915e-14,8.05955e-15,-999.0,2.1554499999999998e-14,1.19055e-14,-999.0,1.6410499999999998e-14,1.2732e-14,-999.0
1052,01:56:50.157,+00:53:05.057,2.53e+20,0.746,+0.32/-0.22,1.03221e-13,1.6240000000000002e-14,5.3771800000000005e-14,1.39333e-14,-999.0,8.065310000000001e-14,2.08987e-14,-999.0,9.92081e-14,2.95658e-14,-999.0
1097,22:54:33.522,+01:00:24.133,5.08e+20,0.8,-999/-999,2.8074099999999998e-14,8.69624e-15,1.98312e-14,9.773600000000001e-15,-999.0,2.49519e-14,1.22973e-14,-999.0,1.8504499999999998e-14,1.27401e-14,-999.0
1055,22:53:59.393,+00:52:38.267,5.22e+20,0.8,-999/-999,4.65117e-14,1.1368399999999999e-14,1.9070400000000002e-14,9.593720000000001e-15,-999.0,4.7583e-14,1.6798300000000002e-14,-999.0,4.70016e-14,2.0217700000000002e-14,-999.0
1099,22:53:51.870,+00:59:25.194,5.21e+20,0.8,-999/-999,3.6469e-14,1.02126e-14,8.09529e-15,6.5277100000000005e-15,-999.0,5.0535400000000006e-14,1.81109e-14,-999.0,2.9942e-14,1.6766700000000002e-14,-999.0
1057,22:54:51.751,+00:46:25.936,5.06e+20,0.294,+0.10/-0.09,1.45812e-12,9.654479999999999e-14,1.58155e-13,-8.36976e-11,4.17854e-11,9.41727e-13,9.043150000000001e-14,-999.0,1.51441e-12,1.45425e-13,-999.0
1102,22:53:35.003,+01:03:41.270,5.23e+20,0.8,-999/-999,2.16066e-13,2.80177e-14,1.53557e-13,3.14553e-14,-999.0,2.8735500000000004e-13,4.90125e-14,-999.0,3.5460100000000005e-13,-9.18414e-11,7.14502e-11
1103,22:53:31.668,+00:48:24.788,5.32e+20,0.314,+0.12/-0.11,1.2771299999999998e-12,9.221119999999999e-14,2.30075e-13,3.73853e-14,-999.0,6.03755e-13,7.26778e-14,-999.0,1.18082e-12,1.30799e-13,-999.0
1100,22:53:48.838,+00:52:49.502,5.25e+20,0.8,-999/-999,1.8684299999999998e-14,7.75077e-15,4.74837e-15,5.1296399999999995e-15,-999.0,2.95572e-14,1.45759e-14,-999.0,8.757009999999999e-15,9.46017e-15,-999.0
1104,01:48:33.809,+01:29:00.908,2.33e+20,1.179,+0.27/-0.20,1.4191300000000001e-13,1.7212e-14,2.33775e-13,3.69039e-14,-999.0,1.4408499999999999e-13,3.4095e-14,-999.0,1.42537e-13,4.1763699999999993e-14,-999.0
1105,01:48:31.803,+01:22:56.674,2.34e+20,0.8,-999/-999,2.88284e-14,1.09551e-14,4.53125e-14,1.72192e-14,-999.0,1.73768e-14,-2.5737e-11,2.91707e-11,1.8554e-14,-3.9267e-11,4.45058e-11
1106,01:49:04.250,+01:24:28.581,2.36e+20,0.8,-999/-999,5.46318e-14,1.45665e-14,1.7197400000000003e-14,1.05679e-14,-999.0,5.136e-14,2.2827900000000002e-14,-999.0,7.83416e-14,3.4820300000000006e-14,-999.0
1107,01:47:56.929,+01:32:10.953,2.31e+20,0.14,+0.16/-0.13,1.2143100000000001e-12,1.09834e-13,8.960110000000001e-14,2.3843700000000002e-14,-999.0,5.72404e-13,7.979639999999999e-14,-999.0,1.1018e-12,1.46617e-13,-999.0
1110,01:22:06.500,-00:40:08.072,3.93e+20,0.8,-999/-999,2.6651999999999998e-14,8.39308e-15,1.92144e-14,9.27281e-15,-999.0,2.59336e-14,1.25155e-14,-999.0,1.29815e-14,1.09789e-14,-999.0
1111,01:21:42.615,-00:45:37.904,4e+20,-0.26899999999999996,+0.38/-0.25,7.63317e-14,2.32435e-14,1.4105100000000001e-14,-1.00135e-11,1.65648e-11,7.89035e-15,6.7291e-15,-999.0,9.505610000000001e-14,3.1004e-14,-999.0
1119,01:17:03.627,+00:00:26.519,3.14e+20,0.838,+0.27/-0.20,7.49419e-13,1.05552e-13,4.74338e-13,1.05973e-13,-999.0,6.65962e-13,1.4878499999999998e-13,-999.0,7.27297e-13,1.88628e-13,-999.0
1120,01:16:59.651,-00:05:38.964,3.14e+20,0.8,-999/-999,8.9062e-14,4.0118e-14,5.3143100000000005e-14,-6.51925e-11,1.6570500000000002e-10,2.0564499999999998e-13,9.263279999999999e-14,-999.0,8.29675e-14,-1.40004e-10,3.5586e-10
1121,22:19:05.545,-01:00:43.016,4.98e+20,0.8,-999/-999,3.4648400000000007e-14,1.12877e-14,1.5239500000000002e-14,9.92565e-15,-999.0,3.85999e-14,1.77523e-14,-999.0,2.86388e-14,1.86528e-14,-999.0
1122,22:19:06.821,-01:06:08.691,5e+20,0.8,-999/-999,2.8056499999999998e-14,1.03125e-14,4.9382099999999994e-14,1.8150900000000002e-14,-999.0,3.12291e-14,-2.29246e-11,2.67418e-11,2.31735e-14,-3.40304e-11,3.96967e-11
1123,22:19:30.706,-00:58:15.699,4.92e+20,0.8,-999/-999,9.24931e-14,1.7963e-14,7.2102e-14,2.04819e-14,-999.0,9.159110000000001e-14,2.6018099999999997e-14,-999.0,3.4020599999999996e-14,1.99215e-14,-999.0
1124,22:19:02.087,-01:11:26.089,5.01e+20,0.8,-999/-999,3.0422900000000006e-14,1.09706e-14,5.3569900000000005e-14,1.93174e-14,-999.0,3.00786e-14,-2.43813e-11,2.67928e-11,1.11598e-14,-3.61884e-11,3.97677e-11
1125,22:19:37.823,-00:59:32.975,4.91e+20,0.515,+0.34/-0.24,1.70209e-13,2.99624e-14,4.92909e-14,1.69996e-14,-999.0,1.0298900000000001e-13,2.90004e-14,-999.0,1.6064600000000002e-13,4.52361e-14,-999.0
1126,22:18:33.173,-00:58:13.890,5.05e+20,0.8,-999/-999,2.60829e-14,1.0492200000000001e-14,3.834e-14,1.68222e-14,-999.0,9.66521e-15,9.75268e-15,-999.0,3.22702e-14,-3.45736e-11,5.95333e-11
1127,22:18:29.654,-01:07:22.109,5.08e+20,0.8,-999/-999,7.130919999999999e-14,1.6408e-14,1.2593e-13,2.8976e-14,-999.0,2.64065e-14,-3.64215e-11,1.60634e-11,8.81422e-14,-5.40209e-11,2.38254e-11
1128,22:18:26.966,-01:08:43.996,5.09e+20,0.8,-999/-999,3.71919e-14,1.24739e-14,4.3814499999999996e-14,1.7789700000000003e-14,-999.0,2.7543400000000002e-14,1.6025e-14,-999.0,4.59538e-14,-4.10545e-11,1.1918399999999998e-10
1129,22:18:46.064,-01:13:49.801,5.05e+20,0.8,-999/-999,4.0542400000000007e-14,1.3934899999999999e-14,7.150430000000001e-14,2.45769e-14,-999.0,3.0048900000000004e-14,-3.09454e-11,4.81803e-11,5.01572e-14,-4.59125e-11,7.14832e-11
1130,22:18:18.419,-01:07:46.028,5.11e+20,0.34299999999999997,+0.22/-0.17,1.2533699999999998e-13,3.0651499999999996e-14,1.1614300000000001e-13,-2.83773e-11,8.53384e-11,5.6544000000000004e-14,-4.14279e-11,1.24585e-10,2.70726e-13,6.62068e-14,-999.0
1131,22:18:14.222,-00:58:49.234,5.09e+20,0.8,-999/-999,5.00925e-14,1.5920600000000002e-14,3.5405300000000004e-14,1.75809e-14,-999.0,2.2256400000000002e-14,1.5693200000000002e-14,-999.0,6.60268e-14,3.278630000000001e-14,-999.0
1134,01:25:28.960,-00:05:54.214,3.14e+20,0.648,+0.12/-0.10,9.83133e-13,6.760800000000001e-14,3.42887e-13,4.5831699999999996e-14,-999.0,7.76479e-13,8.34544e-14,-999.0,9.36646e-13,1.15301e-13,-999.0
1135,01:25:11.830,-00:01:28.435,3.16e+20,0.8,-999/-999,2.8193400000000004e-14,1.1888799999999999e-14,1.2369400000000001e-14,-1.93385e-11,2.76802e-11,3.25295e-14,2.0206200000000002e-14,-999.0,4.921e-14,3.05675e-14,-999.0
1136,01:25:23.359,-00:10:53.572,3.19e+20,0.8,-999/-999,3.22567e-14,1.26739e-14,8.76421e-15,8.53994e-15,-999.0,1.2398700000000002e-14,1.20814e-14,-999.0,7.49944e-14,3.53676e-14,-999.0
1137,01:24:47.386,-00:02:49.459,3.26e+20,0.8,-999/-999,5.6112e-14,1.70412e-14,1.31083e-14,1.0491200000000001e-14,-999.0,1.8460299999999997e-14,1.4774700000000002e-14,-999.0,1.3954500000000001e-13,4.88461e-14,-999.0
1138,01:25:44.339,-00:15:43.126,3.16e+20,0.8,-999/-999,4.13174e-14,1.5440000000000002e-14,3.84406e-14,1.91549e-14,-999.0,4.0875599999999995e-14,2.37592e-14,-999.0,1.03078e-13,-5.38571e-11,5.09082e-11
1139,03:01:02.730,-00:35:04.206,7.28e+20,0.8,-999/-999,2.26449e-14,6.62948e-15,7.96224e-15,5.38235e-15,-999.0,1.76702e-14,8.531990000000001e-15,-999.0,3.2031400000000004e-14,1.40216e-14,-999.0
1140,03:00:54.272,-00:34:03.230,7.29e+20,0.8,-999/-999,2.69094e-14,7.15491e-15,5.78086e-15,4.61321e-15,-999.0,2.5647399999999998e-14,1.02283e-14,-999.0,3.71864e-14,1.4830100000000002e-14,-999.0
1141,03:00:55.954,-00:30:48.123,7.29e+20,0.8,-999/-999,3.5704699999999995e-14,8.027460000000001e-15,1.3802500000000001e-14,6.93501e-15,-999.0,3.06174e-14,1.0988e-14,-999.0,4.43926e-14,1.59316e-14,-999.0
1142,03:00:45.161,-00:34:57.182,7.29e+20,0.8,-999/-999,2.5024700000000003e-14,6.805889999999999e-15,4.03277e-15,3.68517e-15,-999.0,1.78892e-14,8.46554e-15,-999.0,4.54019e-14,1.60836e-14,-999.0
1143,03:01:03.009,-00:29:14.025,7.29e+20,0.8,-999/-999,2.6804700000000003e-14,7.15491e-15,2.35554e-14,9.425539999999999e-15,-999.0,1.04528e-14,6.6728800000000005e-15,-999.0,3.03113e-14,1.3543999999999999e-14,-999.0
1144,03:01:25.261,-00:36:08.743,7.26e+20,0.8,-999/-999,2.06977e-14,6.4516900000000005e-15,4.4422600000000005e-15,4.15262e-15,-999.0,1.97386e-14,9.22954e-15,-999.0,2.86281e-14,1.33862e-14,-999.0
1145,03:01:04.425,-00:41:12.260,7.27e+20,0.8,-999/-999,1.74943e-14,5.93028e-15,1.50244e-14,7.70091e-15,-999.0,1.25119e-14,7.29986e-15,-999.0,1.2095e-14,8.76874e-15,-999.0
1146,03:00:58.605,-00:26:19.443,7.3e+20,0.8,-999/-999,1.83986e-14,6.28416e-15,1.7799599999999997e-14,8.486150000000001e-15,-999.0,1.9729400000000002e-14,9.40616e-15,-999.0,1.27086e-14,-1.95133e-11,5.97989e-11
1147,03:00:45.864,-00:41:38.896,7.29e+20,0.8,-999/-999,1.869e-14,6.28236e-15,1.35494e-14,7.414220000000001e-15,-999.0,1.50261e-14,8.22227e-15,-999.0,1.45262e-14,9.59912e-15,-999.0
1148,03:01:26.663,-00:29:00.785,7.23e+20,0.8,-999/-999,2.30694e-14,6.795359999999999e-15,2.5437599999999997e-14,9.952509999999999e-15,-999.0,7.07589e-15,5.4004199999999995e-15,-999.0,2.05312e-14,1.13616e-14,-999.0
1149,03:00:41.244,-00:27:43.938,7.29e+20,0.8,-999/-999,2.99459e-14,7.67844e-15,1.57936e-14,7.75844e-15,-999.0,4.0868099999999995e-14,1.32709e-14,-999.0,8.46503e-15,7.12473e-15,-999.0
1150,03:01:34.229,-00:38:16.058,7.24e+20,0.8,-999/-999,2.51835e-14,7.31976e-15,6.94563e-15,5.24706e-15,-999.0,2.3171200000000002e-14,1.0323200000000002e-14,-999.0,3.3613499999999996e-14,1.49755e-14,-999.0
1151,03:00:46.144,-00:25:14.486,7.29e+20,0.8,-999/-999,1.69362e-14,6.10785e-15,2.1830900000000002e-14,9.72589e-15,-999.0,1.55688e-14,-1.30875e-11,4.12798e-11,1.75487e-14,1.1172799999999999e-14,-999.0
1152,03:01:03.038,-00:44:32.218,7.25e+20,1.565,+0.48/-0.30,2.73286e-14,4.5674500000000005e-15,5.334930000000001e-14,1.69093e-14,-999.0,9.293430000000001e-14,2.0837900000000002e-14,-999.0,2.8420799999999998e-14,1.27461e-14,-999.0
1153,03:00:52.764,-00:22:22.011,7.3e+20,0.8,-999/-999,3.24158e-14,9.25168e-15,1.04481e-14,7.24345e-15,-999.0,4.6300900000000004e-14,1.6297e-14,-999.0,1.67893e-14,1.1639600000000001e-14,-999.0
1154,03:00:18.753,-00:27:54.775,7.29e+20,0.402,+0.40/-0.27,1.0092999999999999e-13,1.96884e-14,4.77337e-14,1.41873e-14,-999.0,2.02984e-14,1.0462899999999999e-14,-999.0,9.43584e-14,2.8045099999999997e-14,-999.0
1176,01:22:27.345,+00:37:21.592,3.28e+20,0.8,-999/-999,2.52218e-14,6.6658600000000006e-15,4.128349999999999e-15,3.49146e-15,-999.0,2.32222e-14,9.51442e-15,-999.0,4.38593e-14,1.6230200000000002e-14,-999.0
1177,01:22:06.318,+00:37:42.270,3.29e+20,0.8,-999/-999,2.45026e-14,6.66844e-15,4.4564700000000004e-15,3.6388199999999994e-15,-999.0,1.8791800000000002e-14,9.026510000000001e-15,-999.0,4.73166e-14,1.72766e-14,-999.0
1178,01:22:04.864,+00:41:38.944,3.27e+20,0.389,+0.43/-0.28,6.12942e-14,1.3014199999999999e-14,1.84762e-14,6.72493e-15,-999.0,2.35778e-14,9.60848e-15,-999.0,5.71547e-14,1.91368e-14,-999.0
1179,01:22:39.066,+00:36:45.826,3.28e+20,0.8,-999/-999,1.25256e-14,4.96064e-15,2.56277e-15,2.8799499999999998e-15,-999.0,7.208979999999999e-15,5.71008e-15,-999.0,2.7235500000000002e-14,1.36366e-14,-999.0
1180,01:22:02.826,+00:37:25.179,3.29e+20,0.8,-999/-999,2.40839e-14,6.51336e-15,3.94353e-14,1.06651e-14,-999.0,1.3862799999999998e-14,-1.49764e-11,2.95173e-11,5.2363699999999994e-14,-2.26257e-11,4.45935e-11
1181,01:22:50.207,+00:42:42.023,3.24e+20,1.665,+0.04/-0.03,1.4467299999999998e-12,2.2066e-14,5.02433e-12,1.12233e-13,-999.0,4.9294800000000005e-12,1.16932e-13,-999.0,1.5199399999999999e-12,7.08192e-14,-999.0
1182,01:21:53.488,+00:42:41.252,3.27e+20,0.8,-999/-999,2.64379e-14,6.973650000000001e-15,1.5725200000000002e-14,6.90163e-15,-999.0,2.7664999999999998e-14,1.09047e-14,-999.0,1.67209e-14,1.04822e-14,-999.0
1183,01:22:19.316,+00:31:18.326,3.31e+20,0.8,-999/-999,1.61853e-14,5.74166e-15,5.30257e-15,4.2446e-15,-999.0,2.23303e-14,1.0099500000000001e-14,-999.0,1.1243200000000001e-14,8.99992e-15,-999.0
1184,01:22:30.825,+00:48:09.950,3.22e+20,0.35600000000000004,+0.38/-0.25,7.48922e-14,1.50577e-14,8.8168e-15,4.60909e-15,-999.0,4.75138e-14,1.3752799999999999e-14,-999.0,6.939049999999999e-14,2.10985e-14,-999.0
1185,01:22:37.058,+00:48:14.946,3.22e+20,0.8,-999/-999,1.94625e-14,6.188399999999999e-15,1.3616e-14,6.5188299999999995e-15,-999.0,1.2816899999999999e-14,7.59244e-15,-999.0,1.93774e-14,1.1478700000000001e-14,-999.0
1186,01:22:44.736,+00:31:57.514,3.29e+20,0.8,-999/-999,4.0150199999999994e-14,8.83956e-15,4.92878e-14,1.25949e-14,-999.0,2.3099900000000003e-14,1.03043e-14,-999.0,3.9875300000000003e-14,-3.07032e-11,2.97326e-11
1187,01:22:20.171,+00:49:26.190,3.22e+20,0.8,-999/-999,1.8688999999999997e-14,6.188399999999999e-15,1.3075499999999999e-14,6.5188299999999995e-15,-999.0,1.8462200000000002e-14,9.20436e-15,-999.0,9.3059e-15,8.00113e-15,-999.0
1188,01:22:34.945,+00:49:02.092,3.22e+20,0.8,-999/-999,1.84105e-14,6.188399999999999e-15,2.00364e-14,8.17064e-15,-999.0,1.41507e-14,8.18086e-15,-999.0,9.171110000000001e-15,-2.15448e-11,3.9515e-11
1189,01:23:08.988,+00:33:09.108,3.28e+20,1.347,+0.10/-0.09,4.21195e-13,2.0687400000000002e-14,5.260430000000001e-13,4.6028699999999995e-14,-999.0,1.1156600000000001e-12,7.55081e-14,-999.0,4.2921899999999994e-13,5.30356e-14,-999.0
1205,01:12:03.263,-00:43:49.476,3.61e+20,0.617,+0.11/-0.10,2.03308e-12,1.30528e-13,8.5628e-13,9.641889999999999e-14,-999.0,1.24611e-12,1.4031500000000002e-13,-999.0,1.9374700000000002e-12,2.1816300000000002e-13,-999.0
1206,01:12:48.577,-00:17:25.607,2.95e+20,1.002,+0.17/-0.14,1.7520399999999999e-13,1.5024100000000002e-14,1.88326e-13,2.29859e-14,-999.0,1.54674e-13,2.5258599999999998e-14,-999.0,1.73491e-13,3.22693e-14,-999.0
1221,01:12:59.902,-00:15:10.751,2.95e+20,0.8,-999/-999,2.80692e-14,7.511700000000001e-15,2.5876999999999997e-14,9.257330000000001e-15,-999.0,1.85952e-14,9.185600000000002e-15,-999.0,1.4093000000000001e-14,1.00834e-14,-999.0
1222,01:12:54.393,-00:20:01.049,2.95e+20,0.8,-999/-999,2.1707299999999997e-14,6.8984999999999996e-15,5.0046999999999995e-15,4.3095300000000004e-15,-999.0,2.87619e-14,1.21254e-14,-999.0,2.18051e-14,1.2907399999999998e-14,-999.0
1223,01:13:06.775,-00:15:12.179,2.95e+20,0.8,-999/-999,2.848309999999999e-14,7.665000000000001e-15,1.14913e-14,6.10064e-15,-999.0,2.20184e-14,1.02272e-14,-999.0,4.1734699999999996e-14,1.73482e-14,-999.0
1224,01:12:57.311,-00:20:41.418,2.95e+20,0.8,-999/-999,3.4737800000000004e-14,8.5848e-15,7.00608e-15,4.99728e-15,-999.0,6.03961e-14,1.72977e-14,-999.0,1.52625e-14,1.08864e-14,-999.0
1225,01:12:30.281,-00:14:28.962,2.94e+20,0.8,-999/-999,1.6964799999999998e-14,5.97675e-15,1.7106200000000002e-14,7.63106e-15,-999.0,1.47579e-14,8.470140000000001e-15,-999.0,7.453399999999999e-15,-2.09967e-11,4.45156e-11
1226,01:12:22.767,-00:16:32.326,2.94e+20,0.066,+0.33/-0.23,4.27871e-14,1.47059e-14,1.58262e-14,-8.695369999999999e-12,4.57149e-11,1.7135299999999997e-14,-1.56918e-11,8.24978e-11,7.71229e-14,2.6507e-14,-999.0
1213,01:12:22.176,-00:14:38.684,2.94e+20,0.8,-999/-999,1.7899599999999998e-14,6.743000000000001e-15,4.1233000000000006e-15,4.16285e-15,-999.0,5.92874e-15,5.98561e-15,-999.0,4.4941399999999996e-14,2.01991e-14,-999.0
1228,01:12:42.948,-00:23:44.816,3.03e+20,0.8,-999/-999,3.10514e-14,8.30088e-15,6.28523e-15,4.76931e-15,-999.0,3.593780000000001e-14,1.3635e-14,-999.0,4.08239e-14,1.7840900000000002e-14,-999.0
1229,01:13:07.118,-00:23:26.428,2.95e+20,0.8,-999/-999,6.33589e-14,1.11909e-14,5.41289e-14,1.3613900000000001e-14,-999.0,6.91409e-14,1.83641e-14,-999.0,8.35341e-14,-3.93042e-11,2.09536e-11
1230,01:12:54.511,-00:08:01.480,2.94e+20,0.8,-999/-999,2.09033e-14,7.049500000000001e-15,2.69695e-14,1.0234100000000001e-14,-999.0,9.6964e-15,7.240309999999999e-15,-999.0,2.7560900000000003e-14,-2.47638e-11,7.13004e-11
1231,01:13:29.409,-00:19:55.151,2.95e+20,0.713,+0.45/-0.29,5.23466e-14,1.1518000000000001e-14,2.95937e-14,9.91561e-15,-999.0,3.26988e-14,1.26478e-14,-999.0,5.0357599999999996e-14,1.9478099999999998e-14,-999.0
1232,01:13:26.660,-00:25:59.125,2.95e+20,0.598,+0.32/-0.23,1.16957e-13,1.9867e-14,2.32481e-14,9.31016e-15,-999.0,1.06304e-13,2.47682e-14,-999.0,1.1128699999999998e-13,3.15993e-14,-999.0
1233,01:12:51.432,-00:29:20.696,3.11e+20,0.767,+0.41/-0.27,4.36257e-14,1.1594899999999999e-14,3.85065e-14,1.30892e-14,-999.0,4.83554e-14,-2.56884e-11,3.36952e-11,6.31352e-14,2.4699400000000002e-14,-999.0
1257,01:12:39.677,+00:19:41.187,2.92e+20,0.831,+0.15/-0.13,1.2096900000000002e-13,1.01333e-14,9.15666e-14,1.14887e-14,-999.0,8.343989999999999e-14,1.30619e-14,-999.0,1.1741400000000001e-13,1.88547e-14,-999.0
1260,01:12:36.078,+00:12:19.726,2.93e+20,0.289,+0.43/-0.28,4.4405400000000005e-14,9.57984e-15,1.48368e-14,4.9001999999999994e-15,-999.0,8.30596e-15,4.730449999999999e-15,-999.0,4.09522e-14,1.3525399999999998e-14,-999.0
1258,01:12:14.533,+00:17:14.937,2.92e+20,0.8,-999/-999,2.1946400000000002e-14,5.05395e-15,4.4253e-15,2.90989e-15,-999.0,6.37143e-15,4.18958e-15,-999.0,5.79328e-14,1.56661e-14,-999.0
1267,01:13:04.724,+00:14:43.900,2.93e+20,0.8,-999/-999,1.06811e-14,3.8299999999999995e-15,2.8702600000000002e-15,2.54173e-15,-999.0,1.65185e-14,7.31748e-15,-999.0,6.26225e-15,5.54549e-15,-999.0
1265,01:13:03.914,+00:19:15.582,2.92e+20,-0.105,+0.26/-0.20,1.46719e-13,2.1075599999999997e-14,5.94711e-15,3.00017e-15,-999.0,4.93027e-14,1.1720200000000001e-14,-999.0,1.30188e-13,2.50407e-14,-999.0
1262,01:12:48.840,+00:23:07.911,2.91e+20,0.738,+0.38/-0.25,3.52344e-14,6.4818e-15,1.72113e-14,5.4668e-15,-999.0,2.8403300000000003e-14,8.44279e-15,-999.0,3.38783e-14,1.1327500000000001e-14,-999.0
1253,01:13:02.960,+00:21:03.868,2.92e+20,0.8,-999/-999,1.1106399999999999e-14,4.7476500000000005e-15,8.951799999999998e-15,5.4002e-15,-999.0,1.28885e-14,7.77506e-15,-999.0,7.10822e-15,-1.6690000000000003e-11,5.94957e-11
1270,01:13:15.688,+00:14:02.488,2.93e+20,0.8,-999/-999,2.6243200000000002e-14,6.128e-15,8.46256e-15,4.4363e-15,-999.0,3.04427e-14,1.0153499999999999e-14,-999.0,2.77005e-14,1.1877799999999999e-14,-999.0
1255,01:11:53.209,+00:13:30.279,2.92e+20,0.289,+0.16/-0.14,4.25367e-13,3.9438e-14,9.479700000000001e-14,1.6179399999999998e-14,-999.0,1.59276e-13,2.71842e-14,-999.0,3.92655e-13,5.80976e-14,-999.0
1271,01:12:54.739,+00:03:15.059,2.93e+20,1.011,+0.03/-0.03,5.1993099999999996e-12,9.003630000000001e-14,5.21541e-12,1.34654e-13,-999.0,5.30738e-12,1.6026800000000001e-13,-999.0,5.1496e-12,1.91256e-13,-999.0
1259,01:12:42.377,+00:21:13.095,2.92e+20,0.8,-999/-999,9.94403e-15,3.52245e-15,5.34097e-15,3.3270000000000002e-15,-999.0,1.0251799999999998e-14,5.35512e-15,-999.0,7.77647e-15,5.9819e-15,-999.0
1261,01:12:39.851,+00:24:16.376,2.91e+20,0.8,-999/-999,1.23835e-14,3.98034e-15,1.24666e-14,5.06311e-15,-999.0,3.59218e-15,3.16048e-15,-999.0,1.0896600000000001e-14,7.0057e-15,-999.0
1263,01:12:52.011,+00:23:40.818,2.91e+20,0.8,-999/-999,1.5109999999999998e-14,4.4396099999999996e-15,1.10634e-14,4.81895e-15,-999.0,9.564950000000001e-15,5.37584e-15,-999.0,1.45072e-14,8.15356e-15,-999.0
1264,01:12:48.149,+00:24:44.410,2.91e+20,0.8,-999/-999,9.543630000000001e-15,3.67416e-15,6.9867400000000004e-15,-5.91395e-12,2.71775e-11,7.383339999999999e-15,4.76471e-15,-999.0,2.2396700000000002e-14,1.02714e-14,-999.0
1266,01:11:58.839,+00:22:27.740,2.91e+20,0.8,-999/-999,1.7375700000000002e-14,4.74579e-15,1.86519e-14,6.20249e-15,-999.0,1.3434299999999998e-14,6.44177e-15,-999.0,3.39615e-14,-1.66897e-11,5.94946e-11
1269,01:12:23.422,+00:06:16.998,2.93e+20,0.456,+0.32/-0.23,7.701060000000001e-14,1.29173e-14,9.38589e-15,4.52007e-15,-999.0,5.980549999999999e-14,1.4150399999999999e-14,-999.0,7.207060000000001e-14,1.98341e-14,-999.0
1279,01:10:59.339,+00:26:02.629,2.89e+20,0.8,-999/-999,3.12712e-14,9.1794e-15,0.0,-1.47596e-11,1.62814e-11,2.9049900000000005e-14,1.3541e-14,-999.0,6.61206e-14,2.49232e-14,-999.0
1280,01:11:19.851,+00:26:51.789,2.89e+20,0.8,-999/-999,3.72225e-14,9.63837e-15,4.99375e-14,1.4220400000000002e-14,-999.0,7.20386e-15,6.3939599999999995e-15,-999.0,1.0928499999999999e-14,9.699840000000001e-15,-999.0
1281,01:11:14.187,+00:19:56.432,2.9e+20,0.8,-999/-999,2.75472e-14,8.57024e-15,1.10943e-14,6.8285799999999994e-15,-999.0,3.9967900000000005e-14,1.57065e-14,-999.0,1.21304e-14,1.07994e-14,-999.0
1282,01:11:30.313,+00:25:06.266,2.89e+20,0.8,-999/-999,2.29485e-14,7.95548e-15,7.3872e-15,5.47145e-15,-999.0,2.6641500000000002e-14,1.25925e-14,-999.0,2.42442e-14,1.47761e-14,-999.0
1283,01:11:16.725,+00:32:53.348,2.87e+20,0.8,-999/-999,2.5683799999999995e-14,8.71416e-15,5.9006399999999996e-15,5.32533e-15,-999.0,2.55594e-14,1.3562799999999999e-14,-999.0,3.87825e-14,2.05794e-14,-999.0
