NAME,ORIG_TARGET_ID,TARGET_ID,RA,DEC,START_TIME,STOP_TIME,ORIG_OBS_SEGM,OBS_SEGMENT,ORIG_OBSID,OBSID,XRT_EXPOSURE,XRT_EXPO_PC,ARCHIVE_DATE,PROCESSING_DA,PROCESSING_DATE,PROCESSING_VE
SAA-COLD-123-00,74887,74887,355.019898,0.0035770000000000008,29/5/2009,29/5/2009,9,9,74887009,74887009,152,0,9/6/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,18/2/2016,3.17.02
SDSSJ020106.17+00340,38117,38117,30.340984,0.549937,5/6/2009,5/6/2009,1,1,38117001,38117001,5101,5064,16/6/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,18/2/2016,3.17.02
SDSSJ231731.4-001605,37759,37759,349.408029,-0.27915700000000004,9/6/2009,9/6/2009,3,3,37759003,37759003,3301,3264,20/6/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,18/2/2016,3.17.02
SDSSJ002806.5+010112,37749,37749,7.076914,1.002516,9/6/2009,9/6/2009,3,3,37749003,37749003,2143,2127,20/6/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,18/2/2016,3.17.02
J022509.75+001456.1,39217,39217,36.343451,0.249445,14/6/2009,14/6/2009,1,1,39217001,39217001,3323,3323,25/6/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,22/2/2016,3.17.02
SAA-COLD-198-04,74989,74989,40.021192,0.016037,14/6/2009,14/6/2009,5,5,74989005,74989005,143,135,25/6/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,18/2/2016,3.17.02
SAA-COLD-170-00,74795,74795,45.00097,-0.0201,20/6/2009,20/6/2009,12,12,74795012,74795012,88,67,1/7/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,19/2/2016,3.17.02
SAA-COLD-174-01,75011,75011,49.979418,0.022646,23/6/2009,23/6/2009,13,13,75011013,75011013,92,92,4/7/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,19/2/2016,3.17.02
SAA-COLD-174-01,75011,75011,49.984824,0.009238,24/6/2009,24/6/2009,14,14,75011014,75011014,0,0,5/7/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,19/2/2016,3.17.02
SDSSJ031757.07-001008.7,36969,36969,49.550536,-0.186595,24/6/2009,24/6/2009,3,3,36969003,36969003,1042,1042,5/7/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,19/2/2016,3.17.02
SAA-COLD-174-01,75011,75011,50.03717,-0.009801,28/6/2009,28/6/2009,16,16,75011016,75011016,84,39,9/7/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,19/2/2016,3.17.02
SAA-COLD-180-04,75023,75023,55.045307,-0.00589,28/6/2009,28/6/2009,7,7,75023007,75023007,140,0,9/7/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,19/2/2016,3.17.02
SAA-COLD-174-01,75011,75011,49.978861,0.007573999999999998,29/6/2009,29/6/2009,17,17,75011017,75011017,33,20,10/7/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,19/2/2016,3.17.02
SDSSJ032213+005513,90103,90103,50.613992,0.921221,30/6/2009,30/6/2009,1,1,90103001,90103001,4214,4214,11/7/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,19/2/2016,3.17.02
SDSSJ032213+005513,90103,90103,50.593199,0.924356,1/7/2009,2/7/2009,2,2,90103002,90103002,7621,7621,12/7/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,7/4/2016,3.17.03
SAA-COLD-184-06,74146,74146,59.989402,-0.031330000000000004,3/7/2009,3/7/2009,9,9,74146009,74146009,387,378,14/7/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,7/4/2016,3.17.03
SAA-COLD-194-04,74977,74977,34.974203,0.008186,4/7/2009,4/7/2009,2,2,74977002,74977002,120,117,15/7/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,7/4/2016,3.17.03
SAA-COLD-184-06,74146,74146,59.980361,-0.047404,4/7/2009,4/7/2009,10,10,74146010,74146010,158,152,15/7/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,7/4/2016,3.17.03
SAA-COLD-198-04,74989,74989,40.037544,-0.004414,5/7/2009,5/7/2009,6,6,74989006,74989006,41,30,16/7/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,7/4/2016,3.17.03
SAA-COLD-189-4,74748,74748,25.000129,-0.003252,10/7/2009,10/7/2009,2,2,74748002,74748002,89,77,21/7/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,7/4/2016,3.17.03
NON-SCIENCEDATA,68516,68516,1e-05,-0.0,12/7/2009,12/7/2009,54,54,68516054,68516054,0,0,19/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,13/7/2009,3.12.9
SAA-COLD-142-0,74500,74500,1e-05,-0.0,12/7/2009,12/7/2009,30,30,74500030,74500030,0,0,19/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,13/7/2009,3.12.9
SAA-COLD-138-10,74234,74234,1e-05,-0.0,13/7/2009,13/7/2009,12,12,74234012,74234012,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,13/7/2009,3.12.9
SN2009DD,31401,31401,1e-05,-0.0,13/7/2009,13/7/2009,10,10,31401010,31401010,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
SAA-COLD-192-10,74909,74909,1e-05,-0.0,13/7/2009,13/7/2009,8,8,74909008,74909008,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,13/7/2009,3.12.9
HOLMBERGIXX-1,90008,90008,1e-05,-0.0,13/7/2009,13/7/2009,80,80,90008080,90008080,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,13/7/2009,3.12.9
SBS1646+499,39192,39192,1e-05,-0.0,13/7/2009,13/7/2009,2,2,39192002,39192002,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,13/7/2009,3.12.9
SAA-COLD-194-12,74214,74214,1e-05,-0.0,13/7/2009,13/7/2009,7,7,74214007,74214007,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,13/7/2009,3.12.9
UGO0119,90265,90265,1e-05,-0.0,13/7/2009,13/7/2009,2,2,90265002,90265002,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,13/7/2009,3.12.9
SAA-COLD-161-1,74977,74977,1e-05,-0.0,13/7/2009,13/7/2009,3,3,74977003,74977003,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,13/7/2009,3.12.9
B31635+458,38310,38310,1e-05,-0.0,13/7/2009,13/7/2009,1,1,38310001,38310001,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,13/7/2009,3.12.9
CRATESJ2132+6853,39491,39491,1e-05,-0.0,13/7/2009,13/7/2009,1,1,39491001,39491001,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
B31642+458,38311,38311,1e-05,-0.0,13/7/2009,13/7/2009,1,1,38311001,38311001,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,13/7/2009,3.12.9
SWIFTJ1926.9+4140,39097,39097,1e-05,-0.0,13/7/2009,13/7/2009,4,4,39097004,39097004,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,13/7/2009,3.12.9
GAL.CENTER,35650,35650,1e-05,-0.0,13/7/2009,13/7/2009,204,204,35650204,35650204,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
IGRJ17391-3021,30987,30987,1e-05,-0.0,13/7/2009,13/7/2009,153,153,30987153,30987153,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
SAA-COLD-194-14,74192,74192,1e-05,-0.0,13/7/2009,13/7/2009,4,4,74192004,74192004,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
CRATESJ1910+3327,39432,39432,1e-05,-0.0,13/7/2009,13/7/2009,2,2,39432002,39432002,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
MKN501,30793,30793,1e-05,-0.0,13/7/2009,13/7/2009,79,79,30793079,30793079,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
SAA-COLD-147-2,74254,74254,1e-05,-0.0,13/7/2009,13/7/2009,13,13,74254013,74254013,0,0,20/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
SAA-COLD-142-2,74919,74919,1e-05,-0.0,14/7/2009,14/7/2009,13,13,74919013,74919013,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
B22214+24B,39208,39208,1e-05,-0.0,14/7/2009,14/7/2009,1,1,39208001,39208001,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
SGR0418,31422,31422,1e-05,-0.0,14/7/2009,14/7/2009,5,5,31422005,31422005,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
SDSSJ110243.20+385152.5,37500,37500,1e-05,-0.0,14/7/2009,14/7/2009,2,2,37500002,37500002,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
PDS456,90078,90078,1e-05,-0.0,14/7/2009,14/7/2009,9,9,90078009,90078009,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
BLLAC,35028,35028,1e-05,-0.0,14/7/2009,14/7/2009,25,25,35028025,35028025,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
SAA-COLD-140-2,74223,74223,1e-05,-0.0,14/7/2009,14/7/2009,13,13,74223013,74223013,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
H1743-322,31441,31441,1e-05,-0.0,14/7/2009,14/7/2009,4,4,31441004,31441004,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
SAA-COLD-14-8,74229,74229,1e-05,-0.0,14/7/2009,14/7/2009,47,47,74229047,74229047,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
B31722+466,90132,90132,1e-05,-0.0,14/7/2009,14/7/2009,2,2,90132002,90132002,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
SAA-COLD-194-12,74214,74214,1e-05,-0.0,14/7/2009,14/7/2009,8,8,74214008,74214008,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
SWIFTJ1926.9+4140,39097,39097,1e-05,-0.0,14/7/2009,14/7/2009,5,5,39097005,39097005,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
SAA-COLD-176-1,75229,75229,1e-05,-0.0,14/7/2009,14/7/2009,3,3,75229003,75229003,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
SWIFTJ0413.2+1659,90151,90151,1e-05,-0.0,14/7/2009,14/7/2009,1,1,90151001,90151001,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
SWIFTJ1017.0-0404,38052,38052,1e-05,-0.0,14/7/2009,14/7/2009,3,3,38052003,38052003,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
NGC5408X-1,90218,90218,1e-05,-0.0,14/7/2009,14/7/2009,31,31,90218031,90218031,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
IGRJ17544-2619,35056,35056,1e-05,-0.0,14/7/2009,14/7/2009,123,123,35056123,35056123,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
CRATESJ2148-5504,39500,39500,1e-05,-0.0,14/7/2009,14/7/2009,1,1,39500001,39500001,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
CRATESJ1726-5529,39405,39405,1e-05,-0.0,14/7/2009,14/7/2009,1,1,39405001,39405001,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,14/7/2009,3.12.9
V5579SGR,90255,90255,1e-05,-0.0,14/7/2009,14/7/2009,1,1,90255001,90255001,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
CRATESJ0357+2319,39280,39280,1e-05,-0.0,14/7/2009,14/7/2009,1,1,39280001,39280001,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
87GB1105+2612,90119,90119,1e-05,-0.0,14/7/2009,14/7/2009,2,2,90119002,90119002,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
SAA-COLD-148-6,75045,75045,1e-05,-0.0,14/7/2009,14/7/2009,5,5,75045005,75045005,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
SAA-COLD-194-14,75066,75066,1e-05,-0.0,14/7/2009,14/7/2009,3,3,75066003,75066003,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
SAA-COLD-148-1,74000,74000,1e-05,-0.0,14/7/2009,14/7/2009,14,14,74000014,74000014,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
SAA-COLD-144-1,74924,74924,1e-05,-0.0,14/7/2009,14/7/2009,15,15,74924015,74924015,0,0,21/7/2009,HEA_19SEP2007_V6.3.2_SWIFT_REL2.7.2(BLD21.2)_19SEP2007,15/7/2009,3.12.9
SA95SW,54350,54350,58.328176,0.02843,1/8/2009,1/8/2009,25,25,54350025,54350025,4599,4587,12/8/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,8/4/2016,3.17.03
GRB090809A,359530,359530,328.636562,-0.083221,9/8/2009,9/8/2009,0,0,359530000,359530000,6404,6340,20/8/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,8/4/2016,3.17.03
GRB090809A,359530,359530,328.6746080000001,-0.079937,9/8/2009,10/8/2009,1,1,359530001,359530001,4697,4523,20/8/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,8/4/2016,3.17.03
GRB090809A,359530,359530,328.67766,-0.077545,10/8/2009,10/8/2009,2,2,359530002,359530002,5468,5468,21/8/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,8/4/2016,3.17.03
GRB090809A,359530,359530,328.678511,-0.091919,11/8/2009,11/8/2009,3,3,359530003,359530003,10890,10889,22/8/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,8/4/2016,3.17.03
GRB090809A,359530,359530,328.673914,-0.124827,12/8/2009,12/8/2009,4,4,359530004,359530004,8754,8754,23/8/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,8/4/2016,3.17.03
GRB090809A,359530,359530,328.673692,-0.110831,13/8/2009,14/8/2009,5,5,359530005,359530005,1439,1439,24/8/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,8/4/2016,3.17.03
GRB090809A,359530,359530,328.683627,-0.09077,14/8/2009,15/8/2009,6,6,359530006,359530006,8921,8920,25/8/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,8/4/2016,3.17.03
GRB090809A,359530,359530,328.685892,-0.099017,15/8/2009,16/8/2009,7,7,359530007,359530007,7416,7416,26/8/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,8/4/2016,3.17.03
SN2009IG,31473,31473,39.556251,-1.29896,21/8/2009,21/8/2009,1,1,31473001,31473001,1995,1985,1/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.551656,-1.31185,23/8/2009,23/8/2009,2,2,31473002,31473002,2109,2098,3/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.534782,-1.3706,23/8/2009,24/8/2009,3,3,31473003,31473003,1422,1368,3/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.550428,-1.307262,23/8/2009,24/8/2009,4,4,31473004,31473004,13694,13625,3/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.570054,-1.322498,25/8/2009,25/8/2009,5,5,31473005,31473005,2154,2141,5/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.567729,-1.311402,25/8/2009,25/8/2009,6,6,31473006,31473006,263,253,5/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.54633,-1.313385,25/8/2009,25/8/2009,7,7,31473007,31473007,4910,4901,5/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.563949,-1.3209959999999998,26/8/2009,27/8/2009,8,8,31473008,31473008,1875,1875,6/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.543005,-1.316656,27/8/2009,27/8/2009,9,9,31473009,31473009,2134,2134,7/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.551291,-1.3110879999999998,27/8/2009,28/8/2009,10,10,31473010,31473010,15090,15090,7/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.558864,-1.324871,29/8/2009,29/8/2009,11,11,31473011,31473011,2819,2819,9/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SDSSJ011248.61-001724.7,36967,36967,18.216603,-0.307556,29/8/2009,29/8/2009,2,2,36967002,36967002,1985,1985,9/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.57183,-1.320019,31/8/2009,31/8/2009,12,12,31473012,31473012,2557,2557,11/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.547712,-1.317034,1/9/2009,1/9/2009,13,13,31473013,31473013,1183,1183,12/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.550432,-1.310057,1/9/2009,2/9/2009,14,14,31473014,31473014,6016,6016,12/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.563602,-1.30835,2/9/2009,2/9/2009,15,15,31473015,31473015,2043,2043,13/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.540898,-1.308081,3/9/2009,3/9/2009,16,16,31473016,31473016,875,874,14/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.552007,-1.309733,3/9/2009,4/9/2009,17,17,31473017,31473017,14793,14793,14/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.569938,-1.342434,4/9/2009,4/9/2009,18,18,31473018,31473018,2158,2158,15/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.575501,-1.316556,6/9/2009,6/9/2009,19,19,31473019,31473019,2491,2491,17/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.546042,-1.33551,6/9/2009,8/9/2009,20,20,31473020,31473020,2475,2475,17/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.550915,-1.312257,6/9/2009,8/9/2009,21,21,31473021,31473021,19512,19512,17/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.49985,-1.368976,9/9/2009,10/9/2009,22,22,31473022,31473022,2159,2159,20/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,9/4/2016,3.17.03
SN2009IG,31473,31473,39.566382,-1.341746,12/9/2009,12/9/2009,24,24,31473024,31473024,2617,2617,23/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,10/4/2016,3.17.03
SDSSJ032213.89+005513.4,39538,39538,50.52226,0.888388,13/9/2009,13/9/2009,1,1,39538001,39538001,836,836,24/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,10/4/2016,3.17.03
SN2009IG,31473,31473,39.521434,-1.314791,13/9/2009,14/9/2009,25,25,31473025,31473025,1524,1524,24/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,10/4/2016,3.17.03
SN2009IG,31473,31473,39.555657,-1.312647,13/9/2009,14/9/2009,26,26,31473026,31473026,19677,19677,24/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,10/4/2016,3.17.03
SN2009IG,31473,31473,39.561532,-1.357509,14/9/2009,15/9/2009,27,27,31473027,31473027,1985,1985,25/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,10/4/2016,3.17.03
SN2009IG,31473,31473,39.584005,-1.32509,18/9/2009,18/9/2009,28,28,31473028,31473028,1957,1943,29/9/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,10/4/2016,3.17.03
SN2009IG,31473,31473,39.57597,-1.333686,24/9/2009,24/9/2009,30,30,31473030,31473030,2002,1990,5/10/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,11/4/2016,3.17.03
SN2009IG,31473,31473,39.56412,-1.34214,27/9/2009,27/9/2009,31,31,31473031,31473031,194,189,8/10/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,11/4/2016,3.17.03
SN2009IG,31473,31473,39.551614,-1.301661,1/10/2009,1/10/2009,32,32,31473032,31473032,2148,2148,12/10/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,25/4/2016,3.17.03
SN2009IG,31473,31473,39.574286,-1.346829,3/10/2009,3/10/2009,33,33,31473033,31473033,1881,1881,14/10/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,25/4/2016,3.17.03
SN2009IG,31473,31473,39.590532,-1.345891,9/10/2009,9/10/2009,34,34,31473034,31473034,2254,2254,20/10/2009,HEA_27JUL2015_V6.17_SWIFT_REL4.5(BLD34)_27JUL2015_SDCPATCH_1,25/4/2016,3.17.03
