 2.985E+19 4.454E+19 6.647E+19 9.919E+19 1.480E+20 2.209E+20 3.296E+20 4.919E+20 7.341E+20 1.095E+21 1.635E+21 2.440E+21 3.640E+21 5.433E+21 8.107E+21 1.210E+22 1.805E+22 2.694E+22 4.021E+22 6.000E+22
-1.0 3.011E+00 3.019E+00 3.031E+00 3.049E+00 3.076E+00 3.116E+00 3.174E+00 3.260E+00 3.387E+00 3.572E+00 3.844E+00 4.245E+00 4.847E+00 5.775E+00 7.274E+00 9.860E+00 1.476E+01 2.535E+01 5.287E+01 1.461E+02
-0.9 2.663E+00 2.671E+00 2.682E+00 2.698E+00 2.723E+00 2.759E+00 2.813E+00 2.892E+00 3.009E+00 3.179E+00 3.428E+00 3.794E+00 4.343E+00 5.189E+00 6.551E+00 8.899E+00 1.334E+01 2.294E+01 4.783E+01 1.321E+02
-0.8 2.356E+00 2.362E+00 2.373E+00 2.388E+00 2.411E+00 2.444E+00 2.494E+00 2.567E+00 2.674E+00 2.830E+00 3.058E+00 3.394E+00 3.895E+00 4.666E+00 5.906E+00 8.041E+00 1.208E+01 2.078E+01 4.333E+01 1.195E+02
-0.7 2.084E+00 2.090E+00 2.099E+00 2.114E+00 2.134E+00 2.165E+00 2.211E+00 2.278E+00 2.377E+00 2.520E+00 2.730E+00 3.038E+00 3.496E+00 4.200E+00 5.331E+00 7.274E+00 1.094E+01 1.884E+01 3.929E+01 1.082E+02
-0.6 1.843E+00 1.849E+00 1.858E+00 1.871E+00 1.890E+00 1.919E+00 1.961E+00 2.023E+00 2.113E+00 2.246E+00 2.438E+00 2.721E+00 3.141E+00 3.784E+00 4.816E+00 6.587E+00 9.927E+00 1.711E+01 3.566E+01 9.805E+01
-0.5 1.630E+00 1.636E+00 1.644E+00 1.656E+00 1.674E+00 1.700E+00 1.739E+00 1.796E+00 1.880E+00 2.002E+00 2.179E+00 2.438E+00 2.824E+00 3.412E+00 4.355E+00 5.971E+00 9.014E+00 1.555E+01 3.241E+01 8.901E+01
-0.4 1.442E+00 1.447E+00 1.455E+00 1.466E+00 1.482E+00 1.507E+00 1.543E+00 1.595E+00 1.673E+00 1.785E+00 1.948E+00 2.187E+00 2.541E+00 3.080E+00 3.943E+00 5.419E+00 8.196E+00 1.415E+01 2.948E+01 8.085E+01
-0.3 1.275E+00 1.280E+00 1.287E+00 1.297E+00 1.312E+00 1.335E+00 1.368E+00 1.417E+00 1.488E+00 1.592E+00 1.743E+00 1.963E+00 2.288E+00 2.783E+00 3.573E+00 4.923E+00 7.459E+00 1.289E+01 2.685E+01 7.351E+01
-0.2 1.127E+00 1.132E+00 1.138E+00 1.148E+00 1.162E+00 1.183E+00 1.213E+00 1.259E+00 1.325E+00 1.421E+00 1.560E+00 1.762E+00 2.062E+00 2.517E+00 3.241E+00 4.478E+00 6.797E+00 1.176E+01 2.448E+01 6.690E+01
-0.1 9.964E-01 1.000E+00 1.006E+00 1.015E+00 1.028E+00 1.048E+00 1.076E+00 1.118E+00 1.179E+00 1.268E+00 1.396E+00 1.583E+00 1.859E+00 2.278E+00 2.943E+00 4.077E+00 6.200E+00 1.073E+01 2.234E+01 6.095E+01
 0.0 8.804E-01 8.841E-01 8.896E-01 8.977E-01 9.098E-01 9.278E-01 9.542E-01 9.929E-01 1.049E+00 1.132E+00 1.250E+00 1.423E+00 1.678E+00 2.063E+00 2.675E+00 3.716E+00 5.662E+00 9.810E+00 2.041E+01 5.558E+01
 0.1 7.775E-01 7.809E-01 7.860E-01 7.935E-01 8.048E-01 8.214E-01 8.458E-01 8.817E-01 9.341E-01 1.010E+00 1.120E+00 1.280E+00 1.515E+00 1.871E+00 2.434E+00 3.390E+00 5.177E+00 8.977E+00 1.867E+01 5.078E+01
 0.2 6.862E-01 6.894E-01 6.941E-01 7.011E-01 7.115E-01 7.269E-01 7.495E-01 7.828E-01 8.313E-01 9.018E-01 1.004E+00 1.152E+00 1.369E+00 1.697E+00 2.216E+00 3.097E+00 4.738E+00 8.224E+00 1.710E+01 4.641E+01
 0.3 6.054E-01 6.083E-01 6.127E-01 6.191E-01 6.288E-01 6.430E-01 6.640E-01 6.948E-01 7.397E-01 8.050E-01 8.996E-01 1.037E+00 1.238E+00 1.541E+00 2.020E+00 2.831E+00 4.341E+00 7.543E+00 1.568E+01 4.246E+01
 0.4 5.337E-01 5.364E-01 5.404E-01 5.464E-01 5.553E-01 5.685E-01 5.879E-01 6.164E-01 6.581E-01 7.187E-01 8.064E-01 9.335E-01 1.120E+00 1.401E+00 1.843E+00 2.591E+00 3.982E+00 6.926E+00 1.439E+01 3.888E+01
 0.5 4.702E-01 4.727E-01 4.764E-01 4.819E-01 4.901E-01 5.023E-01 5.203E-01 5.467E-01 5.853E-01 6.415E-01 7.229E-01 8.409E-01 1.014E+00 1.274E+00 1.683E+00 2.374E+00 3.657E+00 6.366E+00 1.322E+01 3.564E+01
 0.6 4.139E-01 4.162E-01 4.196E-01 4.247E-01 4.323E-01 4.436E-01 4.602E-01 4.846E-01 5.204E-01 5.725E-01 6.480E-01 7.576E-01 9.182E-01 1.159E+00 1.538E+00 2.177E+00 3.361E+00 5.859E+00 1.216E+01 3.271E+01
 0.7 3.640E-01 3.661E-01 3.693E-01 3.740E-01 3.810E-01 3.914E-01 4.067E-01 4.294E-01 4.625E-01 5.108E-01 5.809E-01 6.828E-01 8.319E-01 1.056E+00 1.407E+00 1.999E+00 3.093E+00 5.397E+00 1.120E+01 3.005E+01
 0.8 3.198E-01 3.218E-01 3.247E-01 3.290E-01 3.355E-01 3.451E-01 3.593E-01 3.802E-01 4.108E-01 4.556E-01 5.208E-01 6.154E-01 7.541E-01 9.621E-01 1.288E+00 1.837E+00 2.849E+00 4.977E+00 1.032E+01 2.763E+01
 0.9 2.807E-01 2.825E-01 2.852E-01 2.892E-01 2.952E-01 3.040E-01 3.171E-01 3.364E-01 3.648E-01 4.063E-01 4.667E-01 5.548E-01 6.838E-01 8.773E-01 1.180E+00 1.689E+00 2.627E+00 4.595E+00 9.522E+00 2.544E+01
 1.0 2.462E-01 2.478E-01 2.503E-01 2.540E-01 2.594E-01 2.676E-01 2.796E-01 2.974E-01 3.236E-01 3.621E-01 4.183E-01 5.002E-01 6.203E-01 8.004E-01 1.082E+00 1.555E+00 2.425E+00 4.246E+00 8.796E+00 2.344E+01
 1.1 2.157E-01 2.172E-01 2.194E-01 2.228E-01 2.278E-01 2.353E-01 2.463E-01 2.627E-01 2.870E-01 3.226E-01 3.747E-01 4.509E-01 5.629E-01 7.307E-01 9.931E-01 1.432E+00 2.241E+00 3.928E+00 8.134E+00 2.165E+01
 1.2 1.887E-01 1.901E-01 1.921E-01 1.952E-01 1.998E-01 2.066E-01 2.168E-01 2.319E-01 2.543E-01 2.872E-01 3.356E-01 4.065E-01 5.109E-01 6.673E-01 9.119E-01 1.321E+00 2.072E+00 3.639E+00 7.529E+00 2.000E+01
 1.3 1.649E-01 1.662E-01 1.681E-01 1.709E-01 1.751E-01 1.813E-01 1.906E-01 2.045E-01 2.251E-01 2.556E-01 3.004E-01 3.664E-01 4.638E-01 6.098E-01 8.379E-01 1.219E+00 1.918E+00 3.373E+00 6.980E+00 1.848E+01
 1.4 1.439E-01 1.451E-01 1.468E-01 1.494E-01 1.532E-01 1.589E-01 1.675E-01 1.802E-01 1.991E-01 2.273E-01 2.689E-01 3.303E-01 4.211E-01 5.574E-01 7.704E-01 1.126E+00 1.777E+00 3.130E+00 6.475E+00 1.710E+01
 1.5 1.255E-01 1.265E-01 1.281E-01 1.304E-01 1.339E-01 1.391E-01 1.469E-01 1.586E-01 1.760E-01 2.019E-01 2.405E-01 2.976E-01 3.823E-01 5.098E-01 7.088E-01 1.041E+00 1.648E+00 2.907E+00 6.012E+00 1.584E+01
 1.6 1.092E-01 1.102E-01 1.116E-01 1.137E-01 1.169E-01 1.217E-01 1.288E-01 1.394E-01 1.554E-01 1.793E-01 2.150E-01 2.681E-01 3.472E-01 4.663E-01 6.524E-01 9.626E-01 1.530E+00 2.703E+00 5.589E+00 1.469E+01
 1.7 9.500E-02 9.586E-02 9.714E-02 9.906E-02 1.019E-01 1.062E-01 1.127E-01 1.224E-01 1.371E-01 1.591E-01 1.921E-01 2.414E-01 3.152E-01 4.267E-01 6.009E-01 8.911E-01 1.421E+00 2.516E+00 5.200E+00 1.363E+01
 1.8 8.250E-02 8.327E-02 8.443E-02 8.617E-02 8.877E-02 9.268E-02 9.855E-02 1.074E-01 1.208E-01 1.410E-01 1.715E-01 2.173E-01 2.862E-01 3.906E-01 5.537E-01 8.254E-01 1.321E+00 2.343E+00 4.843E+00 1.267E+01
 1.9 7.155E-02 7.224E-02 7.329E-02 7.486E-02 7.720E-02 8.074E-02 8.606E-02 9.411E-02 1.063E-01 1.249E-01 1.530E-01 1.956E-01 2.599E-01 3.576E-01 5.105E-01 7.651E-01 1.229E+00 2.185E+00 4.515E+00 1.178E+01
 2.0 6.197E-02 6.260E-02 6.354E-02 6.494E-02 6.706E-02 7.025E-02 7.506E-02 8.237E-02 9.348E-02 1.105E-01 1.364E-01 1.759E-01 2.359E-01 3.274E-01 4.709E-01 7.096E-01 1.145E+00 2.039E+00 4.213E+00 1.097E+01
