5.05 0.049999952 197.68166
5.1499996 0.049999952 279.8111
5.25 0.05000019 351.7067
5.3500004 0.049999952 401.1643
5.45 0.049999952 430.38464
5.55 0.049999952 443.14307
5.6499996 0.049999952 447.99677
5.75 0.05000019 449.92435
5.8500004 0.049999952 450.82483
5.95 0.049999952 451.33752
6.05 0.049999952 451.58804
6.1499996 0.049999952 451.94717
6.25 0.05000019 452.2445
6.3500004 0.049999952 452.77405
6.45 0.049999952 453.0979
6.55 0.049999952 452.62027
6.6499996 0.049999952 452.34454
6.75 0.05000019 452.74042
6.8500004 0.049999952 453.30682
6.95 0.049999952 454.09283
7.05 0.049999952 454.89664
7.1499996 0.049999952 455.4277
7.25 0.05000019 455.7205
7.3500004 0.049999952 456.1929
7.45 0.049999952 456.65182
7.55 0.049999952 457.38724
7.6499996 0.049999952 458.08493
7.75 0.05000019 458.3443
7.8500004 0.049999952 458.22263
7.95 0.049999952 458.66846
8.05 0.05000019 459.2576
8.15 0.049999714 459.47772
8.25 0.05000019 459.5104
8.35 0.049999714 460.46893
8.45 0.05000019 461.41812
8.55 0.05000019 461.16553
8.65 0.049999714 461.01294
8.75 0.05000019 460.5195
8.85 0.049999714 459.9151
8.95 0.05000019 460.4165
9.05 0.05000019 461.0266
9.15 0.049999714 460.87192
9.25 0.05000019 460.75467
9.35 0.049999714 461.2135
9.45 0.05000019 461.6953
9.55 0.05000019 461.00385
9.65 0.049999714 460.05243
9.75 0.05000019 457.78693
9.85 0.049999714 456.10803
9.95 0.05000019 452.56674
10.05 0.05000019 448.8469
10.15 0.049999714 445.77713
10.25 0.05000019 442.72064
10.35 0.049999714 439.6633
10.45 0.05000019 436.85254
10.55 0.05000019 431.4588
10.65 0.049999714 425.98315
10.75 0.05000019 422.67838
10.85 0.049999714 419.25235
10.95 0.05000019 416.99008
11.05 0.05000019 414.71945
11.15 0.049999714 410.95053
11.25 0.05000019 407.03223
11.35 0.049999714 405.37918
11.45 0.05000019 403.6809
11.55 0.05000019 396.8437
11.65 0.049999714 389.8873
11.75 0.05000019 384.91852
11.85 0.049999714 379.9413
11.95 0.05000019 375.56055
12.05 0.05000019 371.1372
12.15 0.049999714 367.6098
12.25 0.05000019 364.08725
12.35 0.049999714 362.36276
12.45 0.05000019 360.5744
12.55 0.05000019 356.94962
12.65 0.049999714 353.38943
12.75 0.05000019 351.1545
12.85 0.049999714 348.9489
12.95 0.05000019 346.64703
13.05 0.05000019 344.11633
