  0.1000000       1.950000    
  0.1090000       3.000000    
  0.1140000       3.710000    
  0.1330000       5.470000    
  0.1460000       7.820000    
  0.1470000       8.020000    
  0.1490000       8.420000    
  0.1830000       16.80000    
  0.2000000       19.66000    
  0.2120000       21.57000    
  0.2450000       26.12000    
  0.2460000       26.24000    
  0.2770000       29.31000    
  0.2830000       30.20000    
  0.2840000      0.7000000    
  0.3000000       1.100000    
  0.3920000       7.020000    
  0.3950000       7.290000    
  0.4000000       7.740000    
  0.4520000       13.20000    
  0.5000000       17.65000    
  0.5250000       20.15000    
  0.5320000       20.86000    
  0.5560001       23.24000    
  0.5730000       24.71000    
  0.6000000       25.91000    
  0.6370000       27.21000    
  0.6790000       27.73000    
  0.7000000       27.87000    
  0.7050000       27.89000    
  0.7760000       30.12000    
  0.8000000       25.10000    
  0.8520001       16.76000    
  0.9000000       17.45000    
  0.9280000       17.83000    
  0.9570000       17.64000    
  0.9580001       17.63000    
   1.000000       17.31000    
   1.012000       17.22000    
   1.100000       16.67000    
   1.145000       16.35000    
   1.146000       16.34000    
   1.188000       16.03000    
   1.200000       16.12000    
   1.254000       16.50000    
   1.300000       15.69000    
   1.400000       14.04000    
   1.487000       12.71000    
   1.500000       12.70000    
   1.560000       12.60000    
   1.561000       11.86000    
   1.600000       11.84000    
   1.700000       11.76000    
   1.771000       11.69000    
   1.800000       11.55000    
   1.900000       11.07000    
   2.000000       10.59000    
   2.040000       10.39000    
   2.066000       10.32000    
   2.100000       10.16000    
   2.200000       9.720000    
   2.300000       9.280000    
   2.400000       8.870000    
   2.480000       8.540000    
   2.500000       8.360000    
   2.600000       7.520000    
   2.700000       6.760000    
   2.800000       6.070000    
   2.900000       5.450000    
   2.980000       5.000000    
   3.000000       4.960000    
   3.100000       4.750000    
   3.200000       4.430000    
   3.203000       4.420000    
   3.204000       4.420000    
   3.300000       4.130000    
   3.400000       3.860000    
   3.430000       3.780000    
   3.500000       3.620000    
   3.542000       3.520000    
   3.600000       3.360000    
   3.700000       3.080000    
   3.800000       2.850000    
   3.900000       2.620000    
   4.000000       2.420000    
   4.100000       2.230000    
   4.133000       2.170000    
   4.200000       1.930000    
   4.300000       1.620000    
   4.400000       1.370000    
   4.500000       1.150000    
   4.600000      0.9300000    
   4.700000      0.7600000    
   4.782000      0.6400000    
   4.783000      0.6400000    
   4.800000      0.6100000    
   4.900000      0.5000000    
   4.959000      0.4400000    
   5.000000      0.3900000    
   5.100000      0.2800000    
   6.000000      0.0000000E+00
