  2.0000000E-02  3.6200001E-09
  2.4100000E-02  1.3260000E-06
  2.8600000E-02  8.7840002E-05
  3.3399999E-02  1.6880000E-03
  3.8699999E-02  1.6179999E-02
  4.4399999E-02  8.6410001E-02
  5.0000001E-02  0.2802000    
  5.0000001E-02  0.2802000    
  5.0500002E-02  0.3066000    
  5.6899998E-02  0.7783000    
  6.3000001E-02   1.477000    
  6.3000001E-02   1.477000    
  6.3800000E-02   1.582000    
  7.1099997E-02   2.690000    
  7.2800003E-02   2.974000    
  7.2800003E-02   2.974000    
  7.8800000E-02   4.011000    
  8.6900003E-02   5.427000    
  8.6999997E-02   5.431000    
  8.6999997E-02   5.431000    
  9.5399998E-02   6.808000    
  0.1043000       8.113000    
  0.1137000       9.330000    
  0.1234000       10.34000    
  0.1335000       11.01000    
  0.1441000       11.30000    
  0.1550000       11.22000    
  0.1664000       10.80000    
  0.1781000       10.15000    
  0.1880000       9.605000    
  0.1880000       9.605000    
  0.1903000       9.451000    
  0.2029000       8.893000    
  0.2159000       8.561000    
  0.2293000       8.166000    
  0.2450000       7.883000    
  0.2450000       7.459000    
  0.2720000       7.293000    
  0.2840000       7.044000    
  0.2840000       1.754000    
  0.2871000       1.804000    
  0.3025000       2.044000    
  0.3184000       2.261000    
  0.3347000       2.444000    
  0.3514000       2.604000    
  0.3685000       2.782000    
  0.3860000       2.929000    
  0.4020000       3.026000    
  0.4020000       3.026000    
  0.4039000       3.050000    
  0.4222000       3.129000    
  0.4410000       3.197000    
  0.4601000       3.241000    
  0.4797000       3.281000    
  0.4997000       3.283000    
  0.5201000       3.277000    
  0.5320000       3.257000    
  0.5320000       2.851000    
  0.5409000       2.846000    
  0.5621000       2.812000    
  0.5838000       2.783000    
  0.6058000       2.759000    
  0.6283000       2.753000    
  0.6511000       2.735000    
  0.6744000       2.709000    
  0.6850000       2.711000    
  0.6850000       2.711000    
  0.6981000       2.695000    
  0.7222000       2.655000    
  0.7467000       2.630000    
  0.7717000       2.600000    
  0.7970000       2.564000    
  0.8228000       2.529000    
  0.8490000       2.490000    
  0.8670000       2.485000    
  0.8670000       2.485000    
  0.8755000       2.471000    
  0.9025000       2.428000    
  0.9300000       2.449000    
  0.9578000       2.437000    
  0.9860000       2.422000    
   1.015000       2.380000    
   1.044000       2.306000    
   1.073000       2.255000    
   1.103000       2.193000    
   1.133000       2.160000    
   1.164000       2.126000    
   1.195000       2.090000    
   1.227000       2.049000    
   1.259000       1.971000    
   1.291000       1.918000    
   1.303000       1.885000    
   1.303000       1.885000    
   1.324000       1.849000    
   1.357000       1.807000    
   1.391000       1.764000    
   1.425000       1.694000    
   1.459000       1.648000    
   1.494000       1.601000    
   1.529000       1.560000    
   1.560000       1.523000    
   1.560000       1.523000    
   1.565000       1.520000    
   1.601000       1.481000    
   1.638000       1.401000    
   1.675000       1.312000    
   1.712000       1.225000    
   1.750000       1.133000    
   1.788000       1.037000    
   1.826000      0.9406000    
   1.839000      0.9139000    
   1.839000      0.9139000    
   1.865000      0.8436000    
   1.905000      0.7479000    
   1.945000      0.6305000    
   1.985000      0.5155000    
   2.025000      0.4286000    
   2.067000      0.3454000    
   2.108000      0.2666000    
   2.150000      0.1995000    
   2.192000      0.1369000    
   2.235000      0.1077000    
   2.278000      8.7279998E-02
   2.322000      6.4870000E-02
   2.366000      4.1150000E-02
   2.410000      2.1970000E-02
   2.455000      1.9280000E-02
   2.500000      1.7039999E-02
