 0.1028E+01 0.4107E-07
 0.1340E+01 0.1561E-01
 0.1651E+01 0.1336E+01
 0.1963E+01 0.9228E+01
 0.2275E+01 0.2394E+02
 0.2586E+01 0.4065E+02
 0.2898E+01 0.5598E+02
 0.3210E+01 0.6870E+02
 0.3522E+01 0.7904E+02
 0.3833E+01 0.8685E+02
 0.4145E+01 0.9281E+02
 0.4457E+01 0.9703E+02
 0.4769E+01 0.1012E+03
 0.5080E+01 0.1042E+03
 0.5392E+01 0.1067E+03
 0.5704E+01 0.1093E+03
 0.6015E+01 0.1112E+03
 0.6327E+01 0.1080E+03
 0.6639E+01 0.1094E+03
 0.6951E+01 0.1106E+03
 0.7262E+01 0.1116E+03
 0.7574E+01 0.1123E+03
 0.7886E+01 0.1129E+03
 0.8198E+01 0.1133E+03
 0.8509E+01 0.1137E+03
 0.8821E+01 0.1140E+03
 0.9133E+01 0.1142E+03
 0.9444E+01 0.1144E+03
 0.9756E+01 0.1143E+03
 0.1007E+02 0.1141E+03
 0.1038E+02 0.1138E+03
 0.1069E+02 0.1134E+03
 0.1100E+02 0.1128E+03
 0.1131E+02 0.1121E+03
 0.1163E+02 0.1113E+03
 0.1194E+02 0.1103E+03
 0.1225E+02 0.1092E+03
 0.1256E+02 0.1079E+03
 0.1287E+02 0.1065E+03
 0.1319E+02 0.1050E+03
 0.1350E+02 0.1033E+03
 0.1381E+02 0.1016E+03
 0.1412E+02 0.9967E+02
 0.1443E+02 0.9774E+02
 0.1474E+02 0.9570E+02
 0.1506E+02 0.9359E+02
 0.1537E+02 0.9142E+02
 0.1568E+02 0.8921E+02
 0.1599E+02 0.8698E+02
 0.1630E+02 0.8472E+02
 0.1661E+02 0.8243E+02
 0.1693E+02 0.8012E+02
 0.1724E+02 0.7780E+02
 0.1755E+02 0.7548E+02
 0.1786E+02 0.7317E+02
 0.1817E+02 0.7088E+02
 0.1848E+02 0.6859E+02
 0.1880E+02 0.6633E+02
 0.1911E+02 0.6410E+02
 0.1942E+02 0.6190E+02
 0.1973E+02 0.5973E+02
 0.2004E+02 0.5760E+02
 0.2035E+02 0.5551E+02
 0.2067E+02 0.5345E+02
 0.2098E+02 0.5146E+02
 0.2129E+02 0.4950E+02
 0.2160E+02 0.4757E+02
 0.2191E+02 0.4566E+02
 0.2223E+02 0.4377E+02
 0.2254E+02 0.4190E+02
 0.2285E+02 0.4002E+02
 0.2316E+02 0.3814E+02
 0.2347E+02 0.3628E+02
 0.2378E+02 0.3440E+02
 0.2410E+02 0.3251E+02
 0.2441E+02 0.3065E+02
 0.2472E+02 0.2874E+02
 0.2503E+02 0.2688E+02
 0.2534E+02 0.2502E+02
 0.2565E+02 0.2321E+02
 0.2597E+02 0.2146E+02
 0.2628E+02 0.1976E+02
 0.2659E+02 0.1811E+02
 0.2690E+02 0.1651E+02
 0.2721E+02 0.1496E+02
 0.2752E+02 0.1347E+02
 0.2784E+02 0.1214E+02
 0.2815E+02 0.1087E+02
 0.2846E+02 0.9740E+01
 0.2877E+02 0.8691E+01
 0.2908E+02 0.7710E+01
 0.2939E+02 0.6814E+01
 0.2971E+02 0.6016E+01
 0.3002E+02 0.5305E+01
 0.3033E+02 0.4671E+01
 0.3064E+02 0.4157E+01
 0.3095E+02 0.3710E+01
 0.3127E+02 0.3309E+01
 0.3158E+02 0.3011E+01
 0.3189E+02 0.2828E+01
 0.3220E+02 0.2756E+01
 0.3251E+02 0.2736E+01
 0.3282E+02 0.2707E+01
 0.3314E+02 0.2657E+01
 0.3345E+02 0.2638E+01
 0.3376E+02 0.2719E+01
 0.3407E+02 0.2848E+01
 0.3438E+02 0.3014E+01
 0.3469E+02 0.1317E+02
 0.3501E+02 0.1349E+02
 0.3532E+02 0.1355E+02
 0.3563E+02 0.1356E+02
 0.3594E+02 0.1352E+02
 0.3625E+02 0.1345E+02
 0.3656E+02 0.1340E+02
 0.3688E+02 0.1337E+02
 0.3719E+02 0.1329E+02
 0.3750E+02 0.1318E+02
 0.3781E+02 0.1300E+02
 0.3812E+02 0.1277E+02
 0.3843E+02 0.1249E+02
 0.3875E+02 0.1217E+02
 0.3906E+02 0.1184E+02
 0.3937E+02 0.1150E+02
 0.3968E+02 0.1116E+02
 0.3999E+02 0.1082E+02
 0.4031E+02 0.1049E+02
 0.4062E+02 0.1017E+02
