RA;DEC;NH;ENERGY_SLOPE;ENERGY_SLOPE_ERROR;EXPOSURE_TIME;nufnu_3keV(erg.s-1.cm-2);nufnu_error_3keV(erg.s-1.cm-2);nufnu_0.5keV(erg.s-1.cm-2);nufnu_error_0.5keV(erg.s-1.cm-2);upper_limit_0.5keV(erg.s-1.cm-2);nufnu_1.5keV(erg.s-1.cm-2);nufnu_error_1.5keV(erg.s-1.cm-2);upper_limit_1.5keV(erg.s-1.cm-2);nufnu_4.5keV(erg.s-1.cm-2);nufnu_error_4.5keV(erg.s-1.cm-2);upper_limit_4.5keV(erg.s-1.cm-2)
02:38:32.830;-01:22:48.558;3.07E+20;0.8;-999/-999;159420.0;4.25001e-15;9.17268e-16;5.09098e-16;4.28451e-16;-9.990E+02;1.81448e-15;9.63309e-16;-9.990E+02;1.26351e-14;3.09517e-15;-9.990E+02
02:38:41.553;-01:18:40.038;3.07E+20;0.8;-999/-999;160062.0;4.37231e-15;9.17268e-16;6.83124e-16;4.92369e-16;-9.990E+02;1.46063e-15;8.64344e-16;-9.990E+02;1.32712e-14;3.14853e-15;-9.990E+02
02:38:42.899;-01:18:24.486;3.07E+20;0.8;-999/-999;160312.0;4.25418e-15;9.31166e-16;2.71152e-15;1.00371e-15;-9.990E+02;2.81232e-15;1.24027e-15;-9.990E+02;6.38762e-15;2.27529e-15;-9.990E+02
02:38:25.187;-01:24:30.378;3.07E+20;0.8;-999/-999;153245.0;3.81083e-15;8.89472e-16;4.66902e-15;1.32855e-15;-9.990E+02;2.66316e-15;1.20325e-15;-9.990E+02;6.72183e-16;7.36329e-16;-9.990E+02
02:38:31.307;-01:12:23.030;3.08E+20;0.8;-999/-999;144703.0;2.69718e-15;8.06374e-16;8.0758e-16;6.00438e-16;-9.990E+02;5.75344e-16;5.89942e-16;-9.990E+02;7.83764e-15;2.67957e-15;-9.990E+02
02:38:41.065;-01:14:30.403;3.08E+20;0.8;-999/-999;159035.0;4.38779e-15;9.31501e-16;3.09839e-15;1.04196e-15;-9.990E+02;3.21103e-15;1.26569e-15;-9.990E+02;5.47126e-15;2.02679e-15;-9.990E+02
02:38:39.434;-01:21:59.042;3.07E+20;0.914;+0.11/-0.10;159736.0;3.12505e-14;1.89015e-15;2.45822e-14;2.34125e-15;-9.990E+02;3.1874e-14;3.23183e-15;-9.990E+02;3.20081e-14;3.91808e-15;-9.990E+02
02:38:44.019;-01:17:21.786;3.07E+20;0.8;-999/-999;160053.0;2.79906e-15;7.92186e-16;3.84507e-15;1.23592e-15;-9.990E+02;8.4334e-16;6.94181e-16;-9.990E+02;1.27699e-15;1.05113e-15;-9.990E+02
02:38:23.352;-01:10:30.365;3.08E+20;0.8;-999/-999;156358.0;3.82193e-15;8.75889e-16;2.86101e-15;1.00947e-15;-9.990E+02;3.67067e-15;1.36538e-15;-9.990E+02;3.08654e-15;1.55028e-15;-9.990E+02
02:38:34.444;-01:11:35.993;3.09E+20;0.722;+0.26/-0.19;153148.0;1.00487e-14;1.34753e-15;4.98437e-15;1.23354e-15;-9.990E+02;9.79756e-15;2.06308e-15;-9.990E+02;1.11464e-14;2.75855e-15;-9.990E+02
02:38:17.268;-01:10:09.440;3.08E+20;0.8;-999/-999;156066.0;2.91407e-15;8.06374e-16;1.30957e-15;7.24623e-16;-9.990E+02;2.98638e-15;1.30307e-15;-9.990E+02;3.95386e-15;1.86077e-15;-9.990E+02
02:37:44.563;-01:21:18.043;3.06E+20;0.8;-999/-999;159542.0;2.7786e-15;7.91901e-16;7.48719e-16;5.48379e-16;-9.990E+02;3.5594e-15;1.44227e-15;-9.990E+02;3.77321e-15;1.81384e-15;-9.990E+02
02:38:44.062;-01:20:57.804;3.07E+20;0.8;-999/-999;160073.0;4.65027e-15;9.7286e-16;2.08882e-15;8.7388e-16;-9.990E+02;3.40326e-15;1.32215e-15;-9.990E+02;8.37668e-15;2.57985e-15;-9.990E+02
02:38:33.229;-01:24:28.122;3.07E+20;0.8;-999/-999;160013.0;3.83029e-15;8.89472e-16;1.29035e-15;6.91114e-16;-9.990E+02;5.51785e-15;1.72406e-15;-9.990E+02;3.71399e-15;1.72493e-15;-9.990E+02
02:37:58.148;-01:10:31.770;3.06E+20;0.8;-999/-999;149880.0;3.16621e-15;8.19687e-16;3.24836e-15;1.11397e-15;-9.990E+02;5.7947e-16;5.67724e-16;-9.990E+02;4.3877e-15;1.89092e-15;-9.990E+02
02:37:40.005;-01:15:26.066;3.06E+20;0.8;-999/-999;159050.0;4.98759e-15;1.0003e-15;3.1785e-15;1.11372e-15;-9.990E+02;5.3569e-15;1.74268e-15;-9.990E+02;4.3683e-15;1.94051e-15;-9.990E+02
02:37:44.661;-01:23:13.980;3.06E+20;0.632;+0.16/-0.13;159623.0;2.17917e-14;1.90044e-15;1.26662e-14;1.77427e-15;-9.990E+02;1.46036e-14;2.34999e-15;-9.990E+02;2.50557e-14;3.85823e-15;-9.990E+02
02:38:49.401;-01:19:19.871;3.07E+20;0.8;-999/-999;158571.0;7.0991e-15;1.13964e-15;1.55526e-15;7.3356e-16;-9.990E+02;1.01991e-14;2.21355e-15;-9.990E+02;8.72706e-15;2.54157e-15;-9.990E+02
02:37:40.685;-01:21:44.312;3.06E+20;0.8;-999/-999;160029.0;2.18537e-15;7.36329e-16;1.50966e-15;8.1683e-16;-9.990E+02;4.30687e-16;5.27147e-16;-9.990E+02;4.56612e-15;2.1006e-15;-9.990E+02
02:38:43.254;-01:12:33.356;3.08E+20;0.8;-999/-999;157679.0;2.68745e-15;8.06374e-16;3.48819e-15;1.23461e-15;-9.990E+02;1.52879e-15;9.68758e-16;-9.990E+02;5.78929e-16;7.33094e-16;-9.990E+02
02:37:39.614;-01:21:30.904;3.06E+20;0.8;-999/-999;160228.0;2.18259e-15;7.50222e-16;1.38367e-15;7.94626e-16;-9.990E+02;2.30329e-15;1.23226e-15;-9.990E+02;1.99333e-15;1.41819e-15;-9.990E+02
02:38:28.152;-01:09:36.673;3.09E+20;0.8;-999/-999;141585.0;2.55212e-15;8.06664e-16;1.63821e-15;8.70244e-16;-9.990E+02;9.33259e-16;7.74452e-16;-9.990E+02;4.94578e-15;2.22789e-15;-9.990E+02
02:37:44.294;-01:11:57.817;3.06E+20;0.8;-999/-999;142865.0;3.1037e-15;8.47473e-16;8.36041e-16;5.82809e-16;-9.990E+02;1.59034e-15;9.70292e-16;-9.990E+02;7.82672e-15;2.62346e-15;-9.990E+02
02:38:09.328;-01:08:29.016;3.07E+20;0.8;-999/-999;144009.0;4.7823e-15;9.7286e-16;7.81249e-16;5.24328e-16;-9.990E+02;1.67066e-15;9.22014e-16;-9.990E+02;1.43331e-14;3.32049e-15;-9.990E+02
02:37:58.751;-01:09:13.010;3.06E+20;0.8;-999/-999;139998.0;3.5969e-15;8.75259e-16;2.30654e-15;9.50806e-16;-9.990E+02;2.63289e-15;1.19026e-15;-9.990E+02;4.98333e-15;2.05424e-15;-9.990E+02
02:38:43.653;-01:23:52.934;3.07E+20;0.8;-999/-999;158698.0;2.44327e-15;7.78288e-16;2.74398e-16;3.45058e-16;-9.990E+02;2.73828e-15;1.32037e-15;-9.990E+02;4.73924e-15;2.15616e-15;-9.990E+02
02:37:43.305;-01:24:11.366;3.06E+20;0.8;-999/-999;158980.0;3.47603e-15;8.75259e-16;1.31406e-15;7.29758e-16;-9.990E+02;2.81264e-15;1.25469e-15;-9.990E+02;6.38751e-15;2.34478e-15;-9.990E+02
02:37:33.744;-01:16:45.946;3.05E+20;0.8;-999/-999;150974.0;5.04587e-15;1.0139e-15;3.01902e-15;1.04556e-15;-9.990E+02;6.15707e-15;1.79658e-15;-9.990E+02;3.73056e-15;1.71624e-15;-9.990E+02
02:37:49.887;-01:26:03.864;3.06E+20;0.8;-999/-999;158676.0;2.27428e-15;7.78008e-16;1.92282e-15;9.48561e-16;-9.990E+02;1.71421e-15;1.08277e-15;-9.990E+02;2.07688e-15;1.45322e-15;-9.990E+02
02:37:49.585;-01:09:42.899;3.06E+20;0.8;-999/-999;135282.0;4.06787e-15;9.44724e-16;5.21933e-16;4.53822e-16;-9.990E+02;2.97851e-15;1.29455e-15;-9.990E+02;1.01499e-14;2.94095e-15;-9.990E+02
02:37:34.232;-01:20:33.705;3.05E+20;0.8;-999/-999;158403.0;2.37641e-15;7.63895e-16;1.93906e-15;9.28144e-16;-9.990E+02;5.5378e-16;6.02183e-16;-9.990E+02;4.1925e-15;2.00677e-15;-9.990E+02
02:37:57.502;-01:27:30.753;3.06E+20;0.945;+0.27/-0.20;142161.0;8.9136e-15;1.18815e-15;5.337e-15;1.29022e-15;-9.990E+02;1.21822e-14;2.29406e-15;-9.990E+02;8.97365e-15;2.37416e-15;-9.990E+02
02:38:48.276;-01:23:39.621;3.07E+20;0.8;-999/-999;157250.0;2.38073e-15;7.78288e-16;2.01292e-15;9.54776e-16;-9.990E+02;2.15196e-15;1.19114e-15;-9.990E+02;1.63006e-15;1.28831e-15;-9.990E+02
02:37:31.651;-01:17:42.912;3.05E+20;0.8;-999/-999;147049.0;8.20979e-15;1.22223e-15;5.70648e-15;1.35295e-15;-9.990E+02;8.14655e-15;1.93147e-15;-9.990E+02;7.19592e-15;2.2531e-15;-9.990E+02
02:38:46.018;-01:24:14.590;3.07E+20;0.8;-999/-999;158139.0;2.81851e-15;8.19982e-16;3.50551e-15;1.22418e-15;-9.990E+02;1.66639e-15;1.00567e-15;-9.990E+02;8.41441e-16;8.95884e-16;-9.990E+02
02:37:32.906;-01:20:21.238;3.05E+20;0.299;+0.19/-0.16;153828.0;1.92518e-14;2.14951e-15;4.08534e-15;1.05255e-15;-9.990E+02;1.40647e-14;2.53084e-15;-9.990E+02;2.54466e-14;4.35432e-15;-9.990E+02
02:37:32.449;-01:19:41.809;3.05E+20;0.8;-999/-999;151780.0;2.4653e-15;7.91673e-16;3.16112e-16;3.87661e-16;-9.990E+02;1.80512e-15;1.08016e-15;-9.990E+02;6.15022e-15;2.4741e-15;-9.990E+02
02:37:50.056;-01:26:39.633;3.06E+20;0.823;+0.21/-0.17;158549.0;1.20221e-14;1.3629e-15;7.76795e-15;1.44606e-15;-9.990E+02;1.18582e-14;2.1315e-15;-9.990E+02;1.27713e-14;2.7198e-15;-9.990E+02
02:38:54.381;-01:15:04.321;3.08E+20;0.8;-999/-999;149759.0;2.44137e-15;8.06374e-16;6.26924e-16;5.50464e-16;-9.990E+02;2.23266e-15;1.22866e-15;-9.990E+02;4.73331e-15;2.21599e-15;-9.990E+02
02:37:59.509;-01:28:08.831;3.06E+20;0.8;-999/-999;144039.0;4.39297e-15;1.0003e-15;1.0758e-15;6.82605e-16;-9.990E+02;5.11486e-15;1.79394e-15;-9.990E+02;6.97505e-15;2.56147e-15;-9.990E+02
02:38:33.440;-01:08:09.701;3.09E+20;-0.075;+0.20/-0.16;135345.0;2.69462e-14;2.97622e-15;3.46995e-15;1.01063e-15;-9.990E+02;1.36223e-14;2.74711e-15;-9.990E+02;4.1489e-14;6.14726e-15;-9.990E+02
02:37:30.007;-01:17:16.480;3.05E+20;0.8;-999/-999;140497.0;2.60002e-15;8.19451e-16;1.94479e-15;9.49584e-16;-9.990E+02;1.66597e-15;1.03674e-15;-9.990E+02;3.36402e-15;1.81165e-15;-9.990E+02
02:38:18.399;-01:28:58.826;3.06E+20;1.291;+0.18/-0.15;149689.0;1.3365e-14;1.12602e-15;1.87288e-14;2.36002e-15;-9.990E+02;2.05471e-14;2.8012e-15;-9.990E+02;1.17062e-14;2.45988e-15;-9.990E+02
02:38:43.351;-01:09:50.849;3.09E+20;0.8;-999/-999;144419.0;4.64944e-15;1.0431e-15;1.31987e-15;7.53961e-16;-9.990E+02;3.75654e-15;1.48659e-15;-9.990E+02;9.48728e-15;2.91734e-15;-9.990E+02
02:38:16.381;-01:28:59.282;3.06E+20;0.8;-999/-999;148140.0;4.33184e-15;9.7251e-16;3.88955e-15;1.22899e-15;-9.990E+02;3.17036e-15;1.32267e-15;-9.990E+02;3.60126e-15;1.77017e-15;-9.990E+02
02:37:29.210;-01:19:04.593;3.05E+20;0.8;-999/-999;140390.0;2.85558e-15;8.47229e-16;2.5628e-15;1.06451e-15;-9.990E+02;6.09657e-16;6.24249e-16;-9.990E+02;4.61994e-15;2.09625e-15;-9.990E+02
02:38:10.962;-01:29:26.391;3.06E+20;0.8;-999/-999;153195.0;7.51889e-15;1.1948e-15;4.64301e-15;1.26941e-15;-9.990E+02;4.81587e-15;1.53054e-15;-9.990E+02;1.18533e-14;2.97437e-15;-9.990E+02
02:37:28.901;-01:15:14.233;3.05E+20;0.8;-999/-999;132967.0;8.1084e-15;1.2639e-15;1.21284e-15;6.61642e-16;-9.990E+02;8.65905e-15;2.10515e-15;-9.990E+02;1.5734e-14;3.47452e-15;-9.990E+02
02:37:29.867;-01:21:04.266;3.05E+20;0.8;-999/-999;140701.0;2.85002e-15;8.3334e-16;2.9218e-15;1.13481e-15;-9.990E+02;5.21393e-16;5.64457e-16;-9.990E+02;3.95102e-15;1.93293e-15;-9.990E+02
02:37:31.212;-01:13:30.476;3.05E+20;0.8;-999/-999;129556.0;7.23895e-15;1.20834e-15;6.87819e-15;1.62668e-15;-9.990E+02;5.45239e-15;1.73394e-15;-9.990E+02;4.95683e-15;2.01647e-15;-9.990E+02
02:38:35.196;-01:28:27.846;3.07E+20;0.711;+0.16/-0.14;150700.0;2.41503e-14;2.2389e-15;1.02541e-14;1.81776e-15;-9.990E+02;2.5508e-14;3.5856e-15;-9.990E+02;2.6934e-14;4.45939e-15;-9.990E+02
02:37:37.527;-01:10:42.150;3.06E+20;0.8;-999/-999;109855.0;6.7131e-15;1.20869e-15;8.6099e-16;5.7233e-16;-9.990E+02;6.14352e-15;1.82989e-15;-9.990E+02;1.48826e-14;3.49561e-15;-9.990E+02
02:37:44.143;-01:26:38.005;3.06E+20;0.8;-999/-999;158418.0;6.96178e-15;1.20869e-15;6.06011e-15;1.48322e-15;-9.990E+02;3.78364e-15;1.39351e-15;-9.990E+02;8.18787e-15;2.54045e-15;-9.990E+02
02:37:37.344;-01:25:26.316;3.06E+20;0.8;-999/-999;153583.0;2.91614e-15;8.47473e-16;8.72966e-16;6.08756e-16;-9.990E+02;4.35671e-15;1.65014e-15;-9.990E+02;2.82883e-15;1.62194e-15;-9.990E+02
02:39:00.799;-01:20:38.816;3.06E+20;0.037;+0.28/-0.21;140136.0;1.66559e-14;2.42187e-15;3.19901e-15;1.06351e-15;-9.990E+02;8.10836e-15;2.3035e-15;-9.990E+02;2.44778e-14;5.17331e-15;-9.990E+02
02:37:41.565;-01:26:56.234;3.06E+20;0.8;-999/-999;151847.0;2.86196e-15;8.61366e-16;1.28462e-15;7.63439e-16;-9.990E+02;1.83274e-15;1.08918e-15;-9.990E+02;5.55201e-15;2.3437e-15;-9.990E+02
02:38:55.950;-01:23:51.279;3.06E+20;0.8;-999/-999;145399.0;6.52832e-15;1.20869e-15;1.80381e-15;8.32049e-16;-9.990E+02;7.07609e-15;1.98686e-15;-9.990E+02;1.07159e-14;3.00887e-15;-9.990E+02
02:37:35.876;-01:25:41.019;3.05E+20;0.8;-999/-999;140790.0;3.18058e-15;9.16674e-16;2.07592e-15;9.99693e-16;-9.990E+02;7.40984e-16;7.13579e-16;-9.990E+02;6.73236e-15;2.65683e-15;-9.990E+02
22:20:05.506;+01:11:38.224;4.15E+20;0.8;-999/-999;5120.8;7.20188e-14;1.72776e-14;5.80681e-14;2.16672e-14;-9.990E+02;3.86542e-14;2.04809e-14;-9.990E+02;9.64909e-14;3.97411e-14;-9.990E+02
22:20:20.231;+01:08:41.088;4.19E+20;0.8;-999/-999;5106.2;5.32815e-14;1.4416e-14;9.1271e-15;8.35836e-15;-9.990E+02;7.27272e-14;2.71933e-14;-9.990E+02;7.25747e-14;3.3231e-14;-9.990E+02
22:19:58.517;+01:10:47.160;4.14E+20;0.8;-999/-999;5226.4;9.02792e-14;1.87122e-14;5.98926e-14;1.98866e-14;-9.990E+02;9.30914e-14;3.05666e-14;-9.990E+02;7.96966e-14;3.35687e-14;-9.990E+02
22:20:44.446;+01:13:45.939;4.21E+20;0.8;-999/-999;5046.9;3.66132e-14;1.22621e-14;1.38088e-14;1.05987e-14;-9.990E+02;1.83162e-14;1.40583e-14;-9.990E+02;8.22435e-14;3.67207e-14;-9.990E+02
22:20:04.231;+01:18:10.355;4.13E+20;0.8;-999/-999;4949.5;7.56861e-14;1.72668e-14;2.84503e-14;-3.24258e-11;8.55131e-14;5.17318e-14;2.20842e-14;-9.990E+02;2.06527e-13;5.45879e-14;-9.990E+02
22:20:00.591;+01:07:41.018;4.16E+20;0.8;-999/-999;5207.9;4.59744e-14;1.35388e-14;2.3594e-14;1.37309e-14;-9.990E+02;5.2326e-14;2.26001e-14;-9.990E+02;4.70035e-14;2.73544e-14;-9.990E+02
22:20:59.350;+00:59:32.752;4.27E+20;0.8;-999/-999;2522.6;2.60299e-13;4.48043e-14;2.95372e-13;6.5441e-14;-9.990E+02;1.30068e-13;5.0879e-14;-9.990E+02;1.9453e-13;7.60945e-14;-9.990E+02
03:30:58.950;+01:09:53.402;7.98E+20;0.8;-999/-999;3312.4;5.57802e-14;1.92456e-14;1.75465e-14;1.62044e-14;-9.990E+02;3.74772e-14;2.45019e-14;-9.990E+02;1.07938e-13;4.98459e-14;-9.990E+02
03:04:35.360;+00:45:32.469;6.38E+20;0.8;-999/-999;21643.8;2.18954e-14;4.92032e-15;2.12688e-14;6.9341e-15;-9.990E+02;2.48121e-14;8.08931e-15;-9.990E+02;4.5397e-15;4.22922e-15;-9.990E+02
03:04:48.258;+00:44:09.483;6.36E+20;0.8;-999/-999;22772.7;1.48393e-14;4.14936e-15;7.06392e-15;4.14835e-15;-9.990E+02;1.37503e-14;6.05533e-15;-9.990E+02;2.01294e-14;8.8645e-15;-9.990E+02
03:04:51.478;+00:44:32.203;6.36E+20;0.8;-999/-999;23079.8;1.46088e-14;4.14936e-15;8.61044e-15;4.52864e-15;-9.990E+02;1.7596e-14;7.05468e-15;-9.990E+02;1.10427e-14;6.88679e-15;-9.990E+02
03:04:53.173;+00:45:32.353;6.35E+20;0.8;-999/-999;23555.0;1.18679e-14;3.84075e-15;1.11222e-14;5.45974e-15;-9.990E+02;5.19606e-15;3.82673e-15;-9.990E+02;1.522e-14;8.4092e-15;-9.990E+02
03:04:47.322;+00:42:06.188;6.36E+20;0.8;-999/-999;23203.5;1.76578e-14;4.45672e-15;2.42816e-14;7.35231e-15;-9.990E+02;8.50929e-15;4.90792e-15;-9.990E+02;8.30099e-15;5.83562e-15;-9.990E+02
03:05:00.858;+00:49:13.573;6.34E+20;0.8;-999/-999;24146.3;1.95981e-14;4.6077e-15;1.57101e-14;5.95615e-15;-9.990E+02;1.3122e-14;5.87639e-15;-9.990E+02;2.30544e-14;9.24345e-15;-9.990E+02
03:05:04.908;+00:43:41.360;6.34E+20;0.8;-999/-999;23053.6;1.55433e-14;4.30052e-15;1.33491e-14;5.63967e-15;-9.990E+02;1.56087e-14;6.59429e-15;-9.990E+02;9.1405e-15;6.20384e-15;-9.990E+02
03:04:23.561;+00:38:55.186;6.41E+20;0.8;-999/-999;23762.3;1.2402e-14;3.84725e-15;1.424e-14;5.85756e-15;-9.990E+02;1.32659e-14;6.09226e-15;-9.990E+02;7.27745e-15;-1.35307e-11;3.20685e-14
03:05:09.891;+00:49:09.023;6.32E+20;0.8;-999/-999;24081.0;1.43593e-14;4.14477e-15;4.54782e-15;3.22361e-15;-9.990E+02;5.32372e-15;3.77359e-15;-9.990E+02;3.50714e-14;1.20282e-14;-9.990E+02
03:04:02.327;+00:45:51.992;6.43E+20;1.131;+0.05/-0.05;22444.1;8.47971e-13;2.3402e-14;8.78488e-13;4.07045e-14;-9.990E+02;1.1113e-12;4.5842e-14;-9.990E+02;7.9315e-13;4.47859e-14;-9.990E+02
03:04:10.410;+00:52:22.324;6.44E+20;0.8;-999/-999;23387.9;1.36261e-14;4.15854e-15;5.63692e-15;3.776e-15;-9.990E+02;9.83254e-15;5.36826e-15;-9.990E+02;2.39741e-14;1.03505e-14;-9.990E+02
03:05:03.768;+00:38:26.464;6.34E+20;0.8;-999/-999;14805.0;3.88276e-14;6.75796e-15;8.88676e-15;4.64276e-15;-9.990E+02;4.15566e-14;1.08536e-14;-9.990E+02;6.08464e-14;1.58916e-14;-9.990E+02
03:04:00.011;+00:48:29.993;6.44E+20;0.8;-999/-999;21777.6;2.318e-14;5.23668e-15;1.59867e-14;6.3029e-15;-9.990E+02;2.23029e-14;8.01719e-15;-9.990E+02;2.17468e-14;9.38046e-15;-9.990E+02
03:05:16.346;+00:39:12.515;6.32E+20;0.144;+0.26/-0.19;11252.5;9.96221e-14;1.35707e-14;3.52914e-14;8.77422e-15;-9.990E+02;3.46245e-14;1.0428e-14;-9.990E+02;1.40094e-13;2.69176e-14;-9.990E+02
02:02:23.867;-01:07:12.295;2.47E+20;0.8;-999/-999;1675.0;3.72288e-13;5.71704e-14;3.80343e-13;7.65452e-14;-9.990E+02;3.22276e-13;8.51461e-14;-9.990E+02;1.22785e-13;6.65085e-14;-9.990E+02
02:02:16.445;-01:07:46.051;2.47E+20;0.8;-999/-999;1951.5;6.62904e-14;2.58628e-14;2.32209e-14;1.96868e-14;-9.990E+02;1.03278e-13;5.2558e-14;-9.990E+02;5.24744e-14;4.4488e-14;-9.990E+02
02:02:44.094;-00:57:30.402;2.46E+20;0.8;-999/-999;1869.3;7.39813e-14;2.85747e-14;1.03582e-13;4.48856e-14;-9.990E+02;3.84157e-14;3.42525e-14;-9.990E+02;5.8591e-14;-1.12981e-10;3.88111e-13
21:00:11.654;+00:37:29.126;5.58E+20;0.8;-999/-999;4146.2;7.8788e-14;2.10462e-14;6.74617e-14;2.73209e-14;-9.990E+02;0;-5.13069e-11;1.8161e-13;1.6208e-13;5.68229e-14;-9.990E+02
20:59:48.971;+00:38:20.590;5.72E+20;0.8;-999/-999;4064.1;4.02708e-14;1.66034e-14;3.46849e-14;-3.33206e-11;1.06874e-13;5.88127e-14;2.97737e-14;-9.990E+02;5.77556e-14;3.76034e-14;-9.990E+02
00:52:39.785;-00:38:38.912;3.39E+20;0.747;+0.10/-0.08;2295.9;2.53601e-12;1.37795e-13;1.21445e-12;1.26353e-13;-9.990E+02;2.66562e-12;2.31964e-13;-9.990E+02;2.77328e-12;2.79515e-13;-9.990E+02
00:52:25.251;-00:37:04.956;3.36E+20;0.8;-999/-999;2454.7;7.94745e-14;2.66646e-14;5.41981e-14;2.91031e-14;-9.990E+02;7.58378e-14;4.07231e-14;-9.990E+02;7.6362e-14;4.97702e-14;-9.990E+02
20:35:49.962;-00:25:51.390;7.96E+20;0.8;-999/-999;5364.8;3.77667e-14;1.26637e-14;9.23447e-15;9.05811e-15;-9.990E+02;1.97469e-14;1.36588e-14;-9.990E+02;8.53383e-14;3.43309e-14;-9.990E+02
20:35:55.858;-00:23:37.746;7.86E+20;0.8;-999/-999;4599.9;3.60552e-13;3.67747e-14;1.33923e-14;1.07468e-14;-9.990E+02;1.15254e-13;3.1773e-14;-9.990E+02;1.03845e-12;1.16608e-13;-9.990E+02
20:35:53.472;-00:32:25.454;8.09E+20;0.8;-999/-999;5518.6;2.36405e-14;1.02925e-14;1.74343e-14;1.32189e-14;-9.990E+02;9.25585e-15;9.87921e-15;-9.990E+02;3.9934e-14;2.46776e-14;-9.990E+02
20:36:40.934;-00:23:22.087;7.39E+20;0.8;-999/-999;5518.6;3.01723e-14;1.26376e-14;6.48865e-14;2.71776e-14;-9.990E+02;1.19301e-14;-2.99452e-11;1.1829e-13;5.18298e-14;-4.33742e-11;1.71337e-13
00:14:30.663;-00:44:15.462;3.00E+20;0.8;-999/-999;3614.8;4.2829e-14;1.52515e-14;3.83437e-14;1.91222e-14;-9.990E+02;1.83109e-14;1.56504e-14;-9.990E+02;5.55149e-14;3.38803e-14;-9.990E+02
00:14:20.808;-00:36:13.784;2.96E+20;0.8;-999/-999;3806.1;5.14933e-14;1.66152e-14;2.302e-14;1.44834e-14;-9.990E+02;3.30562e-14;2.07979e-14;-9.990E+02;1.00189e-13;4.44626e-14;-9.990E+02
01:16:00.223;-00:51:59.340;4.03E+20;0.8;-999/-999;4805.4;8.32095e-14;1.86472e-14;3.1139e-14;1.52044e-14;-9.990E+02;1.46224e-13;3.67631e-14;-9.990E+02;3.13167e-14;2.15562e-14;-9.990E+02
01:15:21.893;-00:49:34.402;3.91E+20;0.8;-999/-999;4726.9;4.79539e-14;1.41461e-14;1.78526e-14;1.12889e-14;-9.990E+02;9.65059e-14;3.05123e-14;-9.990E+02;1.8114e-14;-5.33813e-11;2.39271e-13
03:09:49.946;+01:13:36.240;5.95E+20;0.8;-999/-999;882.6;9.87545e-14;4.70983e-14;1.33491e-13;7.6866e-14;-9.990E+02;0;-1.14078e-10;5.26372e-13;1.17341e-13;9.82804e-14;-9.990E+02
03:18:17.445;-00:17:47.838;5.11E+20;0.025;+0.17/-0.14;10190.3;1.55151e-13;1.50566e-14;9.4139e-15;3.74721e-15;-9.990E+02;1.07533e-13;1.63085e-14;-9.990E+02;2.2938e-13;3.04418e-14;-9.990E+02
03:18:29.285;-00:15:11.216;5.15E+20;0.8;-999/-999;22674.2;7.44031e-15;2.82055e-15;1.82443e-15;1.9578e-15;-9.990E+02;1.37158e-14;6.13363e-15;-9.990E+02;3.38817e-15;3.63587e-15;-9.990E+02
03:18:19.993;-00:13:27.789;5.15E+20;0.8;-999/-999;21439.4;8.24046e-15;2.969e-15;6.92789e-15;3.80903e-15;-9.990E+02;5.787e-15;3.92976e-15;-9.990E+02;8.57725e-15;5.82452e-15;-9.990E+02
03:18:45.024;-00:18:47.740;5.13E+20;0.660;+0.24/-0.18;9612.3;6.90648e-14;8.55088e-15;1.31194e-14;4.81823e-15;-9.990E+02;8.60803e-14;1.4332e-14;-9.990E+02;7.84798e-14;1.69797e-14;-9.990E+02
03:18:36.372;-00:22:13.993;5.08E+20;0.969;+0.27/-0.20;8889.4;5.04402e-14;6.70644e-15;1.47183e-14;5.56641e-15;-9.990E+02;8.78545e-14;1.47455e-14;-9.990E+02;5.04557e-14;1.3415e-14;-9.990E+02
03:18:04.304;-00:15:14.457;5.13E+20;0.8;-999/-999;22050.5;1.55789e-14;4.00599e-15;5.55137e-15;3.36456e-15;-9.990E+02;2.39339e-14;-9.83839e-12;2.3e-14;4.6443e-14;1.32115e-14;-9.990E+02
03:18:08.006;-00:25:17.124;4.89E+20;1.265;+0.17/-0.14;6567.6;1.12487e-13;9.00287e-15;1.33018e-13;1.7572e-14;-9.990E+02;1.84235e-13;2.16337e-14;-9.990E+02;9.94779e-14;1.86809e-14;-9.990E+02
03:17:57.019;-00:10:03.881;5.18E+20;0.8;-999/-999;15727.5;4.47553e-14;6.98373e-15;3.51667e-14;8.62679e-15;-9.990E+02;3.29823e-14;9.40631e-15;-9.990E+02;4.88694e-14;1.39372e-14;-9.990E+02
03:17:53.120;-00:10:43.513;5.17E+20;0.8;-999/-999;15109.1;4.52007e-14;7.12992e-15;4.03324e-14;9.40215e-15;-9.990E+02;4.03657e-14;1.07192e-14;-9.990E+02;2.99187e-14;1.12384e-14;-9.990E+02
03:17:40.056;-00:15:54.821;5.13E+20;0.8;-999/-999;18328.2;2.7582e-14;5.78643e-15;4.50449e-15;3.34711e-15;-9.990E+02;2.8253e-14;9.09421e-15;-9.990E+02;5.0261e-14;1.48663e-14;-9.990E+02
03:17:32.768;-00:17:45.121;4.97E+20;0.235;+0.24/-0.19;13282.1;1.09652e-13;1.445e-14;3.99818e-14;9.4358e-15;-9.990E+02;4.57663e-14;1.25365e-14;-9.990E+02;1.48461e-13;2.89855e-14;-9.990E+02
