RA;DEC;countrates_0.3-10keV(ph.s-1);countrates_error_0.3-10keV(ph.s-1);exposure_time(s);countrates_0.3-1keV(ph.s-1);countrates_error_0.3-1keV(ph.s-1);upper_limit_0.3-1keV(ph.s-1);countrates_1-2keV(ph.s-1);countrates_error_1-2keV(ph.s-1);upper_limit_1-2keV(ph.s-1);countrates_2-10keV(ph.s-1);countrates_error_2-10keV(ph.s-1);upper_limit_2-10keV(ph.s-1)
00:10:34.510;-00:29:13.380;9.955E-04;2.900E-04;18947.9;2.212E-04;1.387E-04;-9.990E+02;4.424E-04;1.954E-04;-9.990E+02;3.318E-04;1.639E-04;-9.990E+02
00:10:21.803;-00:36:57.020;2.263E-03;4.200E-04;19773.7;9.902E-04;2.800E-04;-9.990E+02;7.074E-04;2.380E-04;-9.990E+02;5.659E-04;2.100E-04;-9.990E+02
00:11:25.904;-00:28:43.625;1.684E-03;3.800E-04;19105.3;5.614E-04;2.211E-04;-9.990E+02;7.017E-04;2.487E-04;-9.990E+02;4.211E-04;1.935E-04;-9.990E+02
00:10:47.246;-00:23:41.278;9.082E-04;3.000E-04;19250.3;6.055E-04;2.400E-04;-9.990E+02;1.514E-04;1.200E-04;-9.990E+02;1.514E-04;1.200E-04;-9.990E+02
00:10:41.285;-00:20:25.001;2.998E-03;5.800E-04;13329.0;1.090E-03;3.480E-04;-9.990E+02;1.090E-03;3.480E-04;-9.990E+02;8.177E-04;2.992E-04;-9.990E+02
02:04:31.458;+00:23:58.420;5.301E-03;1.000E-03;6913.5;2.916E-03;7.333E-04;-9.990E+02;1.590E-03;5.333E-04;-9.990E+02;7.952E-04;3.733E-04;-9.990E+02
02:04:24.092;+00:25:10.453;4.025E-03;8.600E-04;6740.5;2.516E-03;6.800E-04;-9.990E+02;5.032E-04;3.100E-04;-9.990E+02;1.006E-03;4.300E-04;-9.990E+02
02:04:42.517;+00:25:39.320;1.814E-03;6.100E-04;6747.4;9.075E-04;4.329E-04;-9.990E+02;2.268E-04;-6.094E-01;3.000E-03;9.075E-04;4.329E-04;-9.990E+02
02:04:37.653;+00:20:34.703;1.924E-03;6.300E-04;6793.6;1.444E-03;5.421E-04;-9.990E+02;2.405E-04;2.198E-04;-9.990E+02;2.405E-04;2.198E-04;-9.990E+02
02:04:29.776;+00:18:17.605;1.935E-03;6.300E-04;7184.6;3.226E-04;2.533E-04;-9.990E+02;9.677E-04;4.416E-04;-9.990E+02;6.452E-04;3.637E-04;-9.990E+02
02:04:02.088;+00:25:45.112;1.831E-03;6.100E-04;7305.4;6.868E-04;3.715E-04;-9.990E+02;6.868E-04;3.715E-04;-9.990E+02;4.577E-04;3.050E-04;-9.990E+02
03:49:00.557;-00:54:48.415;2.370E-03;1.800E-04;91769.3;6.076E-04;9.000E-05;-9.990E+02;8.812E-04;1.064E-04;-9.990E+02;8.812E-04;1.064E-04;-9.990E+02
03:49:03.825;-00:53:49.550;2.984E-04;7.800E-05;86742.1;7.959E-05;4.063E-05;-9.990E+02;5.969E-05;3.494E-05;-9.990E+02;1.592E-04;5.687E-05;-9.990E+02
03:48:55.997;-00:54:40.088;2.827E-04;7.900E-05;93601.9;4.712E-05;3.209E-05;-9.990E+02;1.728E-04;6.172E-05;-9.990E+02;6.283E-05;3.703E-05;-9.990E+02
03:48:51.744;-00:54:12.675;2.845E-04;8.000E-05;92014.7;8.127E-05;4.235E-05;-9.990E+02;1.422E-04;5.647E-05;-9.990E+02;6.095E-05;3.671E-05;-9.990E+02
03:48:51.445;-00:55:34.763;2.076E-04;7.200E-05;92688.6;3.774E-05;3.072E-05;-9.990E+02;3.774E-05;3.072E-05;-9.990E+02;1.321E-04;5.760E-05;-9.990E+02
03:48:53.230;-00:53:35.420;2.603E-04;7.600E-05;92061.0;1.301E-04;5.387E-05;-9.990E+02;4.338E-05;3.078E-05;-9.990E+02;8.676E-05;4.329E-05;-9.990E+02
03:48:50.109;-00:54:00.706;3.805E-04;8.900E-05;91043.4;2.927E-05;2.466E-05;-9.990E+02;2.342E-04;6.970E-05;-9.990E+02;1.171E-04;4.933E-05;-9.990E+02
03:48:46.911;-00:54:27.186;1.082E-03;1.300E-04;88730.3;1.731E-04;5.047E-05;-9.990E+02;5.626E-04;9.176E-05;-9.990E+02;3.463E-04;7.188E-05;-9.990E+02
03:49:20.559;-00:55:03.118;7.754E-04;1.200E-04;66270.0;1.108E-04;4.629E-05;-9.990E+02;3.693E-04;8.486E-05;-9.990E+02;2.955E-04;7.629E-05;-9.990E+02
03:48:49.999;-00:58:34.154;2.870E-04;8.400E-05;88184.8;2.597E-04;7.636E-05;-9.990E+02;1.367E-04;-8.392E-02;9.055E-05;2.733E-05;2.596E-05;-9.990E+02
03:49:09.415;-00:50:44.040;1.077E-03;1.400E-04;61092.5;2.694E-04;7.187E-05;-9.990E+02;5.387E-04;1.027E-04;-9.990E+02;2.694E-04;7.187E-05;-9.990E+02
03:48:58.147;-01:00:59.564;2.841E-04;8.100E-05;93819.8;5.979E-05;3.801E-05;-9.990E+02;1.495E-04;6.044E-05;-9.990E+02;7.478E-05;4.299E-05;-9.990E+02
03:48:57.274;-01:01:51.908;5.688E-04;1.100E-04;91018.7;9.809E-05;4.659E-05;-9.990E+02;2.354E-04;7.118E-05;-9.990E+02;2.354E-04;7.118E-05;-9.990E+02
03:49:04.148;-01:02:20.654;2.496E-04;7.900E-05;89825.2;9.073E-05;4.668E-05;-9.990E+02;4.538E-05;3.304E-05;-9.990E+02;1.134E-04;5.243E-05;-9.990E+02
03:48:34.769;-00:57:39.237;8.275E-04;1.300E-04;85355.2;3.009E-04;7.800E-05;-9.990E+02;2.508E-04;7.150E-05;-9.990E+02;2.758E-04;7.150E-05;-9.990E+02
03:48:32.384;-00:53:59.732;1.435E-03;1.600E-04;86495.5;4.859E-04;9.035E-05;-9.990E+02;5.323E-04;9.412E-05;-9.990E+02;4.166E-04;8.376E-05;-9.990E+02
03:48:39.686;-01:00:24.776;2.606E-04;8.200E-05;91953.1;4.009E-05;3.075E-05;-9.990E+02;1.002E-04;4.852E-05;-9.990E+02;1.203E-04;5.330E-05;-9.990E+02
03:48:47.044;-00:48:02.181;5.711E-04;1.100E-04;60160.0;2.538E-04;7.187E-05;-9.990E+02;1.904E-04;6.160E-05;-9.990E+02;1.269E-04;5.060E-05;-9.990E+02
03:49:18.973;-01:02:35.153;5.905E-04;1.100E-04;77739.8;8.435E-05;4.321E-05;-9.990E+02;1.688E-04;6.050E-05;-9.990E+02;3.374E-04;8.643E-05;-9.990E+02
03:48:47.672;-00:47:34.536;2.024E-03;1.900E-04;49438.6;5.223E-04;9.952E-05;-9.990E+02;9.141E-04;1.267E-04;-9.990E+02;5.877E-04;9.952E-05;-9.990E+02
03:48:29.068;-00:53:45.911;2.732E-04;8.400E-05;87001.7;1.366E-04;5.880E-05;-9.990E+02;2.732E-05;2.596E-05;-9.990E+02;1.093E-04;5.269E-05;-9.990E+02
03:48:27.861;-00:54:55.976;5.066E-04;1.100E-04;85480.6;5.629E-05;3.593E-05;-9.990E+02;2.252E-04;7.260E-05;-9.990E+02;2.252E-04;7.260E-05;-9.990E+02
03:49:34.192;-00:50:56.998;1.350E-02;5.400E-04;13895.2;3.001E-03;2.579E-04;-9.990E+02;6.002E-03;3.627E-04;-9.990E+02;4.501E-03;3.143E-04;-9.990E+02
03:48:30.608;-00:50:34.482;1.112E-03;1.500E-04;67314.1;1.779E-04;5.870E-05;-9.990E+02;4.003E-04;9.130E-05;-9.990E+02;5.337E-04;1.043E-04;-9.990E+02
03:48:26.426;-00:56:54.351;3.244E-04;9.000E-05;88999.1;1.622E-04;6.218E-05;-9.990E+02;9.729E-05;4.827E-05;-9.990E+02;6.489E-05;3.927E-05;-9.990E+02
03:48:26.564;-00:52:47.048;8.102E-03;3.500E-04;80769.2;2.084E-03;1.847E-04;-9.990E+02;3.091E-03;2.236E-04;-9.990E+02;2.927E-03;2.139E-04;-9.990E+02
03:48:55.973;-01:04:38.439;2.748E-03;2.100E-04;86847.1;7.208E-04;1.050E-04;-9.990E+02;9.910E-04;1.275E-04;-9.990E+02;1.036E-03;1.275E-04;-9.990E+02
03:48:49.253;-01:04:35.897;1.515E-03;1.700E-04;85758.5;4.677E-04;9.273E-05;-9.990E+02;5.123E-04;1.005E-04;-9.990E+02;5.345E-04;1.005E-04;-9.990E+02
03:48:24.660;-00:57:10.717;9.819E-04;1.400E-04;83596.3;1.785E-04;6.000E-05;-9.990E+02;2.380E-04;6.667E-05;-9.990E+02;5.652E-04;1.067E-04;-9.990E+02
03:48:44.670;-01:04:38.651;2.801E-04;8.900E-05;84858.0;1.200E-04;5.812E-05;-9.990E+02;6.789E-05;-8.891E-02;2.645E-04;1.600E-04;6.720E-05;-9.990E+02
03:48:48.184;-01:05:09.507;7.361E-04;1.300E-04;83928.7;2.265E-04;7.526E-05;-9.990E+02;3.114E-04;8.211E-05;-9.990E+02;1.982E-04;6.774E-05;-9.990E+02
03:48:32.242;-01:02:56.649;5.752E-04;1.200E-04;80967.8;1.770E-04;-1.199E-01;3.452E-04;2.092E-04;7.292E-05;-9.990E+02;3.662E-04;9.231E-05;-9.990E+02
03:48:26.727;-01:01:55.507;5.397E-04;1.200E-04;80237.9;6.746E-05;4.200E-05;-9.990E+02;3.373E-04;9.750E-05;-9.990E+02;1.349E-04;6.000E-05;-9.990E+02
03:48:34.782;-01:03:59.027;3.844E-04;1.000E-04;82604.8;1.709E-04;6.500E-05;-9.990E+02;1.281E-04;5.667E-05;-9.990E+02;8.544E-05;4.583E-05;-9.990E+02
03:48:45.799;-01:06:02.040;4.437E-04;1.100E-04;77420.1;4.931E-05;3.554E-05;-9.990E+02;9.861E-05;5.077E-05;-9.990E+02;2.958E-04;8.462E-05;-9.990E+02
03:48:42.300;-01:05:44.178;1.029E-03;1.500E-04;78805.0;1.930E-04;6.441E-05;-9.990E+02;5.790E-04;1.147E-04;-9.990E+02;2.573E-04;7.412E-05;-9.990E+02
03:48:19.524;-00:50:55.751;9.900E-04;1.600E-04;46368.2;2.200E-04;7.619E-05;-9.990E+02;4.399E-04;1.067E-04;-9.990E+02;3.299E-04;9.143E-05;-9.990E+02
03:49:24.359;-01:05:57.651;4.076E-03;2.900E-04;42498.5;3.305E-04;8.286E-05;-9.990E+02;2.093E-03;2.071E-04;-9.990E+02;1.652E-03;1.906E-04;-9.990E+02
03:48:23.310;-00:48:37.155;1.979E-03;2.400E-04;32393.3;6.596E-04;1.371E-04;-9.990E+02;6.596E-04;1.371E-04;-9.990E+02;6.596E-04;1.371E-04;-9.990E+02
03:48:57.474;-01:07:25.334;8.544E-04;1.500E-04;67580.1;1.899E-04;7.143E-05;-9.990E+02;2.848E-04;8.571E-05;-9.990E+02;3.797E-04;1.000E-04;-9.990E+02
03:49:06.131;-01:07:36.564;4.296E-03;3.100E-04;45700.4;1.637E-03;1.894E-04;-9.990E+02;1.330E-03;1.722E-04;-9.990E+02;1.330E-03;1.722E-04;-9.990E+02
03:48:15.056;-00:51:44.133;1.295E-03;1.900E-04;43929.4;1.992E-04;7.464E-05;-9.990E+02;3.983E-04;1.086E-04;-9.990E+02;6.972E-04;1.425E-04;-9.990E+02
03:48:19.379;-01:02:49.220;1.556E-03;2.000E-04;71761.3;4.342E-04;1.083E-04;-9.990E+02;5.427E-04;1.167E-04;-9.990E+02;5.789E-04;1.250E-04;-9.990E+02
03:48:13.264;-01:00:14.854;1.056E-03;1.700E-04;67190.6;3.519E-04;9.881E-05;-9.990E+02;4.691E-04;1.169E-04;-9.990E+02;2.346E-04;8.075E-05;-9.990E+02
03:49:17.718;-01:08:38.211;7.849E-03;4.900E-04;18144.4;2.415E-03;2.713E-04;-9.990E+02;4.228E-03;3.588E-04;-9.990E+02;1.208E-03;1.925E-04;-9.990E+02
03:48:57.873;-01:09:38.834;7.490E-03;4.500E-04;32893.1;2.724E-03;2.735E-04;-9.990E+02;2.043E-03;2.382E-04;-9.990E+02;2.724E-03;2.735E-04;-9.990E+02
03:48:31.365;-01:09:39.318;1.895E-03;2.800E-04;45340.1;2.917E-04;1.135E-04;-9.990E+02;5.832E-04;1.589E-04;-9.990E+02;1.021E-03;2.043E-04;-9.990E+02
21:59:54.555;-00:21:49.390;7.278E-03;1.300E-03;5526.0;1.985E-03;6.789E-04;-9.990E+02;3.971E-03;9.389E-04;-9.990E+02;1.324E-03;5.561E-04;-9.990E+02
21:59:45.860;-00:27:05.648;3.402E-03;9.200E-04;5059.1;1.361E-03;5.704E-04;-9.990E+02;1.361E-03;5.704E-04;-9.990E+02;6.806E-04;3.987E-04;-9.990E+02
21:59:42.698;-00:13:30.904;3.175E-03;9.400E-04;5273.8;1.270E-03;-9.391E-01;4.193E-03;2.539E-03;8.057E-04;-9.990E+02;6.349E-04;4.163E-04;-9.990E+02
22:00:34.163;-00:28:21.599;8.477E-03;1.500E-03;4275.0;3.391E-03;9.783E-04;-9.990E+02;3.391E-03;9.783E-04;-9.990E+02;1.695E-03;6.522E-04;-9.990E+02
01:22:24.232;+00:56:49.819;1.736E-03;3.700E-04;18885.5;5.786E-04;2.126E-04;-9.990E+02;8.679E-04;2.598E-04;-9.990E+02;2.893E-04;1.496E-04;-9.990E+02
01:22:26.640;+00:56:03.014;1.548E-03;3.500E-04;19181.2;4.888E-04;1.969E-04;-9.990E+02;6.518E-04;2.260E-04;-9.990E+02;4.074E-04;1.750E-04;-9.990E+02
01:22:20.975;+00:59:05.707;1.143E-03;3.100E-04;17885.4;2.078E-04;1.351E-04;-9.990E+02;2.078E-04;1.351E-04;-9.990E+02;7.274E-04;2.464E-04;-9.990E+02
01:22:41.100;+00:54:11.236;1.746E-03;3.900E-04;15796.3;9.402E-04;2.852E-04;-9.990E+02;1.343E-04;1.048E-04;-9.990E+02;6.714E-04;2.387E-04;-9.990E+02
01:22:30.783;+01:03:07.829;1.041E-03;3.100E-04;17759.4;6.075E-04;2.339E-04;-9.990E+02;2.603E-04;1.523E-04;-9.990E+02;1.735E-04;1.251E-04;-9.990E+02
01:21:54.113;+01:01:22.701;6.885E-04;2.600E-04;18710.0;2.950E-04;1.712E-04;-9.990E+02;1.967E-04;1.395E-04;-9.990E+02;1.967E-04;1.395E-04;-9.990E+02
01:22:31.162;+00:48:09.066;2.080E-03;4.400E-04;13908.3;6.239E-04;2.430E-04;-9.990E+02;1.040E-03;3.152E-04;-9.990E+02;4.160E-04;1.970E-04;-9.990E+02
01:21:39.242;+00:57:56.260;1.408E-03;3.600E-04;18906.9;7.821E-04;2.645E-04;-9.990E+02;3.128E-04;1.690E-04;-9.990E+02;3.128E-04;1.690E-04;-9.990E+02
01:22:54.482;+01:01:08.702;3.808E-03;6.000E-04;10178.2;2.176E-03;4.519E-04;-9.990E+02;1.088E-03;3.185E-04;-9.990E+02;5.441E-04;2.296E-04;-9.990E+02
01:21:59.471;+01:06:49.610;9.940E-04;3.200E-04;17655.1;5.679E-04;-3.197E-01;9.346E-04;5.678E-04;2.451E-04;-9.990E+02;4.259E-04;2.111E-04;-9.990E+02
01:21:34.148;+00:52:38.139;2.913E-03;5.300E-04;16348.8;1.028E-03;3.167E-04;-9.990E+02;1.028E-03;3.167E-04;-9.990E+02;8.568E-04;2.909E-04;-9.990E+02
01:21:15.929;+00:52:34.862;1.656E-02;1.600E-03;4808.4;3.313E-03;7.326E-04;-9.990E+02;6.626E-03;1.011E-03;-9.990E+02;6.626E-03;1.011E-03;-9.990E+02
01:10:24.588;-00:15:42.791;1.852E-03;4.000E-04;16288.4;9.802E-04;2.909E-04;-9.990E+02;5.448E-04;2.182E-04;-9.990E+02;3.269E-04;1.673E-04;-9.990E+02
01:10:31.036;-00:16:08.564;1.326E-03;3.400E-04;17169.5;3.314E-04;1.632E-04;-9.990E+02;6.627E-04;2.448E-04;-9.990E+02;3.314E-04;1.632E-04;-9.990E+02
01:10:15.056;-00:10:36.576;8.896E-04;2.900E-04;16834.6;3.337E-04;1.776E-04;-9.990E+02;3.337E-04;1.776E-04;-9.990E+02;2.224E-04;1.420E-04;-9.990E+02
01:10:25.222;-00:23:29.577;1.202E-03;3.300E-04;17129.6;6.010E-04;2.338E-04;-9.990E+02;3.005E-04;1.650E-04;-9.990E+02;3.005E-04;1.650E-04;-9.990E+02
01:10:49.557;-00:11:02.270;1.569E-03;3.900E-04;17619.2;1.045E-04;1.020E-04;-9.990E+02;6.272E-04;2.460E-04;-9.990E+02;8.363E-04;2.880E-04;-9.990E+02
01:10:29.323;-00:25:18.102;1.568E-03;3.900E-04;13710.4;2.240E-04;1.437E-04;-9.990E+02;2.240E-04;1.437E-04;-9.990E+02;1.120E-03;3.284E-04;-9.990E+02
01:10:40.043;-00:24:34.683;4.027E-03;5.900E-04;13861.3;1.576E-03;3.717E-04;-9.990E+02;1.751E-03;3.894E-04;-9.990E+02;7.005E-04;2.478E-04;-9.990E+02
01:10:12.027;-00:07:55.911;5.466E-03;7.100E-04;15665.9;4.049E-04;1.917E-04;-9.990E+02;2.430E-03;4.757E-04;-9.990E+02;2.632E-03;4.970E-04;-9.990E+02
01:10:35.850;-00:07:46.009;1.650E-03;4.000E-04;17186.0;6.188E-04;2.462E-04;-9.990E+02;8.249E-04;2.769E-04;-9.990E+02;2.063E-04;1.385E-04;-9.990E+02
01:10:56.247;-00:11:15.470;6.939E-04;2.700E-04;16740.3;2.602E-04;-2.697E-01;9.162E-04;1.388E-04;1.185E-04;-9.990E+02;5.551E-04;2.437E-04;-9.990E+02
01:10:59.887;-00:12:41.118;9.059E-04;3.100E-04;16072.1;1.006E-04;1.033E-04;-9.990E+02;2.013E-04;1.468E-04;-9.990E+02;6.038E-04;2.502E-04;-9.990E+02
01:11:04.917;-00:16:28.007;2.190E-03;4.700E-04;12125.7;2.433E-04;-4.695E-01;1.806E-03;5.474E-04;2.319E-04;-9.990E+02;1.642E-03;4.073E-04;-9.990E+02
01:10:18.631;-00:06:36.637;1.005E-03;3.300E-04;16486.3;6.028E-04;2.514E-04;-9.990E+02;4.020E-04;2.043E-04;-9.990E+02;7.534E-04;-3.297E-01;1.323E-03
01:09:37.905;-00:14:58.554;4.295E-03;6.700E-04;10305.5;1.227E-03;3.547E-04;-9.990E+02;2.453E-03;5.045E-04;-9.990E+02;6.134E-04;2.522E-04;-9.990E+02
01:26:58.792;-01:14:17.856;6.353E-03;1.300E-03;4263.0;1.694E-03;6.568E-04;-9.990E+02;1.270E-03;5.679E-04;-9.990E+02;3.388E-03;9.579E-04;-9.990E+02
01:26:42.217;-01:14:06.962;1.424E-02;2.000E-03;4669.6;7.949E-03;1.517E-03;-9.990E+02;4.968E-03;1.172E-03;-9.990E+02;1.324E-03;6.207E-04;-9.990E+02
01:26:32.964;-01:12:19.438;2.660E-03;9.100E-04;4402.2;1.773E-03;7.494E-04;-9.990E+02;8.867E-04;5.299E-04;-9.990E+02;2.474E-04;-9.091E-01;2.928E-03
01:26:27.323;-01:18:13.705;2.541E-03;9.000E-04;4816.6;2.541E-03;9.000E-04;-9.990E+02;8.471E-04;-8.991E-01;5.594E-03;2.363E-04;-8.991E-01;5.594E-03
01:27:22.793;-01:15:59.595;2.382E-03;8.800E-04;4795.6;1.191E-03;6.380E-04;-9.990E+02;1.191E-03;6.380E-04;-9.990E+02;2.215E-04;-8.791E-01;3.932E-03
01:06:55.217;-00:25:11.831;6.246E-03;2.000E-03;2203.2;3.902E-03;1.568E-03;-9.990E+02;7.805E-04;7.027E-04;-9.990E+02;1.561E-03;1.027E-03;-9.990E+02
01:06:03.146;-00:21:39.167;4.920E-03;1.800E-03;1908.0;4.920E-03;1.800E-03;-9.990E+02;6.148E-04;-1.798E+00;6.480E-03;1.230E-03;-1.798E+00;6.480E-03
01:07:04.619;-00:23:12.571;6.932E-03;2.100E-03;2201.9;3.466E-03;1.547E-03;-9.990E+02;8.662E-04;-2.098E+00;2.289E-02;3.466E-03;1.547E-03;-9.990E+02
01:56:31.132;-00:27:50.417;2.182E-03;9.300E-04;3550.2;0.000E+00;-9.291E-01;2.402E-03;1.818E-03;8.636E-04;-9.990E+02;3.636E-04;3.919E-04;-9.990E+02
01:56:57.979;-00:25:57.657;2.751E-03;1.100E-03;3551.3;6.878E-04;5.638E-04;-9.990E+02;1.376E-03;8.250E-04;-9.990E+02;6.878E-04;5.638E-04;-9.990E+02
01:56:47.298;-00:21:12.482;2.350E-02;3.100E-03;2478.9;1.567E-02;2.502E-03;-9.990E+02;7.834E-03;1.795E-03;-9.990E+02;5.876E-03;-3.097E+00;7.392E-03
01:58:04.809;-00:50:00.352;1.075E-03;1.400E-04;83934.6;3.289E-04;7.622E-05;-9.990E+02;3.947E-04;8.556E-05;-9.990E+02;3.508E-04;7.778E-05;-9.990E+02
01:58:12.778;-00:54:28.457;3.023E-04;8.800E-05;83601.2;5.038E-05;3.540E-05;-9.990E+02;5.038E-05;3.540E-05;-9.990E+02;2.015E-04;7.182E-05;-9.990E+02
01:58:05.570;-00:54:03.484;3.257E-03;2.200E-04;81985.0;1.295E-03;1.336E-04;-9.990E+02;1.275E-03;1.336E-04;-9.990E+02;6.867E-04;1.021E-04;-9.990E+02
01:58:26.177;-00:51:36.633;3.842E-04;9.500E-05;85772.4;1.011E-04;4.664E-05;-9.990E+02;1.213E-04;5.182E-05;-9.990E+02;1.618E-04;5.959E-05;-9.990E+02
01:58:13.924;-00:47:38.383;2.642E-04;8.200E-05;83475.7;1.555E-04;6.478E-05;-9.990E+02;3.109E-05;2.870E-05;-9.990E+02;7.770E-05;4.592E-05;-9.990E+02
01:58:06.368;-00:55:06.410;2.756E-04;8.500E-05;83928.6;1.470E-04;6.198E-05;-9.990E+02;9.189E-05;4.958E-05;-9.990E+02;3.675E-05;3.099E-05;-9.990E+02
01:58:25.227;-00:48:44.824;1.265E-03;1.600E-04;88254.1;5.268E-04;1.035E-04;-9.990E+02;4.391E-04;9.318E-05;-9.990E+02;2.985E-04;7.718E-05;-9.990E+02
01:58:23.327;-00:48:18.987;2.218E-04;7.600E-05;87759.1;1.008E-04;5.099E-05;-9.990E+02;2.016E-05;2.309E-05;-9.990E+02;1.008E-04;5.099E-05;-9.990E+02
01:58:27.461;-00:54:12.528;2.977E-04;8.600E-05;85201.7;4.579E-05;3.440E-05;-9.990E+02;9.156E-05;4.873E-05;-9.990E+02;1.603E-04;6.450E-05;-9.990E+02
01:58:21.480;-00:56:09.427;4.038E-04;9.700E-05;86477.9;1.121E-04;5.196E-05;-9.990E+02;1.121E-04;5.196E-05;-9.990E+02;1.795E-04;6.513E-05;-9.990E+02
01:58:35.372;-00:52:34.024;4.345E-04;9.800E-05;85301.5;4.138E-05;2.940E-05;-9.990E+02;1.862E-04;6.125E-05;-9.990E+02;2.069E-04;6.737E-05;-9.990E+02
01:58:07.085;-00:57:50.918;5.892E-04;1.100E-04;85635.0;2.306E-04;6.875E-05;-9.990E+02;1.537E-04;5.706E-05;-9.990E+02;2.050E-04;6.531E-05;-9.990E+02
01:58:09.962;-00:44:40.046;2.631E-04;8.400E-05;81464.4;1.169E-04;5.422E-05;-9.990E+02;2.923E-05;2.673E-05;-9.990E+02;1.169E-04;5.422E-05;-9.990E+02
01:57:49.299;-00:56:06.753;3.367E-04;9.200E-05;85946.0;1.683E-04;6.309E-05;-9.990E+02;1.262E-04;5.454E-05;-9.990E+02;4.208E-05;3.154E-05;-9.990E+02
01:58:27.645;-00:56:50.875;2.812E-04;8.400E-05;85433.8;9.376E-05;4.956E-05;-9.990E+02;9.376E-05;4.956E-05;-9.990E+02;9.376E-05;4.956E-05;-9.990E+02
01:58:06.569;-00:58:42.496;6.195E-04;1.200E-04;84479.8;3.407E-04;9.000E-05;-9.990E+02;1.858E-04;6.375E-05;-9.990E+02;9.292E-05;4.500E-05;-9.990E+02
01:58:40.793;-00:52:54.273;6.040E-04;1.200E-04;68454.9;8.053E-05;4.306E-05;-9.990E+02;2.818E-04;7.765E-05;-9.990E+02;2.416E-04;7.765E-05;-9.990E+02
01:58:15.925;-00:58:53.575;2.742E-04;8.500E-05;83689.3;2.493E-05;2.479E-05;-9.990E+02;9.974E-05;4.958E-05;-9.990E+02;1.496E-04;6.092E-05;-9.990E+02
01:58:04.918;-00:58:58.088;4.892E-04;1.100E-04;85435.3;1.747E-04;6.515E-05;-9.990E+02;2.446E-04;7.700E-05;-9.990E+02;6.988E-05;4.146E-05;-9.990E+02
01:58:03.667;-00:59:00.302;3.057E-04;9.300E-05;86463.0;1.019E-04;5.270E-05;-9.990E+02;1.529E-04;6.432E-05;-9.990E+02;5.096E-05;3.720E-05;-9.990E+02
01:58:07.565;-00:59:03.280;3.370E-04;9.600E-05;84798.9;6.127E-05;4.276E-05;-9.990E+02;1.226E-04;6.022E-05;-9.990E+02;1.532E-04;6.720E-05;-9.990E+02
01:58:01.697;-00:43:28.803;4.693E-04;1.100E-04;78402.9;1.564E-04;6.600E-05;-9.990E+02;5.215E-05;3.800E-05;-9.990E+02;2.608E-04;8.500E-05;-9.990E+02
01:58:39.585;-00:47:20.487;1.246E-03;1.600E-04;63627.7;2.493E-04;7.086E-05;-9.990E+02;4.985E-04;9.905E-05;-9.990E+02;4.985E-04;9.905E-05;-9.990E+02
01:58:37.152;-00:46:23.141;1.071E-03;1.500E-04;64955.2;2.328E-04;6.818E-05;-9.990E+02;3.725E-04;8.864E-05;-9.990E+02;4.656E-04;9.545E-05;-9.990E+02
01:57:58.985;-00:43:27.072;2.387E-03;2.100E-04;75962.4;9.972E-04;1.365E-04;-9.990E+02;9.617E-04;1.365E-04;-9.990E+02;4.274E-04;8.820E-05;-9.990E+02
01:57:59.277;-00:43:03.087;8.181E-04;1.400E-04;73025.5;4.091E-04;1.050E-04;-9.990E+02;2.046E-04;7.175E-05;-9.990E+02;2.046E-04;7.175E-05;-9.990E+02
01:57:48.564;-00:58:12.169;4.263E-04;1.000E-04;85472.4;7.994E-05;4.357E-05;-9.990E+02;1.599E-04;6.214E-05;-9.990E+02;1.865E-04;6.714E-05;-9.990E+02
01:57:57.864;-00:43:03.461;6.392E-04;1.300E-04;72932.9;3.195E-04;9.176E-05;-9.990E+02;2.797E-04;8.412E-05;-9.990E+02;3.995E-05;3.135E-05;-9.990E+02
01:58:00.879;-01:00:01.303;7.213E-04;1.300E-04;85056.5;2.774E-05;2.528E-05;-9.990E+02;4.439E-04;1.011E-04;-9.990E+02;2.497E-04;7.222E-05;-9.990E+02
01:57:33.809;-00:48:22.628;2.644E-03;2.200E-04;81730.2;1.347E-03;1.571E-04;-9.990E+02;8.646E-04;1.257E-04;-9.990E+02;4.323E-04;8.643E-05;-9.990E+02
01:57:33.375;-00:47:54.285;4.354E-04;1.100E-04;81027.2;7.257E-05;4.495E-05;-9.990E+02;3.629E-04;9.935E-05;-9.990E+02;7.117E-05;-1.099E-01;4.803E-04
01:58:32.319;-00:42:37.922;7.008E-03;3.700E-04;35045.2;1.868E-03;1.934E-04;-9.990E+02;2.646E-03;2.270E-04;-9.990E+02;2.492E-03;2.186E-04;-9.990E+02
01:58:51.341;-00:53:10.573;1.469E-03;1.900E-04;41408.5;6.294E-04;1.221E-04;-9.990E+02;6.294E-04;1.221E-04;-9.990E+02;2.099E-04;7.464E-05;-9.990E+02
01:58:22.581;-00:41:20.586;3.035E-03;2.600E-04;37665.1;7.585E-04;1.261E-04;-9.990E+02;1.084E-03;1.497E-04;-9.990E+02;1.192E-03;1.576E-04;-9.990E+02
01:58:51.324;-00:49:10.993;2.024E-03;2.200E-04;32525.9;7.358E-04;1.306E-04;-9.990E+02;9.197E-04;1.444E-04;-9.990E+02;3.679E-04;9.625E-05;-9.990E+02
01:58:01.448;-00:41:10.300;2.685E-03;2.400E-04;55214.9;1.216E-03;1.626E-04;-9.990E+02;8.105E-04;1.316E-04;-9.990E+02;6.585E-04;1.161E-04;-9.990E+02
