RA;DEC;countrates_0.3-10keV(ph.s-1);countrates_error_0.3-10keV(ph.s-1);exposure_time(s);countrates_0.3-1keV(ph.s-1);countrates_error_0.3-1keV(ph.s-1);upper_limit_0.3-1keV(ph.s-1);countrates_1-2keV(ph.s-1);countrates_error_1-2keV(ph.s-1);upper_limit_1-2keV(ph.s-1);countrates_2-10keV(ph.s-1);countrates_error_2-10keV(ph.s-1);upper_limit_2-10keV(ph.s-1)
00:56:24.480;-01:16:38.317;5.645E-03;1.500E-03;4572.8;8.684E-04;6.000E-04;-9.990E+02;3.040E-03;1.125E-03;-9.990E+02;1.737E-03;8.531E-04;-9.990E+02
00:56:19.136;-01:14:58.198;4.449E-03;1.400E-03;4684.2;4.943E-04;4.846E-04;-9.990E+02;1.977E-03;9.585E-04;-9.990E+02;1.977E-03;9.585E-04;-9.990E+02
00:56:23.004;-01:13:39.516;3.901E-03;1.400E-03;4649.6;8.670E-04;6.785E-04;-9.990E+02;1.301E-03;8.400E-04;-9.990E+02;1.734E-03;9.692E-04;-9.990E+02
00:56:16.418;-01:14:05.418;5.795E-03;1.600E-03;4642.0;4.458E-04;4.600E-04;-9.990E+02;2.674E-03;1.100E-03;-9.990E+02;2.674E-03;1.100E-03;-9.990E+02
00:56:16.922;-01:13:16.401;5.224E-03;1.500E-03;4587.3;2.177E-03;9.375E-04;-9.990E+02;1.306E-03;7.406E-04;-9.990E+02;1.741E-03;8.531E-04;-9.990E+02
00:56:13.359;-01:14:55.309;4.341E-03;1.400E-03;4462.9;2.170E-03;1.002E-03;-9.990E+02;1.627E-03;8.723E-04;-9.990E+02;5.425E-04;5.062E-04;-9.990E+02
00:56:25.869;-01:21:22.204;3.120E-03;1.200E-03;4736.2;1.560E-03;8.800E-04;-9.990E+02;1.170E-03;-1.199E+00;3.436E-03;1.560E-03;8.800E-04;-9.990E+02
00:56:03.046;-01:14:21.755;3.536E-03;1.300E-03;4647.6;1.010E-03;7.069E-04;-9.990E+02;2.526E-03;1.138E-03;-9.990E+02;1.768E-03;-1.299E+00;3.341E-03
23:44:40.573;-00:12:08.572;6.249E-03;1.200E-03;4881.5;1.785E-03;6.565E-04;-9.990E+02;2.678E-03;7.765E-04;-9.990E+02;1.785E-03;6.565E-04;-9.990E+02
23:44:44.654;-00:06:45.581;3.441E-03;9.100E-04;5492.7;1.147E-03;5.377E-04;-9.990E+02;3.824E-04;3.061E-04;-9.990E+02;1.911E-03;6.949E-04;-9.990E+02
23:44:20.701;-00:07:00.412;2.039E-03;7.400E-04;5133.8;1.224E-03;5.692E-04;-9.990E+02;4.078E-04;3.302E-04;-9.990E+02;4.078E-04;3.302E-04;-9.990E+02
23:45:02.563;-00:11:25.609;2.023E-03;7.400E-04;5146.2;1.012E-03;5.118E-04;-9.990E+02;5.057E-04;3.638E-04;-9.990E+02;5.057E-04;3.638E-04;-9.990E+02
23:45:02.300;-00:12:01.499;3.065E-03;9.000E-04;5003.4;3.831E-04;3.240E-04;-9.990E+02;1.916E-03;7.200E-04;-9.990E+02;7.663E-04;4.620E-04;-9.990E+02
23:44:26.306;-00:17:37.181;1.805E-03;7.100E-04;5204.9;3.609E-04;3.058E-04;-9.990E+02;7.220E-04;4.369E-04;-9.990E+02;7.220E-04;4.369E-04;-9.990E+02
23:44:58.339;-00:01:36.185;3.752E-03;1.000E-03;4826.6;3.002E-03;9.286E-04;-9.990E+02;7.505E-04;4.643E-04;-9.990E+02;1.501E-03;-9.990E-01;4.965E-03
20:43:17.825;-00:43:23.131;5.610E-02;1.200E-03;44772.7;1.408E-02;5.900E-04;-9.990E+02;2.465E-02;7.800E-04;-9.990E+02;1.737E-02;6.600E-04;-9.990E+02
20:43:15.040;-00:40:37.893;5.038E-03;3.900E-04;45446.9;1.142E-03;1.826E-04;-9.990E+02;2.116E-03;2.489E-04;-9.990E+02;1.780E-03;2.323E-04;-9.990E+02
20:43:06.849;-00:42:28.515;6.009E-04;1.800E-04;40150.7;2.337E-04;1.145E-04;-9.990E+02;2.003E-04;1.064E-04;-9.990E+02;1.669E-04;9.818E-05;-9.990E+02
20:43:43.454;-00:45:40.047;5.255E-04;1.600E-04;45644.2;1.433E-04;8.381E-05;-9.990E+02;1.911E-04;9.905E-05;-9.990E+02;1.911E-04;9.905E-05;-9.990E+02
20:43:04.804;-00:38:04.695;1.538E-03;2.500E-04;42129.6;4.523E-04;1.375E-04;-9.990E+02;5.881E-04;1.563E-04;-9.990E+02;4.976E-04;1.437E-04;-9.990E+02
20:43:42.575;-00:47:36.627;1.125E-03;2.200E-04;46241.9;7.789E-04;1.856E-04;-9.990E+02;3.029E-04;1.169E-04;-9.990E+02;4.327E-05;4.331E-05;-9.990E+02
20:43:37.277;-00:37:15.141;6.836E-04;1.700E-04;46296.4;1.519E-04;8.185E-05;-9.990E+02;2.658E-04;1.070E-04;-9.990E+02;2.658E-04;1.070E-04;-9.990E+02
20:43:46.177;-00:39:04.959;5.435E-04;1.600E-04;45083.8;1.630E-04;8.800E-05;-9.990E+02;3.261E-04;1.280E-04;-9.990E+02;5.435E-05;5.120E-05;-9.990E+02
20:43:01.520;-00:37:38.729;6.158E-04;1.800E-04;43326.5;2.052E-04;1.050E-04;-9.990E+02;2.052E-04;1.050E-04;-9.990E+02;2.052E-04;1.050E-04;-9.990E+02
20:42:53.877;-00:47:29.722;5.753E-04;1.700E-04;46291.2;2.655E-04;1.109E-04;-9.990E+02;4.426E-05;4.657E-05;-9.990E+02;2.655E-04;1.109E-04;-9.990E+02
20:43:44.947;-00:38:08.515;5.156E-04;1.500E-04;45596.3;2.380E-04;1.000E-04;-9.990E+02;1.587E-04;8.125E-05;-9.990E+02;1.190E-04;6.875E-05;-9.990E+02
20:43:05.197;-00:35:36.268;1.296E-03;2.300E-04;43082.3;3.455E-04;1.211E-04;-9.990E+02;4.319E-04;1.332E-04;-9.990E+02;5.183E-04;1.453E-04;-9.990E+02
20:42:50.981;-00:38:54.986;5.264E-04;1.600E-04;46909.2;1.914E-04;9.905E-05;-9.990E+02;1.436E-04;8.381E-05;-9.990E+02;1.914E-04;9.905E-05;-9.990E+02
20:43:17.704;-00:34:29.402;2.850E-03;3.300E-04;43978.5;1.116E-03;2.043E-04;-9.990E+02;1.280E-03;2.200E-04;-9.990E+02;4.544E-04;1.336E-04;-9.990E+02
20:42:57.031;-00:49:49.393;9.695E-04;2.100E-04;46012.2;1.491E-04;8.273E-05;-9.990E+02;3.356E-04;1.209E-04;-9.990E+02;4.848E-04;1.464E-04;-9.990E+02
20:42:58.057;-00:36:11.682;4.609E-04;1.600E-04;44955.1;3.292E-05;4.352E-05;-9.990E+02;9.878E-05;7.680E-05;-9.990E+02;3.292E-04;1.344E-04;-9.990E+02
20:43:27.143;-00:34:19.642;2.554E-03;3.000E-04;41125.3;9.155E-04;1.769E-04;-9.990E+02;9.155E-04;1.769E-04;-9.990E+02;7.226E-04;1.615E-04;-9.990E+02
20:43:17.150;-00:52:21.436;6.021E-04;1.800E-04;44469.7;5.474E-04;1.643E-04;-9.990E+02;2.159E-04;-1.798E-01;3.619E-04;5.474E-05;5.322E-05;-9.990E+02
20:43:38.710;-00:51:44.718;1.897E-03;2.800E-04;41902.7;8.025E-04;1.816E-04;-9.990E+02;4.377E-04;1.362E-04;-9.990E+02;6.565E-04;1.665E-04;-9.990E+02
20:43:21.276;-00:53:11.730;7.398E-04;1.900E-04;45207.3;5.380E-04;1.570E-04;-9.990E+02;1.707E-04;-1.898E-01;4.449E-04;2.018E-04;9.913E-05;-9.990E+02
20:43:23.345;-00:53:07.177;5.567E-04;1.800E-04;45631.4;4.871E-04;1.705E-04;-9.990E+02;1.285E-04;-1.798E-01;4.599E-04;6.959E-05;6.347E-05;-9.990E+02
20:42:40.170;-00:41:29.587;1.175E-03;2.300E-04;46682.6;3.917E-04;1.314E-04;-9.990E+02;4.788E-04;1.446E-04;-9.990E+02;3.047E-04;1.183E-04;-9.990E+02
20:42:53.482;-00:35:30.418;1.125E-03;2.200E-04;46664.6;4.583E-04;1.383E-04;-9.990E+02;5.000E-04;1.446E-04;-9.990E+02;1.667E-04;8.171E-05;-9.990E+02
20:42:39.422;-00:45:38.753;5.613E-04;1.800E-04;46693.9;2.590E-04;1.275E-04;-9.990E+02;4.318E-05;5.025E-05;-9.990E+02;2.590E-04;1.275E-04;-9.990E+02
20:42:58.247;-00:33:44.566;1.958E-03;2.900E-04;40337.2;4.451E-04;1.411E-04;-9.990E+02;5.341E-04;1.489E-04;-9.990E+02;9.791E-04;2.038E-04;-9.990E+02
20:43:05.879;-00:53:46.372;1.255E-03;2.500E-04;42965.9;2.511E-04;1.103E-04;-9.990E+02;3.766E-04;1.324E-04;-9.990E+02;6.277E-04;1.765E-04;-9.990E+02
20:42:48.345;-00:51:01.494;6.056E-04;1.900E-04;42726.8;2.423E-04;1.187E-04;-9.990E+02;1.817E-04;1.029E-04;-9.990E+02;1.817E-04;1.029E-04;-9.990E+02
20:42:43.210;-00:51:26.767;8.997E-04;2.300E-04;40958.2;7.994E-04;2.172E-04;-9.990E+02;4.998E-05;5.367E-05;-9.990E+02;4.998E-05;5.367E-05;-9.990E+02
20:42:42.650;-00:51:59.627;8.631E-04;2.400E-04;39296.1;5.754E-04;1.964E-04;-9.990E+02;1.439E-04;9.709E-05;-9.990E+02;1.439E-04;9.709E-05;-9.990E+02
20:42:27.541;-00:44:32.038;4.180E-03;4.500E-04;38587.0;8.223E-04;2.000E-04;-9.990E+02;1.850E-03;3.000E-04;-9.990E+02;1.508E-03;2.750E-04;-9.990E+02
01:38:46.473;-00:40:21.049;7.089E-04;2.700E-04;17176.0;1.772E-04;1.350E-04;-9.990E+02;2.659E-04;1.668E-04;-9.990E+02;2.659E-04;1.668E-04;-9.990E+02
01:38:37.830;-00:40:07.261;1.051E-03;3.200E-04;17138.0;1.910E-04;1.360E-04;-9.990E+02;4.776E-04;2.160E-04;-9.990E+02;3.821E-04;1.920E-04;-9.990E+02
01:39:16.720;-00:37:15.841;9.637E-04;3.100E-04;15367.0;4.131E-04;2.067E-04;-9.990E+02;5.507E-04;2.390E-04;-9.990E+02;3.503E-04;-3.097E-01;9.117E-04
01:38:47.065;-00:29:43.173;1.496E-03;3.900E-04;15398.6;4.988E-04;2.237E-04;-9.990E+02;4.988E-04;2.237E-04;-9.990E+02;4.988E-04;2.237E-04;-9.990E+02
01:39:27.202;-00:35:08.307;1.015E-03;3.300E-04;16277.1;3.385E-04;-3.297E-01;7.471E-04;4.512E-04;2.180E-04;-9.990E+02;5.640E-04;2.475E-04;-9.990E+02
01:38:19.342;-00:40:20.971;2.139E-03;4.600E-04;13686.3;7.779E-04;2.786E-04;-9.990E+02;1.166E-03;3.434E-04;-9.990E+02;1.945E-04;1.361E-04;-9.990E+02
01:38:18.074;-00:39:44.700;1.339E-03;3.800E-04;13325.9;3.826E-04;2.061E-04;-9.990E+02;5.739E-04;2.512E-04;-9.990E+02;3.826E-04;2.061E-04;-9.990E+02
01:39:27.265;-00:31:05.505;7.210E-04;2.900E-04;17319.7;2.060E-04;1.571E-04;-9.990E+02;2.060E-04;1.571E-04;-9.990E+02;3.091E-04;1.933E-04;-9.990E+02
01:39:14.551;-00:47:11.060;5.278E-03;7.500E-04;7121.0;6.596E-04;2.538E-04;-9.990E+02;1.319E-03;3.635E-04;-9.990E+02;3.299E-03;5.712E-04;-9.990E+02
01:39:35.834;-00:34:06.296;3.232E-03;5.800E-04;16398.1;1.191E-03;3.548E-04;-9.990E+02;1.191E-03;3.548E-04;-9.990E+02;8.507E-04;3.002E-04;-9.990E+02
01:38:54.791;-00:26:19.630;1.319E-02;1.100E-03;14973.5;5.048E-03;6.600E-04;-9.990E+02;4.396E-03;6.129E-04;-9.990E+02;3.746E-03;5.657E-04;-9.990E+02
01:39:43.802;-00:35:44.707;5.910E-03;8.400E-04;7297.5;1.970E-03;4.964E-04;-9.990E+02;2.956E-03;6.033E-04;-9.990E+02;9.849E-04;3.513E-04;-9.990E+02
02:04:41.761;+00:49:56.284;2.265E-03;6.000E-04;8066.5;6.176E-04;3.108E-04;-9.990E+02;1.647E-03;5.133E-04;-9.990E+02;0.000E+00;-5.994E-01;1.364E-03
02:05:04.147;+00:52:11.997;1.196E-03;4.700E-04;8128.8;2.394E-04;2.121E-04;-9.990E+02;4.786E-04;2.980E-04;-9.990E+02;4.786E-04;2.980E-04;-9.990E+02
02:04:45.643;+00:40:03.345;2.001E-03;6.000E-04;8368.2;7.504E-04;3.673E-04;-9.990E+02;2.501E-04;2.143E-04;-9.990E+02;1.001E-03;4.224E-04;-9.990E+02
02:05:13.577;+00:52:21.928;1.573E-03;5.400E-04;8170.4;3.933E-04;2.738E-04;-9.990E+02;1.967E-04;-5.395E-01;2.602E-03;1.180E-03;4.715E-04;-9.990E+02
02:04:17.546;+00:48:30.672;9.728E-03;1.300E-03;4042.5;4.324E-03;8.273E-04;-9.990E+02;1.081E-03;4.255E-04;-9.990E+02;4.324E-03;8.273E-04;-9.990E+02
20:35:49.962;-00:25:51.390;2.356E-03;7.900E-04;5364.8;2.618E-04;2.568E-04;-9.990E+02;5.235E-04;3.621E-04;-9.990E+02;1.571E-03;6.320E-04;-9.990E+02
20:35:55.858;-00:23:37.746;2.255E-02;2.300E-03;4599.9;3.822E-04;3.067E-04;-9.990E+02;3.059E-03;8.433E-04;-9.990E+02;1.912E-02;2.147E-03;-9.990E+02
20:35:53.472;-00:32:25.454;1.470E-03;6.400E-04;5518.6;4.901E-04;3.716E-04;-9.990E+02;2.450E-04;2.615E-04;-9.990E+02;7.350E-04;4.542E-04;-9.990E+02
20:36:40.934;-00:23:22.087;1.910E-03;8.000E-04;5518.6;1.910E-03;8.000E-04;-9.990E+02;3.184E-04;-7.992E-01;3.157E-03;9.550E-04;-7.992E-01;3.157E-03
23:18:56.737;+00:14:38.725;2.641E+00;9.100E-03;20968.4;1.091E+00;5.871E-03;-9.990E+02;9.114E-01;5.382E-03;-9.990E+02;6.392E-01;4.501E-03;-9.990E+02
23:19:10.486;+00:18:58.675;2.067E-03;3.300E-04;21470.0;6.078E-04;1.772E-04;-9.990E+02;3.647E-04;1.406E-04;-9.990E+02;1.094E-03;2.383E-04;-9.990E+02
23:18:33.200;+00:16:45.404;1.267E-03;2.700E-04;21356.2;2.816E-04;1.283E-04;-9.990E+02;4.225E-04;1.552E-04;-9.990E+02;5.632E-04;1.822E-04;-9.990E+02
23:18:34.019;+00:13:56.631;1.027E-03;2.500E-04;22111.4;4.567E-04;1.667E-04;-9.990E+02;4.567E-04;1.667E-04;-9.990E+02;1.141E-04;8.333E-05;-9.990E+02
23:18:39.398;+00:20:37.898;1.429E-03;2.800E-04;21857.7;3.174E-04;1.330E-04;-9.990E+02;4.762E-04;1.610E-04;-9.990E+02;6.349E-04;1.820E-04;-9.990E+02
23:19:16.743;+00:18:03.341;3.142E-03;3.900E-04;21131.0;1.158E-03;2.340E-04;-9.990E+02;6.615E-04;1.755E-04;-9.990E+02;1.323E-03;2.535E-04;-9.990E+02
23:18:56.535;+00:22:29.058;1.390E-03;2.800E-04;22151.0;1.986E-04;1.086E-04;-9.990E+02;2.978E-04;1.314E-04;-9.990E+02;8.936E-04;2.229E-04;-9.990E+02
23:19:12.958;+00:20:51.730;2.016E-03;3.300E-04;21016.8;7.199E-04;1.967E-04;-9.990E+02;8.639E-04;2.158E-04;-9.990E+02;4.320E-04;1.523E-04;-9.990E+02
23:19:21.250;+00:14:55.039;1.050E-03;2.600E-04;21376.3;6.999E-04;2.093E-04;-9.990E+02;4.501E-04;-2.597E-01;7.712E-04;3.500E-04;1.522E-04;-9.990E+02
23:18:29.060;+00:12:49.578;1.018E-03;2.500E-04;21980.9;4.365E-04;1.643E-04;-9.990E+02;1.455E-04;9.286E-05;-9.990E+02;4.365E-04;1.643E-04;-9.990E+02
23:19:04.548;+00:23:35.280;1.922E-03;3.300E-04;21170.9;5.915E-04;1.812E-04;-9.990E+02;1.035E-03;2.394E-04;-9.990E+02;2.958E-04;1.294E-04;-9.990E+02
23:18:21.740;+00:13:57.520;2.182E-03;3.400E-04;20792.1;6.233E-04;1.831E-04;-9.990E+02;6.233E-04;1.831E-04;-9.990E+02;9.350E-04;2.223E-04;-9.990E+02
23:18:49.536;+00:06:36.235;1.412E-03;2.900E-04;21173.6;7.060E-04;2.102E-04;-9.990E+02;5.294E-04;1.812E-04;-9.990E+02;1.765E-04;1.015E-04;-9.990E+02
23:18:15.763;+00:15:43.103;3.563E-02;1.300E-03;13482.3;1.318E-02;7.944E-04;-9.990E+02;1.354E-02;7.944E-04;-9.990E+02;8.908E-03;6.428E-04;-9.990E+02
23:18:43.046;+00:06:40.949;1.039E-03;2.600E-04;20961.3;3.845E-04;-2.597E-01;6.865E-04;3.118E-04;1.438E-04;-9.990E+02;7.274E-04;2.157E-04;-9.990E+02
23:18:58.163;+00:06:19.888;1.033E-02;7.000E-04;17894.4;4.892E-03;4.835E-04;-9.990E+02;3.805E-03;4.258E-04;-9.990E+02;1.631E-03;2.742E-04;-9.990E+02
23:19:14.869;+00:07:15.680;9.248E-03;7.200E-04;16305.1;1.285E-03;2.711E-04;-9.990E+02;3.853E-03;4.659E-04;-9.990E+02;4.110E-03;4.744E-04;-9.990E+02
23:19:40.168;+00:10:08.722;2.068E-02;1.100E-03;12323.3;7.387E-03;6.443E-04;-9.990E+02;7.879E-03;6.679E-04;-9.990E+02;5.416E-03;5.579E-04;-9.990E+02
23:42:20.173;+00:15:40.706;2.344E-03;6.000E-04;9190.5;1.172E-03;4.253E-04;-9.990E+02;9.767E-04;3.873E-04;-9.990E+02;1.953E-04;1.747E-04;-9.990E+02
23:42:24.775;+00:11:20.828;1.696E-03;5.100E-04;9615.9;1.080E-03;4.038E-04;-9.990E+02;6.167E-04;3.046E-04;-9.990E+02;1.413E-04;-5.095E-01;1.019E-03
23:42:28.536;+00:08:55.303;1.414E-03;4.700E-04;9750.5;4.243E-04;2.554E-04;-9.990E+02;4.243E-04;2.554E-04;-9.990E+02;5.657E-04;2.963E-04;-9.990E+02
23:41:58.175;+00:17:32.801;4.704E-03;8.400E-04;9673.3;9.798E-04;3.752E-04;-9.990E+02;1.568E-03;4.704E-04;-9.990E+02;2.156E-03;5.544E-04;-9.990E+02
23:42:56.625;+00:14:23.124;2.539E-03;6.400E-04;8565.5;2.256E-03;6.272E-04;-9.990E+02;2.820E-04;2.240E-04;-9.990E+02;1.163E-03;-6.394E-01;1.862E-03
23:41:51.439;+00:13:49.300;1.432E-03;4.900E-04;10049.5;1.432E-04;1.528E-04;-9.990E+02;1.146E-03;4.373E-04;-9.990E+02;1.432E-04;1.528E-04;-9.990E+02
21:30:47.503;-00:14:41.396;1.546E-03;3.900E-04;18847.9;1.819E-04;1.357E-04;-9.990E+02;8.185E-04;2.798E-04;-9.990E+02;5.456E-04;2.289E-04;-9.990E+02
21:31:01.735;-00:16:42.143;1.848E-03;4.400E-04;11753.3;9.240E-04;3.143E-04;-9.990E+02;7.392E-04;2.829E-04;-9.990E+02;1.848E-04;1.414E-04;-9.990E+02
21:30:41.338;-00:20:58.929;1.268E-03;3.700E-04;16981.3;8.773E-04;3.111E-04;-9.990E+02;2.925E-04;1.766E-04;-9.990E+02;9.751E-05;1.009E-04;-9.990E+02
21:30:56.261;-00:12:12.243;2.085E-03;4.300E-04;19003.0;2.843E-04;1.575E-04;-9.990E+02;8.529E-04;2.725E-04;-9.990E+02;9.480E-04;2.907E-04;-9.990E+02
21:31:01.578;-00:21:39.687;1.318E-02;1.200E-03;4568.4;1.171E-02;1.137E-03;-9.990E+02;5.390E-03;-1.199E+00;9.675E-03;1.464E-03;3.916E-04;-9.990E+02
21:30:24.529;-00:13:53.463;7.627E-03;8.200E-04;17956.2;2.790E-03;4.975E-04;-9.990E+02;2.697E-03;4.883E-04;-9.990E+02;2.140E-03;4.330E-04;-9.990E+02
21:30:22.720;-00:25:52.419;1.941E-02;1.300E-03;10993.3;6.467E-03;7.571E-04;-9.990E+02;7.055E-03;7.647E-04;-9.990E+02;5.879E-03;7.188E-04;-9.990E+02
21:30:04.071;-00:21:05.632;3.677E-03;6.200E-04;18753.3;1.051E-03;3.338E-04;-9.990E+02;2.276E-03;4.849E-04;-9.990E+02;3.502E-04;1.908E-04;-9.990E+02
21:30:01.133;-00:16:40.228;1.318E-03;4.200E-04;18791.1;8.475E-04;3.412E-04;-9.990E+02;2.824E-04;1.969E-04;-9.990E+02;1.883E-04;1.575E-04;-9.990E+02
21:30:02.399;-00:20:59.346;1.439E-03;4.400E-04;18007.3;8.631E-04;3.434E-04;-9.990E+02;2.877E-04;1.932E-04;-9.990E+02;2.877E-04;1.932E-04;-9.990E+02
21:42:37.706;+00:28:11.462;4.058E-03;1.400E-03;2822.2;1.623E-03;8.750E-04;-9.990E+02;0.000E+00;-1.399E+00;5.358E-03;2.435E-03;1.137E-03;-9.990E+02
21:41:56.963;+00:20:38.445;4.614E-03;1.600E-03;2346.2;4.614E-03;1.600E-03;-9.990E+02;0.000E+00;-1.598E+00;1.524E-02;2.768E-03;-1.598E+00;1.524E-02
21:42:43.973;+00:36:51.541;5.437E-03;1.700E-03;3021.1;1.088E-03;7.391E-04;-9.990E+02;2.175E-03;1.109E-03;-9.990E+02;2.175E-03;1.109E-03;-9.990E+02
21:42:25.126;+00:16:39.889;3.791E-03;1.500E-03;2913.8;2.274E-03;1.174E-03;-9.990E+02;7.583E-04;6.522E-04;-9.990E+02;7.583E-04;6.522E-04;-9.990E+02
02:28:07.876;-01:15:39.431;7.652E-03;1.100E-03;7630.8;2.551E-03;6.443E-04;-9.990E+02;2.551E-03;6.443E-04;-9.990E+02;2.551E-03;6.443E-04;-9.990E+02
02:28:28.034;-01:10:42.058;2.283E-03;6.500E-04;8319.3;2.283E-04;2.068E-04;-9.990E+02;1.370E-03;5.023E-04;-9.990E+02;6.851E-04;3.545E-04;-9.990E+02
02:27:43.032;-01:14:59.887;2.675E-03;7.000E-04;8251.0;1.873E-03;5.855E-04;-9.990E+02;2.675E-04;2.227E-04;-9.990E+02;5.350E-04;3.118E-04;-9.990E+02
02:28:16.160;-01:06:35.723;2.132E-03;6.400E-04;8319.9;1.280E-03;5.004E-04;-9.990E+02;4.265E-04;2.909E-04;-9.990E+02;4.265E-04;2.909E-04;-9.990E+02
02:27:37.885;-01:14:02.660;1.674E-03;5.700E-04;8309.1;4.782E-04;3.032E-04;-9.990E+02;4.782E-04;3.032E-04;-9.990E+02;7.176E-04;3.699E-04;-9.990E+02
02:27:37.335;-01:09:18.761;5.127E-03;9.600E-04;8057.4;7.325E-04;3.566E-04;-9.990E+02;2.197E-03;6.103E-04;-9.990E+02;2.197E-03;6.103E-04;-9.990E+02
02:28:07.417;-01:26:02.295;2.571E-03;7.800E-04;7579.6;3.673E-04;-7.792E-01;3.402E-03;1.543E-03;6.162E-04;-9.990E+02;1.028E-03;4.992E-04;-9.990E+02
02:27:19.009;-01:18:13.291;1.827E-03;6.900E-04;7978.5;4.568E-04;3.411E-04;-9.990E+02;4.568E-04;3.411E-04;-9.990E+02;9.136E-04;4.884E-04;-9.990E+02
21:54:29.997;+00:38:13.869;4.632E-03;1.100E-03;4613.0;5.789E-04;3.892E-04;-9.990E+02;2.895E-03;8.462E-04;-9.990E+02;1.158E-03;5.500E-04;-9.990E+02
21:54:27.355;+00:38:39.429;4.012E-03;1.100E-03;4635.8;8.025E-04;4.876E-04;-9.990E+02;2.408E-03;8.505E-04;-9.990E+02;8.025E-04;4.876E-04;-9.990E+02
21:54:36.006;+00:41:04.796;1.264E-02;1.800E-03;4852.1;3.863E-03;9.692E-04;-9.990E+02;4.565E-03;1.038E-03;-9.990E+02;4.214E-03;1.038E-03;-9.990E+02
21:54:28.070;+00:37:59.411;2.352E-03;8.500E-04;4659.2;7.188E-04;-8.491E-01;2.588E-03;1.960E-03;7.727E-04;-9.990E+02;3.920E-04;3.555E-04;-9.990E+02
21:54:29.425;+00:37:13.372;4.689E-03;1.100E-03;4588.7;7.815E-04;4.308E-04;-9.990E+02;2.345E-03;7.517E-04;-9.990E+02;1.563E-03;6.142E-04;-9.990E+02
21:54:25.401;+00:43:13.045;6.930E-03;1.400E-03;4272.8;6.300E-04;4.200E-04;-9.990E+02;3.779E-03;1.027E-03;-9.990E+02;2.519E-03;8.493E-04;-9.990E+02
21:54:23.363;+00:46:55.174;3.415E-03;1.000E-03;4681.2;3.105E-04;-9.990E-01;4.511E-03;2.049E-03;7.857E-04;-9.990E+02;1.366E-03;6.214E-04;-9.990E+02
21:54:19.609;+00:48:27.744;2.549E-03;9.100E-04;4576.2;2.317E-04;-9.091E-01;5.614E-03;2.549E-03;9.100E-04;-9.990E+02;1.019E-03;-9.091E-01;5.614E-03
21:55:16.139;+00:32:51.832;1.999E-02;2.700E-03;2409.5;9.083E-03;1.856E-03;-9.990E+02;1.090E-02;2.025E-03;-9.990E+02;7.992E-03;-2.697E+00;1.200E-02
23:43:43.578;+00:19:37.821;1.531E-03;5.600E-04;7301.5;2.188E-04;2.137E-04;-9.990E+02;2.188E-04;2.137E-04;-9.990E+02;1.094E-03;4.716E-04;-9.990E+02
23:43:41.886;+00:18:56.778;2.631E-03;7.200E-04;6821.1;3.289E-04;2.532E-04;-9.990E+02;9.867E-04;4.352E-04;-9.990E+02;1.316E-03;5.064E-04;-9.990E+02
23:43:39.380;+00:19:18.625;2.067E-03;6.500E-04;7026.6;4.136E-04;2.910E-04;-9.990E+02;8.271E-04;4.075E-04;-9.990E+02;8.271E-04;4.075E-04;-9.990E+02
23:43:38.713;+00:18:27.285;2.912E-03;7.500E-04;7468.8;4.852E-04;3.043E-04;-9.990E+02;9.706E-04;4.348E-04;-9.990E+02;1.456E-03;5.326E-04;-9.990E+02
23:43:44.845;+00:16:36.813;1.761E-03;6.000E-04;7558.1;2.516E-04;2.301E-04;-9.990E+02;7.548E-04;3.945E-04;-9.990E+02;7.548E-04;3.945E-04;-9.990E+02
23:43:35.410;+00:19:48.541;1.456E-03;5.500E-04;7523.0;1.213E-03;5.022E-04;-9.990E+02;6.240E-04;-5.494E-01;1.601E-03;2.427E-04;2.232E-04;-9.990E+02
23:43:34.467;+00:19:19.074;1.508E-03;5.500E-04;7411.2;7.543E-04;3.826E-04;-9.990E+02;2.514E-04;2.232E-04;-9.990E+02;5.028E-04;3.188E-04;-9.990E+02
23:43:37.073;+00:17:20.718;1.809E-03;6.000E-04;7565.2;4.523E-04;3.000E-04;-9.990E+02;4.523E-04;3.000E-04;-9.990E+02;9.047E-04;4.231E-04;-9.990E+02
23:43:47.170;+00:15:37.880;1.423E-03;5.500E-04;7536.0;2.847E-04;2.434E-04;-9.990E+02;5.693E-04;3.516E-04;-9.990E+02;5.693E-04;3.516E-04;-9.990E+02
23:44:02.768;+00:17:29.852;1.400E-03;5.400E-04;7604.6;7.000E-04;3.808E-04;-9.990E+02;3.501E-04;2.700E-04;-9.990E+02;3.501E-04;2.700E-04;-9.990E+02
23:43:43.326;+00:15:09.865;3.152E-03;7.700E-04;7456.0;1.050E-03;4.387E-04;-9.990E+02;1.050E-03;4.387E-04;-9.990E+02;1.050E-03;4.387E-04;-9.990E+02
23:44:04.615;+00:22:53.814;1.175E-03;5.000E-04;7571.1;1.175E-03;5.000E-04;-9.990E+02;3.917E-04;-4.995E-01;1.108E-03;3.917E-04;-4.995E-01;1.108E-03
23:44:06.991;+00:23:11.800;3.884E-03;8.700E-04;7577.4;8.965E-04;4.101E-04;-9.990E+02;1.494E-03;5.282E-04;-9.990E+02;1.494E-03;5.282E-04;-9.990E+02
23:43:26.760;+00:14:29.812;1.636E-03;6.000E-04;7249.8;2.728E-04;2.424E-04;-9.990E+02;1.091E-03;4.909E-04;-9.990E+02;2.728E-04;2.424E-04;-9.990E+02
