 0.1028E+01 0.3932E-07
 0.1340E+01 0.1464E-01
 0.1651E+01 0.1326E+01
 0.1963E+01 0.9210E+01
 0.2275E+01 0.2395E+02
 0.2586E+01 0.4069E+02
 0.2898E+01 0.5610E+02
 0.3210E+01 0.6890E+02
 0.3522E+01 0.7935E+02
 0.3833E+01 0.8727E+02
 0.4145E+01 0.9333E+02
 0.4457E+01 0.9763E+02
 0.4769E+01 0.1016E+03
 0.5080E+01 0.1046E+03
 0.5392E+01 0.1069E+03
 0.5704E+01 0.1095E+03
 0.6015E+01 0.1115E+03
 0.6327E+01 0.1083E+03
 0.6639E+01 0.1099E+03
 0.6951E+01 0.1111E+03
 0.7262E+01 0.1121E+03
 0.7574E+01 0.1129E+03
 0.7886E+01 0.1136E+03
 0.8198E+01 0.1141E+03
 0.8509E+01 0.1145E+03
 0.8821E+01 0.1149E+03
 0.9133E+01 0.1152E+03
 0.9444E+01 0.1153E+03
 0.9756E+01 0.1153E+03
 0.1007E+02 0.1152E+03
 0.1038E+02 0.1149E+03
 0.1069E+02 0.1145E+03
 0.1100E+02 0.1139E+03
 0.1131E+02 0.1132E+03
 0.1163E+02 0.1124E+03
 0.1194E+02 0.1114E+03
 0.1225E+02 0.1103E+03
 0.1256E+02 0.1090E+03
 0.1287E+02 0.1076E+03
 0.1319E+02 0.1060E+03
 0.1350E+02 0.1043E+03
 0.1381E+02 0.1025E+03
 0.1412E+02 0.1006E+03
 0.1443E+02 0.9865E+02
 0.1474E+02 0.9658E+02
 0.1506E+02 0.9444E+02
 0.1537E+02 0.9224E+02
 0.1568E+02 0.9001E+02
 0.1599E+02 0.8775E+02
 0.1630E+02 0.8546E+02
 0.1661E+02 0.8314E+02
 0.1693E+02 0.8081E+02
 0.1724E+02 0.7847E+02
 0.1755E+02 0.7613E+02
 0.1786E+02 0.7380E+02
 0.1817E+02 0.7148E+02
 0.1848E+02 0.6918E+02
 0.1880E+02 0.6690E+02
 0.1911E+02 0.6465E+02
 0.1942E+02 0.6243E+02
 0.1973E+02 0.6024E+02
 0.2004E+02 0.5809E+02
 0.2035E+02 0.5598E+02
 0.2067E+02 0.5391E+02
 0.2098E+02 0.5190E+02
 0.2129E+02 0.4993E+02
 0.2160E+02 0.4799E+02
 0.2191E+02 0.4606E+02
 0.2223E+02 0.4416E+02
 0.2254E+02 0.4227E+02
 0.2285E+02 0.4039E+02
 0.2316E+02 0.3850E+02
 0.2347E+02 0.3662E+02
 0.2378E+02 0.3473E+02
 0.2410E+02 0.3284E+02
 0.2441E+02 0.3096E+02
 0.2472E+02 0.2909E+02
 0.2503E+02 0.2717E+02
 0.2534E+02 0.2533E+02
 0.2565E+02 0.2348E+02
 0.2597E+02 0.2171E+02
 0.2628E+02 0.1997E+02
 0.2659E+02 0.1831E+02
 0.2690E+02 0.1671E+02
 0.2721E+02 0.1519E+02
 0.2752E+02 0.1372E+02
 0.2784E+02 0.1231E+02
 0.2815E+02 0.1103E+02
 0.2846E+02 0.9844E+01
 0.2877E+02 0.8784E+01
 0.2908E+02 0.7808E+01
 0.2939E+02 0.6924E+01
 0.2971E+02 0.6103E+01
 0.3002E+02 0.5382E+01
 0.3033E+02 0.4780E+01
 0.3064E+02 0.4273E+01
 0.3095E+02 0.3809E+01
 0.3127E+02 0.3385E+01
 0.3158E+02 0.3067E+01
 0.3189E+02 0.2885E+01
 0.3220E+02 0.2803E+01
 0.3251E+02 0.2776E+01
 0.3282E+02 0.2744E+01
 0.3314E+02 0.2697E+01
 0.3345E+02 0.2662E+01
 0.3376E+02 0.2693E+01
 0.3407E+02 0.2802E+01
 0.3438E+02 0.2979E+01
 0.3469E+02 0.1307E+02
 0.3501E+02 0.1342E+02
 0.3532E+02 0.1362E+02
 0.3563E+02 0.1365E+02
 0.3594E+02 0.1358E+02
 0.3625E+02 0.1351E+02
 0.3656E+02 0.1346E+02
 0.3688E+02 0.1340E+02
 0.3719E+02 0.1332E+02
 0.3750E+02 0.1320E+02
 0.3781E+02 0.1303E+02
 0.3812E+02 0.1281E+02
 0.3843E+02 0.1255E+02
 0.3875E+02 0.1225E+02
 0.3906E+02 0.1193E+02
 0.3937E+02 0.1159E+02
 0.3968E+02 0.1125E+02
 0.3999E+02 0.1091E+02
 0.4031E+02 0.1058E+02
 0.4062E+02 0.1025E+02
